True_index,pred_sales
1670,0.0
1677,0.0
1691,5807.47
1704,1983.21
1707,11281.74
1718,6128.06
1721,6530.93
1733,0.0
1737,8211.75
1748,4428.83
1776,6150.64
1804,7228.07
1821,7973.58
1839,4874.94
1845,6976.95
1853,6568.03
1888,4336.61
1895,5429.33
1899,6965.16
1923,3661.46
1934,9056.22
1937,9599.39
1940,5704.91
1953,0.0
1968,3613.95
1975,0.0
1981,7212.91
1984,5888.79
1997,12247.94
2024,9601.53
2032,8969.27
2036,13639.8
2051,3490.37
2061,0.0
2082,5526.14
2093,0.0
2096,6900.31
2107,6092.96
2115,5512.7
2117,3611.25
2137,2991.46
2156,7803.66
2160,0.0
2186,9047.44
2188,7545.68
2204,8691.74
2217,5882.41
2224,4850.46
2228,10952.22
2233,11040.38
2246,3885.31
2254,12124.4
2275,8288.8
2281,6687.69
2287,10137.08
2300,8452.64
2305,8989.22
2306,5085.74
2313,3796.39
2315,5663.0
2320,3940.42
2322,5682.6
2324,4056.11
2328,9122.67
2335,6275.02
2340,2959.68
2352,0.0
2381,6188.99
2383,5444.92
2408,3664.52
2422,5939.13
2424,3867.81
2425,0.0
2428,3967.73
2435,5246.92
2456,7854.93
2471,0.0
2474,4949.2
2493,5041.91
2495,8130.78
2501,0.0
2511,3353.69
2519,3486.1
2522,7663.95
2526,7305.95
2527,11399.04
2539,6963.44
2550,8237.05
2562,0.0
2572,7214.05
2573,6111.18
2576,7955.96
2579,4775.88
2580,5501.48
2594,5349.24
2600,9708.51
2602,10980.45
2621,0.0
2641,0.0
2651,7587.27
2669,6673.69
2686,9406.29
2694,6667.18
2699,5980.51
2700,5148.49
2747,7799.65
2759,6967.17
2763,6412.55
2794,0.0
2797,0.0
2812,11770.61
2815,6151.32
2824,0.0
2829,6742.3
2830,7987.18
2852,5798.74
2855,9665.97
2858,0.0
2870,9011.22
2881,6285.06
2884,4043.26
2887,7948.13
2890,9577.39
2897,14551.23
2909,4171.6
2917,10228.27
2929,3874.4
2937,6368.7
2962,7887.6
2985,7236.56
2997,8540.0
3007,4044.51
3015,6440.62
3020,3599.16
3030,6273.7
3035,5757.44
3048,6185.79
3075,7653.86
3079,6871.78
3087,5027.95
3091,7602.74
3103,7836.14
3107,6651.81
3120,0.0
3126,8715.92
3127,13854.37
3131,6033.91
3142,7846.08
3143,0.0
3146,7843.94
3157,7136.75
3162,6622.23
3165,8610.97
3168,0.0
3170,0.0
3172,6487.55
3175,4903.14
3179,5251.47
3188,7972.75
3194,0.0
3200,5742.82
3209,4731.4
3231,11548.12
3235,4572.08
3238,6941.58
3276,9916.55
3283,0.0
3286,4665.72
3306,0.0
3328,10519.99
3340,7702.64
3347,0.0
3351,5932.69
3357,7656.71
3364,4711.52
3374,6919.22
3402,9111.98
3407,0.0
3420,7152.89
3434,5704.29
3436,4497.16
3442,7631.06
3448,5770.49
3456,4433.34
3467,5299.14
3473,5595.7
3486,7330.38
3496,4162.84
3509,6522.51
3517,5694.22
3519,7711.6
3521,4660.21
3534,1932.35
3539,3516.27
3551,9978.9
3556,4053.88
3559,10162.86
3573,7611.05
3600,6545.96
3602,2209.11
3617,4841.76
3635,8750.19
3641,7159.42
3648,7718.61
3676,0.0
3694,0.0
3707,6449.6
3708,4144.24
3716,9502.12
3734,0.0
3738,8598.37
3744,6721.6
3746,7727.64
3749,11984.36
3777,4174.05
3794,12340.85
3804,4046.58
3813,21601.19
3828,5557.84
3840,8835.09
3843,5755.88
3844,0.0
3856,7820.06
3864,5879.35
3865,4358.87
3891,5507.22
3893,5745.74
3896,4813.37
3910,5964.74
3920,7005.31
3922,6280.94
3929,0.0
3931,0.0
3932,3561.57
3941,4140.86
3946,3998.63
3966,4937.59
3975,7728.71
3977,0.0
3986,4351.91
3989,23026.76
3993,5444.21
3996,4494.53
4016,28487.95
4020,6773.84
4023,0.0
4031,8261.62
4040,8064.01
4041,0.0
4042,0.0
4052,5299.28
4067,0.0
4071,10890.96
4104,6214.43
4110,2597.21
4122,8600.03
4127,9602.18
4129,7454.48
4130,0.0
4162,4085.65
4180,4272.96
4181,7179.79
4190,4153.61
4195,0.0
4196,4107.77
4215,4640.91
4233,0.0
4236,0.0
4240,4460.12
4258,4394.14
4264,4556.63
4268,8300.87
4269,7671.49
4286,7463.18
4300,8311.32
4303,0.0
4320,12608.69
4323,7131.23
4327,13133.52
4339,4395.0
4354,5355.27
4366,4360.15
4371,5570.23
4388,7517.49
4422,6089.44
4433,0.0
4434,6692.1
4436,8940.76
4452,11196.36
4474,5146.6
4482,3932.97
4495,0.0
4521,8987.84
4552,3580.7
4555,8275.6
4556,5278.76
4560,7574.7
4577,6901.86
4586,3713.83
4589,6656.04
4618,0.0
4620,6083.05
4642,5985.15
4654,6689.17
4674,8677.07
4684,3534.11
4710,7422.95
4711,5793.82
4717,5927.46
4736,4689.1
4745,6762.0
4747,7288.87
4767,5610.45
4774,8052.63
4790,4865.18
4792,7746.77
4796,9235.15
4799,10810.49
4819,6517.3
4828,6441.52
4840,4083.62
4844,6892.51
4851,5151.51
4870,0.0
4878,0.0
4894,4167.17
4898,0.0
4919,9893.34
4923,0.0
4924,0.0
4933,4664.75
4977,7252.8
4987,8256.17
4994,5985.18
5005,5119.84
5007,5549.5
5009,5656.16
5016,5851.32
5031,0.0
5032,5370.05
5049,11048.34
5052,11338.7
5053,7973.07
5087,5784.24
5101,10515.32
5132,0.0
5171,5375.91
5178,3896.25
5189,13511.13
5196,3262.34
5205,5060.66
5210,9501.62
5211,8247.39
5234,2994.16
5238,8985.95
5242,8822.29
5253,5912.19
5262,3799.1
5318,7704.83
5327,0.0
5334,7241.13
5366,4295.68
5384,5716.91
5395,0.0
5397,4325.56
5399,8125.81
5419,8312.74
5431,6324.21
5432,7613.03
5435,5128.83
5437,7299.5
5481,4134.61
5482,9387.44
5485,8048.02
5497,4578.37
5502,6661.88
5513,7602.81
5517,4553.67
5533,5413.28
5535,2409.59
5539,4769.29
5561,0.0
5574,8497.82
5588,0.0
5593,8533.47
5607,4007.02
5647,9390.48
5662,9559.81
5669,3290.22
5692,5912.37
5713,8204.97
5720,6666.04
5726,4839.09
5735,8271.3
5758,4221.28
5765,3764.89
5793,10046.98
5798,2471.85
5822,6902.36
5824,6598.65
5826,7792.13
5829,8764.47
5831,0.0
5835,6497.68
5853,5182.03
5875,3122.02
5879,10417.61
5883,6400.54
5890,5713.76
5914,6761.0
5921,5760.04
5922,5631.91
5935,4384.98
5944,5724.04
5950,0.0
5977,7895.52
5987,0.0
5988,9870.24
5994,7873.01
6009,4656.64
6019,12935.93
6045,7911.44
6056,7547.03
6073,5814.11
6088,4576.83
6094,6991.15
6104,17961.23
6118,0.0
6125,8702.65
6155,0.0
6166,4268.6
6171,4397.75
6172,6839.17
6174,0.0
6185,5370.48
6191,4616.33
6196,8308.02
6218,11795.13
6221,7787.23
6226,0.0
6232,0.0
6233,5764.06
6248,11398.89
6253,3618.37
6273,4069.62
6280,2516.06
6287,7288.26
6290,0.0
6299,0.0
6315,9046.53
6323,7224.21
6331,0.0
6333,4240.85
6334,7233.86
6369,2496.31
6376,0.0
6382,8031.62
6383,6068.39
6407,8463.73
6408,8469.62
6412,0.0
6419,6999.77
6428,4245.34
6434,7225.8
6448,9117.01
6451,4788.55
6458,11065.14
6470,9468.02
6472,0.0
6480,4639.11
6482,4039.74
6486,7786.04
6503,0.0
6507,5220.89
6527,4305.48
6529,6277.06
6540,7974.16
6550,9926.27
6552,5203.72
6553,7595.39
6555,4352.6
6588,16388.18
6607,5910.44
6612,3249.65
6634,6558.79
6652,2505.67
6655,9482.54
6661,0.0
6681,6590.79
6691,6208.24
6707,3422.53
6710,7595.09
6714,2977.46
6720,4314.46
6726,0.0
6731,14814.1
6740,0.0
6749,0.0
6768,10066.33
6775,0.0
6778,6607.76
6791,5381.94
6829,9053.5
6842,0.0
6849,3956.68
6858,8164.41
6863,4903.9
6890,4825.23
6918,5829.7
6920,2641.78
6923,7181.32
6932,0.0
6933,0.0
6946,5782.56
6947,3089.59
6973,0.0
6992,5674.27
7005,8975.39
7007,4716.82
7027,10284.14
7035,6149.25
7055,4463.41
7056,3837.88
7095,10877.27
7112,0.0
7113,5314.31
7119,0.0
7122,0.0
7126,5858.82
7127,2695.28
7138,29370.13
7139,13343.93
7162,7519.87
7166,7314.64
7169,10145.15
7181,4362.86
7190,11112.09
7199,0.0
7200,5469.26
7232,6659.74
7259,9618.31
7263,6558.94
7266,4731.38
7267,7174.43
7299,6574.78
7301,5745.81
7302,6568.42
7307,8541.03
7309,6621.12
7323,7623.26
7325,7798.7
7330,0.0
7334,6977.77
7338,0.0
7342,6507.72
7349,0.0
7362,8338.21
7363,0.0
7394,0.0
7399,17523.08
7420,7198.63
7428,5461.93
7434,6557.6
7450,7000.52
7451,7982.79
7455,0.0
7492,7132.22
7507,18925.31
7518,3115.83
7521,4720.85
7526,5673.19
7557,9213.79
7560,10304.18
7570,0.0
7573,6165.47
7576,4775.01
7594,13119.74
7601,8366.71
7634,8229.87
7668,4738.12
7670,0.0
7682,9342.06
7693,0.0
7696,0.0
7711,8312.28
7713,10757.06
7719,7336.15
7720,8463.86
7732,14022.93
7734,5824.52
7742,6156.42
7753,4409.9
7779,10514.84
7793,13201.45
7797,8026.74
7812,3480.92
7824,15340.02
7835,3016.39
7855,10627.56
7862,9518.88
7884,10028.11
7894,0.0
7904,2058.92
7913,5186.61
7920,7437.04
7930,0.0
7936,4604.34
7958,4260.39
7963,0.0
7973,0.0
7979,6793.95
7984,0.0
7986,4027.28
7987,6052.8
8006,5821.68
8015,6182.93
8017,7481.16
8031,0.0
8037,4392.4
8064,5821.2
8073,4659.35
8083,3610.96
8090,2133.8
8094,6866.38
8113,3905.84
8114,3544.86
8119,0.0
8123,3766.02
8158,0.0
8161,7622.82
8167,4393.66
8181,7153.42
8195,5165.86
8207,6327.72
8215,8628.55
8223,4962.7
8252,8495.26
8255,0.0
8287,4506.45
8309,5754.21
8312,7074.85
8319,4830.26
8327,6772.77
8353,0.0
8365,0.0
8378,5445.51
8385,4769.25
8387,8672.05
8400,3609.08
8402,5752.67
8403,7237.97
8430,0.0
8438,5817.22
8439,13917.46
8464,4864.53
8483,0.0
8503,5708.38
8504,7390.71
8517,4459.96
8522,13361.32
8525,6029.07
8544,10237.78
8557,9256.79
8570,5397.86
8583,5779.79
8590,5523.08
8592,4209.0
8609,5647.53
8613,8763.96
8621,6531.38
8626,4364.64
8627,5891.69
8637,3404.84
8643,10401.25
8654,5978.41
8668,5556.64
8713,6749.22
8729,6038.39
8732,6929.91
8748,4334.22
8758,6583.33
8764,5282.5
8765,0.0
8772,4735.25
8776,19591.5
8783,6550.24
8797,0.0
8805,13027.54
8817,4947.85
8820,5814.85
8838,9868.99
8869,4417.71
8871,8156.69
8879,8371.75
8888,3590.46
8897,8125.82
8905,0.0
8907,6144.22
8910,17453.12
8944,4602.67
8953,3671.29
8989,5158.91
8990,4344.63
8994,5921.2
9020,8730.26
9023,4409.1
9024,2936.56
9047,7436.94
9050,10045.27
9055,7654.8
9064,9828.7
9065,0.0
9084,8746.47
9089,12978.48
9103,6672.11
9111,6315.19
9112,13240.39
9144,4803.14
9145,5584.63
9147,11200.54
9169,0.0
9184,0.0
9190,5601.55
9199,9217.06
9201,4735.31
9207,5680.18
9220,7017.11
9236,7886.3
9246,0.0
9252,6860.29
9286,6904.73
9316,5109.06
9319,2428.6
9325,7812.12
9341,5831.88
9343,0.0
9348,6372.7
9383,10871.63
9395,10974.11
9403,0.0
9408,15789.67
9410,7155.75
9416,0.0
9423,5796.6
9444,0.0
9476,6237.15
9482,4223.94
9489,11881.85
9506,5163.97
9512,6298.1
9522,7396.15
9566,6283.98
9577,0.0
9580,3728.7
9592,4934.86
9601,9890.63
9607,12616.62
9619,9839.08
9627,12229.73
9628,9815.18
9638,4658.18
9641,5127.07
9652,7971.24
9653,4278.83
9658,7500.68
9682,0.0
9694,7646.32
9702,0.0
9705,5394.01
9727,0.0
9740,4798.71
9750,9827.54
9756,0.0
9767,8960.25
9784,6377.35
9785,5265.82
9787,5870.95
9791,4980.9
9802,10630.2
9809,8910.23
9810,0.0
9811,5960.69
9824,5184.15
9826,5313.15
9835,8531.17
9857,11073.18
9859,5439.9
9881,6874.44
9886,4635.25
9897,5195.04
9909,6384.77
9910,5562.42
9920,0.0
9931,5487.6
9937,9050.19
9939,6640.12
9940,4110.9
9947,0.0
9949,6951.8
9972,7188.21
9985,8725.01
9991,6858.25
10006,4649.58
10016,8115.31
10031,0.0
10039,8223.16
10046,8620.0
10048,3839.57
10049,0.0
10052,4741.01
10064,0.0
10075,4948.14
10105,10646.43
10113,4618.51
10118,4881.2
10135,6904.26
10145,0.0
10147,9718.6
10151,7177.85
10153,4233.9
10167,3536.27
10177,4985.03
10208,5239.98
10268,6082.18
10296,1808.24
10309,2335.15
10316,0.0
10317,0.0
10344,5853.07
10349,7022.32
10351,9212.37
10353,8666.36
10363,2422.26
10369,11794.82
10373,7573.27
10378,7300.11
10388,7335.42
10391,10120.66
10392,0.0
10393,4117.19
10402,0.0
10438,11353.11
10440,18622.54
10442,8802.61
10463,0.0
10465,6658.72
10502,7558.01
10513,5447.32
10526,4630.48
10534,4924.5
10552,0.0
10560,8148.09
10568,11131.62
10571,7707.5
10572,0.0
10574,0.0
10577,4637.06
10594,6800.76
10603,3389.97
10618,3750.95
10625,6409.24
10635,5470.51
10641,11416.08
10642,6193.61
10644,8696.56
10653,7764.61
10657,6369.48
10658,4265.35
10667,6615.33
10677,3792.84
10687,5593.9
10700,16503.75
10703,8854.56
10713,5793.59
10720,5086.64
10732,0.0
10737,0.0
10744,4925.21
10761,8460.94
10770,6110.29
10776,4310.83
10778,9623.5
10779,0.0
10810,4852.96
10811,2121.52
10812,6519.65
10831,2969.34
10832,3866.03
10835,9468.87
10837,0.0
10848,8061.48
10851,4949.79
10871,4721.13
10872,10774.56
10876,7199.46
10879,3472.76
10887,0.0
10890,6786.23
10892,5621.36
10899,0.0
10917,2133.2
10922,0.0
10931,0.0
10937,6939.79
10940,6503.79
10948,8486.33
10953,8744.65
10977,5624.45
10981,6567.42
10988,6655.41
11012,13228.37
11016,11797.7
11022,6408.98
11037,7141.81
11050,7594.08
11059,7168.06
11061,5544.91
11066,7382.08
11078,10615.54
11081,11760.75
11084,7259.73
11085,6811.98
11089,2322.09
11090,4594.62
11092,7442.35
11094,7289.08
11124,5163.6
11133,8475.43
11141,10590.09
11171,5408.89
11195,8743.52
11196,6097.08
11218,0.0
11239,0.0
11242,0.0
11248,6780.03
11256,7232.74
11258,7438.51
11283,9219.56
11287,7362.99
11308,7188.79
11315,0.0
11316,8910.31
11351,0.0
11381,5762.23
11407,4671.01
11411,0.0
11415,0.0
11418,0.0
11440,8452.52
11443,7491.04
11464,4501.97
11485,4373.01
11491,9683.71
11501,9183.95
11510,7105.34
11520,5437.12
11542,2700.07
11550,11745.77
11553,11265.55
11554,4289.78
11578,0.0
11587,12582.05
11594,4252.68
11624,13604.74
11628,3233.49
11641,5186.38
11645,5472.02
11649,0.0
11650,4055.78
11660,0.0
11671,0.0
11673,14978.84
11678,8870.11
11722,3608.38
11724,6178.58
11727,10217.72
11728,4230.4
11729,6236.05
11741,5567.59
11765,9211.47
11770,5462.3
11774,4108.1
11781,10926.11
11788,4411.32
11805,4664.06
11813,5622.39
11838,14795.33
11845,6968.6
11863,7771.7
11874,5950.42
11878,4189.22
11899,4483.04
11905,8689.32
11925,0.0
11949,3552.22
11955,7177.73
11961,8753.93
11965,0.0
11999,4213.1
12007,5108.42
12031,19740.41
12034,6164.41
12060,4149.09
12069,6651.51
12071,9208.56
12075,0.0
12081,5813.08
12084,7089.08
12089,0.0
12093,7587.6
12104,2111.26
12107,3145.56
12114,6646.25
12122,5604.01
12124,11933.82
12135,7462.83
12160,4409.53
12185,9804.89
12199,5574.64
12202,7175.01
12210,6736.02
12219,5415.33
12225,0.0
12226,4287.09
12238,7973.56
12243,3491.91
12263,6541.17
12264,9448.95
12272,5229.14
12275,2879.69
12281,5809.4
12285,4963.24
12291,3320.6
12301,5412.0
12305,4884.8
12306,10048.84
12312,6075.62
12313,7063.21
12325,8000.38
12332,7273.45
12338,3809.12
12340,7878.92
12346,0.0
12352,11324.11
12358,10394.64
12374,9786.38
12413,0.0
12414,5704.68
12417,7044.06
12426,5028.23
12438,0.0
12443,0.0
12448,5599.43
12455,4674.44
12464,7070.5
12484,10999.82
12489,5527.33
12490,0.0
12491,7993.43
12496,5034.85
12501,7444.66
12507,7592.48
12508,0.0
12516,9154.01
12528,4661.61
12532,4422.93
12540,7900.0
12546,7909.97
12549,6483.29
12553,4805.37
12555,0.0
12583,10008.25
12586,5876.53
12606,5147.48
12612,0.0
12622,5922.13
12625,10698.05
12637,0.0
12676,0.0
12703,11547.14
12751,7089.2
12756,5508.7
12775,5421.99
12785,0.0
12797,4387.08
12800,0.0
12810,3660.81
12811,4775.97
12814,4115.81
12846,5502.94
12849,3681.96
12854,5056.19
12869,10027.05
12879,5687.28
12885,11525.28
12890,6971.13
12892,0.0
12897,4786.05
12901,6763.16
12904,6803.05
12928,4400.61
12954,6251.69
12963,4798.37
12964,8736.64
12979,0.0
12994,4932.7
12999,4872.73
13003,3580.84
13021,0.0
13038,6096.18
13042,0.0
13046,6515.08
13091,8162.93
13103,9213.26
13108,15172.94
13110,5186.16
13117,26811.3
13133,0.0
13141,13347.22
13149,6680.21
13168,10809.08
13188,6687.73
13193,2365.59
13197,8328.67
13201,4360.67
13233,3393.18
13240,8293.0
13253,0.0
13258,6010.02
13265,6549.81
13271,0.0
13280,3549.32
13291,12563.75
13292,6842.42
13294,8957.66
13309,0.0
13346,2190.15
13353,9311.26
13358,0.0
13374,8160.56
13386,4469.1
13414,3891.61
13422,0.0
13431,5487.73
13452,0.0
13454,5436.12
13458,3185.05
13485,9855.09
13486,10287.52
13517,6540.72
13520,0.0
13521,11285.89
13524,0.0
13535,8687.92
13536,9713.18
13541,9755.86
13542,4192.99
13544,0.0
13564,0.0
13569,5027.89
13604,5850.65
13614,0.0
13624,0.0
13629,8701.06
13638,9371.46
13642,4584.29
13664,0.0
13671,7969.7
13686,6246.45
13687,0.0
13691,5154.42
13699,0.0
13702,10352.71
13708,0.0
13713,5782.55
13738,6160.05
13743,6734.83
13777,8003.53
13785,6084.99
13790,4687.2
13812,5468.57
13827,4937.32
13832,5917.89
13846,7434.64
13847,6308.26
13861,4709.6
13865,6379.85
13869,5210.89
13871,0.0
13873,6291.1
13874,4452.61
13875,5683.35
13883,6716.5
13885,6346.41
13892,8820.01
13896,5723.03
13900,4064.77
13906,5826.55
13912,5204.8
13913,10353.36
13917,12735.72
13918,6855.26
13934,6648.01
13937,4392.47
13945,4582.73
13954,5886.01
13964,7936.97
13976,3278.14
13978,7264.79
13979,6225.16
13996,0.0
14026,4235.31
14039,4663.32
14045,9988.28
14047,2680.31
14049,3424.38
14055,7422.56
14056,0.0
14061,11085.38
14065,9703.89
14081,8444.58
14086,10730.54
14092,2981.91
14105,8582.49
14109,8368.76
14115,7035.6
14116,6145.93
14118,0.0
14130,3783.57
14133,0.0
14137,4015.0
14141,4134.38
14143,6765.04
14147,4452.24
14157,7436.39
14160,6674.67
14176,4391.25
14190,5783.25
14192,5633.36
14194,8682.17
14197,6256.83
14207,0.0
14217,3279.61
14223,0.0
14225,6380.92
14226,7411.97
14237,6281.68
14259,0.0
14262,5745.87
14264,4665.61
14265,8089.02
14288,6489.92
14307,5467.55
14311,0.0
14313,7912.6
14314,12911.87
14347,7988.42
14351,5945.75
14368,0.0
14400,8310.38
14402,8547.05
14421,0.0
14437,9478.22
14443,4505.69
14477,8510.32
14479,0.0
14489,0.0
14493,4460.83
14534,23826.23
14537,8496.17
14540,0.0
14555,6005.99
14566,6837.55
14589,8952.11
14596,6306.76
14602,3483.51
14621,5986.03
14639,4813.18
14669,0.0
14677,6813.38
14683,0.0
14689,0.0
14725,7085.11
14727,5207.21
14751,7514.14
14756,6119.3
14768,0.0
14785,5217.09
14788,4091.61
14809,3955.28
14829,5595.53
14832,8403.22
14845,0.0
14854,6601.98
14873,0.0
14878,6926.24
14886,10731.4
14904,0.0
14920,2616.37
14939,6203.3
14962,5977.95
14969,6493.08
14981,5711.03
14990,0.0
14991,5313.38
14992,0.0
14999,0.0
15001,3866.46
15013,14649.9
15044,0.0
15050,6843.3
15066,4414.64
15072,5677.89
15080,16806.28
15082,5542.71
15085,4812.56
15087,4938.08
15090,11544.69
15093,8329.86
15099,0.0
15100,7244.28
15103,4942.83
15111,9852.85
15116,7086.39
15118,8490.87
15146,10740.88
15156,0.0
15199,4600.84
15221,5612.82
15224,8945.7
15230,8132.72
15234,0.0
15242,0.0
15257,5770.87
15275,7046.92
15278,4024.96
15303,5306.79
15318,10214.64
15322,8222.58
15344,0.0
15349,0.0
15354,8075.9
15367,4662.72
15398,6996.58
15402,4817.92
15404,0.0
15419,13887.68
15422,24975.89
15423,0.0
15446,0.0
15460,6927.82
15473,10677.16
15511,8352.15
15517,8736.58
15519,9043.05
15545,5933.92
15554,10044.11
15562,0.0
15563,0.0
15577,5255.13
15587,5600.68
15588,5498.8
15593,5886.05
15607,4574.33
15612,5527.68
15613,13099.86
15622,5882.95
15630,11550.68
15633,0.0
15639,6415.35
15651,4425.49
15658,8316.65
15674,2276.6
15683,7222.59
15700,5772.18
15710,8105.89
15711,6237.77
15719,5338.06
15721,5300.38
15734,0.0
15738,4008.4
15743,6574.74
15744,5548.6
15756,4197.74
15762,13066.04
15765,5715.45
15771,8825.8
15775,8361.69
15794,7118.42
15799,4956.55
15803,0.0
15804,7616.7
15813,3931.16
15814,6891.49
15815,5858.18
15819,3635.54
15824,4894.6
15835,4920.12
15848,4540.85
15861,8962.53
15862,7325.44
15867,4149.98
15873,4925.45
15874,4888.49
15880,5937.1
15882,0.0
15888,5772.52
15902,6696.98
15904,11506.96
15913,9890.44
15923,6758.91
15924,9687.37
15926,0.0
15934,0.0
15939,5088.17
15950,5493.44
15970,9585.8
15973,0.0
15979,9775.32
15993,5378.96
16000,1398.09
16002,5450.43
16006,7269.82
16008,5934.16
16021,8684.11
16022,10104.43
16031,6423.42
16041,6618.81
16042,7296.12
16045,6426.39
16050,14052.73
16053,8031.86
16055,7563.75
16071,0.0
16085,3312.11
16087,9215.22
16088,6399.21
16123,5042.51
16149,10892.24
16150,7287.73
16174,14333.1
16203,4478.15
16205,0.0
16228,8056.43
16253,8387.23
16262,6985.7
16263,9054.49
16267,4915.15
16276,7330.1
16296,6048.44
16297,4577.8
16298,13596.58
16305,5959.91
16309,3301.94
16315,5470.54
16321,5981.14
16326,6278.42
16331,6505.99
16332,0.0
16342,5844.01
16351,5501.86
16365,0.0
16373,0.0
16374,0.0
16379,2324.77
16411,6438.29
16454,5906.05
16461,9144.71
16493,13428.45
16499,0.0
16510,4828.49
16520,6719.39
16523,8302.08
16540,6288.23
16546,3511.55
16585,5280.38
16589,5285.35
16592,6737.88
16622,7616.26
16633,8745.59
16645,4611.9
16648,9756.2
16651,8967.74
16680,7061.51
16681,10039.35
16683,0.0
16684,0.0
16689,11409.68
16737,4914.79
16740,0.0
16750,8509.62
16752,7469.05
16753,0.0
16760,8626.52
16770,6960.2
16786,0.0
16787,10600.16
16790,5843.05
16792,4826.45
16824,4917.58
16835,0.0
16854,6305.54
16858,4561.39
16861,4336.44
16894,0.0
16921,8783.8
16932,11110.93
16976,0.0
16992,4752.85
17018,6583.83
17036,5563.42
17040,5148.29
17072,0.0
17105,2358.29
17109,8461.07
17128,0.0
17135,11334.46
17141,7599.82
17150,7841.34
17157,3714.62
17165,6397.74
17169,4449.37
17181,4191.78
17188,0.0
17210,5320.96
17213,8919.89
17215,6599.87
17226,4587.26
17252,9615.61
17265,0.0
17286,0.0
17288,0.0
17289,8726.97
17294,5996.48
17306,4765.79
17315,5836.13
17327,9923.16
17329,0.0
17339,4555.27
17344,8665.2
17363,7134.17
17374,0.0
17381,11221.44
17397,7484.31
17403,6629.24
17407,8518.62
17423,2858.23
17439,4923.35
17452,7050.43
17453,9616.45
17465,3239.2
17474,7606.44
17483,2708.0
17484,8603.21
17504,5987.44
17511,6174.7
17527,7262.04
17532,3845.2
17537,0.0
17542,4851.58
17567,6913.43
17570,5808.43
17577,6557.54
17578,7037.88
17582,7379.62
17586,7165.65
17600,1781.69
17604,5316.06
17615,2936.7
17617,7560.16
17624,6680.19
17626,5445.86
17655,7766.09
17660,4494.66
17668,0.0
17681,13605.25
17682,8906.36
17693,8504.76
17694,6564.24
17700,11688.41
17702,7779.22
17703,0.0
17712,6058.31
17722,10297.58
17732,5590.31
17752,5991.07
17761,0.0
17765,8778.41
17786,8449.66
17787,0.0
17790,5228.87
17800,0.0
17808,6410.4
17815,3594.94
17817,5981.97
17818,8484.07
17821,8499.23
17834,0.0
17836,6205.69
17837,4586.63
17856,7602.74
17860,10478.24
17864,7325.51
17878,6068.25
17881,13853.85
17882,12336.27
17912,6313.77
17916,5039.57
17917,6834.32
17922,8702.41
17924,14401.05
17928,6089.43
17929,4559.0
17936,4984.23
17966,3410.03
17980,6903.78
17988,8452.72
17998,20161.29
18000,0.0
18019,5172.34
18027,6970.39
18046,4934.22
18049,7897.55
18050,6377.19
18082,0.0
18095,0.0
18107,7670.82
18125,0.0
18150,4999.83
18178,5684.92
18196,9033.26
