True_index,pred
2890,8557.669220492658
2897,18095.813743434017
2909,4387.944355130181
2917,10446.00226288748
2929,4439.476703289602
2937,5821.0004337068585
2962,8261.260532929962
2985,8442.003283944756
2997,8710.873001480755
3007,5113.215286675732
3015,5854.151180668483
3020,4054.124312079488
3030,7176.113790501368
3035,5671.444947134707
3048,6225.894144843798
3075,7042.632616011509
3079,7287.556109533655
3087,6903.161454333366
3091,7784.596910297385
3103,7270.58488241354
3107,6273.400966286069
3120,-62.5312145162643
3126,8372.364801899912
3127,12598.646064729339
3131,6467.590639802233
3142,6863.208749141547
3143,272.5560420909867
3146,7874.504923581505
3157,6322.614243680578
3162,6920.8066455673
3165,7987.4614788844565
3168,27.70801136079399
3170,-567.9062592162309
3172,7140.178184249089
3175,5007.381325616705
3179,4672.061190120625
3188,7240.1772805291175
3194,936.2738860560395
3200,5505.496319429193
3209,5125.495656812322
3231,10365.278526056507
3235,5490.101711579648
3238,6199.998808300325
3276,7317.425227963798
3283,-178.64540529611327
3286,5224.705535105535
3306,-174.4057237505972
3328,10699.02002694871
3340,7654.2977100922335
3347,-237.05356166970296
3351,5992.514684145948
3357,7511.613671146523
3364,4571.9982014098005
3374,7230.530666909088
3402,9054.609374401138
3407,917.7379414709301
3420,7593.12869702785
3434,5594.543906726586
3436,4350.510718121531
3442,8118.296091365136
3448,6918.886105414393
3456,5518.703088967811
3467,4395.771386497818
3473,5240.41115655476
3486,7744.6692127027145
3496,5182.838714179254
3509,6394.676254305747
3517,6706.864256005103
3519,7897.6562533455135
3521,5349.71688627033
3534,2953.125508206272
3539,4065.9603666635335
3551,12046.635150279024
3556,3867.4115881999605
3559,9904.801397600739
3573,7883.019548611287
3600,8622.195859181385
3602,3244.1646980085775
3617,4264.9767831633435
3635,8360.7009709698
3641,7953.090717687631
3648,7477.091702656
3676,-315.71703511070973
3694,-210.38447386984308
3707,5934.088144591686
3708,4528.60968195592
3716,6868.469527046209
3734,812.995703905975
3738,7513.354617625394
3744,5957.926506609341
3746,7174.318605729772
3749,10184.246532087753
3777,5600.755515799877
3794,11998.823304826758
3804,3963.8086797879932
3813,17291.777942252585
3828,5830.81749123272
3840,8923.138317413155
3843,5431.832404448362
3844,313.50181041796463
3856,8380.658220766654
3864,4680.332794821212
3865,4054.3840924807987
3891,6773.595272449148
3893,5488.421880125821
3896,5093.143088491007
3910,6706.589025656837
3920,7324.105584319769
3922,6657.147809825251
3929,184.96082624132532
3931,-134.24204809070784
3932,3951.7948968966366
3941,5187.608185882751
3946,4140.169116949631
3966,4761.121654866471
3975,6787.922423671302
3977,582.1142169718253
3986,4505.3436127426285
3989,24279.21057569776
3993,5026.40430484466
3996,4994.540694067002
4016,26769.442678742267
4020,6296.513648907256
4023,293.6343072948216
4031,6575.594604051385
4040,7478.548766226325
4041,625.596575448207
4042,110.65031262504681
4052,4755.391382004269
4067,-198.11212421787468
4071,9731.200101866914
4104,5570.586326762956
4110,2969.8771508854466
4122,8306.317207706805
4127,8223.941670773373
4129,8639.876879196156
4130,-490.287821120372
4162,3714.8010842285894
4180,4659.66781157568
4181,7421.790512642771
4190,4451.531757365406
4195,-176.84848094339895
4196,3567.591073447678
4215,4762.062526175423
4233,-211.66384058886433
4236,113.98614279496837
4240,5287.731752335323
4258,4504.025507013088
4264,4578.5043171837415
4268,7975.930836158944
4269,7954.088475797527
4286,7522.347906547122
4300,8438.231711352943
4303,27.60129816722838
4320,11567.163499416285
4323,6249.018345516599
4327,10656.275781552165
4339,5593.912483749734
4354,5030.229018759279
4366,5325.223815162654
4371,6000.314354523211
4388,6972.143466757162
4422,6503.489493667389
4433,-167.07512289882015
4434,8430.059305137245
4436,8090.755425687707
4452,9536.445959147488
4474,6032.022495941168
4482,4236.0013914083265
4495,-172.369773023609
4521,9079.171995805591
4552,3855.389319166256
4555,8089.770146372121
4556,6069.656781206571
4560,7553.404805283753
4577,7241.627204498228
4586,3355.7541043726633
4589,6382.413494244656
4618,-265.97906492355196
4620,5375.247099645492
4642,5555.649615079601
4654,6000.08256262205
4674,8503.706871807113
4684,4693.3736702447195
4710,8135.367847479649
4711,5665.3739226279695
4717,4749.4005587904485
4736,5029.275701273444
4745,6386.230152491785
4747,6648.239026293071
4767,5097.374574128207
4774,9079.775512658201
4790,4194.261141182591
4792,7147.760908485573
4796,9587.06330620869
4799,10538.166038341224
4819,7053.407805211327
4828,6306.865462609884
4840,4471.774967161306
4844,6788.48310382889
4851,5835.445282736061
4870,-305.2304713906301
4878,-62.5312145162643
4894,5372.062743424335
4898,-176.84848094339895
4919,8743.828354400423
4923,-960.9091097414284
4924,-211.66384058886433
4933,4723.817804140292
4977,6984.49130934304
4987,9389.998544847047
4994,5588.10658418982
5005,4553.944029867118
5007,4658.235267829648
5009,5313.881995681578
5016,5781.140494286847
5031,-90.49064001199167
5032,5352.742387665932
5049,11050.303052183604
5052,11568.458068175001
5053,7317.874874460654
5087,5230.689692260215
5101,7428.989358262803
5132,-28.061632685319182
5171,4186.542840425045
5178,3949.9629544122686
5189,10033.577813244749
5196,3639.067780177648
5205,5308.369733034511
5210,8953.040343053235
5211,8051.028864895265
5234,3878.8191230632765
5238,8982.06166686759
5242,8317.21909946911
5253,6509.399127746929
5262,3287.0671534369203
5318,8824.395638705404
5327,-166.36477201670982
5334,7353.258340670084
5366,4715.886671616623
5384,5127.19275113963
5395,-74.08400533908389
5397,4004.981674424814
5399,8490.932984336318
5419,8461.81168870228
5431,6379.458770489698
5432,6577.217516219465
5435,4871.54642158366
5437,8512.650994965741
5481,5622.919670629862
5482,8796.290407911312
5485,8970.303210361999
5497,4449.304079446321
5502,6154.982346301287
5513,7917.102810546133
5517,5724.848515069054
5533,5128.2516965981395
5535,3343.7905963293974
5539,4636.357141597409
5561,-296.2889915319538
5574,8257.961115178146
5588,-13.225437537188554
5593,7274.480709864335
5607,4767.303307611219
5647,8324.678401705562
5662,9684.98948045872
5669,4799.917262203528
5692,5479.734427875466
5713,6997.680069097853
5720,6238.984588173578
5726,6812.678648350845
5735,8173.455229200225
5758,4385.975551990705
5765,3904.7402267553584
5793,8215.68074273541
5798,3836.6352517201976
5822,8081.895932144
5824,6687.58015506169
5826,6399.362170044345
5829,8262.250450580577
5831,-446.70233457754694
5835,6140.3650001430315
5853,5721.1134616820245
5875,3179.0990454373487
5879,11980.044585345302
5883,6821.905528943721
5890,6474.183109366663
5914,6329.3446164749585
5921,4978.045934211097
5922,5898.872206803111
5935,4378.2053522077
5944,7358.29877558052
5950,-446.70233457754694
5977,8147.787492114995
5987,-234.2682257975523
5988,9238.929162504674
5994,7707.556964305075
6009,4724.293809057534
6019,20390.74668052418
6045,9913.806734500798
6056,7594.080828355095
6073,5803.249567221879
6088,4249.2604130950795
6094,6905.873162437812
6104,15228.481364331205
6118,-264.57439873526937
6125,8621.874360301546
6155,16.64510113448182
6166,4438.083981420911
6171,5271.394726798817
6172,6731.305781526596
6174,-612.3183515621886
6185,5375.277610542294
6191,5272.990505439915
6196,8593.701779639216
6218,9953.405521273053
6221,7450.967404970145
6226,-147.96787888340486
6232,625.596575448207
6233,5183.9129450775845
6248,9593.532804311028
6253,4597.556145665265
6273,5189.327427967084
6280,3118.1011794513583
6287,7492.319090522024
6290,-237.05356166970296
6299,-130.77700602652635
6315,7938.605348821832
6323,6702.750931045714
6331,-74.08400533908389
6333,3880.8616953798955
6334,7088.399411941281
6369,3462.747614015288
6376,13.88336114475851
6382,7534.052520225651
6383,6897.967430578639
6407,8376.733895131249
6408,9646.393958967245
6412,-325.2427589868846
6419,6602.624671354991
6428,5670.000566203157
6434,7266.999998729337
6448,9555.430072800558
6451,4866.689465537116
6458,10517.614521893458
6470,8974.336354132342
6472,85.51728571270132
6480,5145.707094018376
6482,4156.998278801306
6486,6206.354183890319
6503,-325.2427589868846
6507,5274.568290151009
6527,5068.416826758112
6529,6129.735417155488
6540,8493.31224017028
6550,10534.453430180587
6552,5501.620640024314
6553,6269.215989315864
6555,4370.364250878174
6588,14499.480288984705
6607,6962.555682066866
6612,4179.963029980347
6634,5918.1485163424995
6652,3941.5349726495283
6655,9303.846744757317
6661,-5.623828713275088
6681,7586.28956219505
6691,5818.766486262542
6707,3988.350202480629
6710,7313.2314817434735
6714,4564.832123899784
6720,4813.085316145178
6726,-231.33725109837815
6731,14770.135973751556
6740,-62.5312145162643
6749,76.2528121039943
6768,8681.114135675534
6775,688.3819337935917
6778,6920.867055963201
6791,5832.470680454998
6829,7546.034483307384
6842,21.083372513045106
6849,4407.023476576171
6858,9140.287780905343
6863,5320.560433944676
6890,5298.971909681522
6918,5629.750868573927
6920,3437.5651613248365
6923,6814.658566461597
6932,-198.11212421787468
6933,-388.0446162537937
6946,6426.53318326001
6947,4401.71387704241
6973,-36.00186985701248
6992,5646.226421320324
7005,8708.356516730211
7007,5711.116786029323
7027,8171.146275678423
7035,6206.133695386105
7055,4377.258926778759
7056,4753.7306950242255
7095,10094.936283508156
7112,-66.21814586635628
7113,5929.729373990946
7119,-373.7139569002784
7122,27.60129816722838
7126,7299.438847244813
7127,4738.521121944879
7138,28030.39183959166
7139,10921.764775363452
7162,5839.747765065231
7166,7486.43627169308
7169,9036.60360218044
7181,4282.154184874357
7190,9804.662528371471
7199,-179.32180676972666
7200,6597.786771751908
7232,5824.03811576431
7259,9785.388380653676
7263,6679.17759918061
7266,4557.916614747384
7267,6013.6969668822185
7299,5823.472678944117
7301,5298.890397041738
7302,5868.962551846419
7307,7434.358854163519
7309,6514.870706390983
7323,6518.658157314995
7325,8509.69477266648
7330,13.88336114475851
7334,6706.5650478585385
7338,-57.238509435155265
7342,6181.184629673481
7349,-178.64540529611327
7362,9297.417316998028
7363,-321.9759576015317
7394,-90.49064001199167
7399,15994.653192727925
7420,7542.885966683211
7428,6380.217579377855
7434,7346.70230721931
7450,7043.6743738996865
7451,7505.06664324075
7455,-237.05356166970296
7492,7302.032495455448
7507,13904.388332728424
7518,4195.286442805724
7521,4997.66179058813
7526,6470.189481911805
7557,8786.841140777065
7560,9469.93892373606
7570,651.6932398379663
7573,6779.1708877191
7576,4766.333943825731
7594,12361.668590344238
7601,8446.798544023804
7634,7437.7127800936405
7668,6134.154257739813
7670,-292.1110694438503
7682,9430.858317474684
7693,-541.526782111262
7696,0.42231118841664284
7711,7991.735859404759
7713,8891.991906685565
7719,7121.757360250788
7720,7506.604487126488
7732,12993.080803955356
7734,6013.652037264584
7742,6826.48774336246
7753,6331.0253541716975
7779,9080.211493662737
7793,9089.28190376061
7797,7768.861205461547
7812,4175.307816279861
7824,14327.51485034206
7835,3723.811747213246
7855,8443.529029853555
7862,10726.063458271448
7884,7212.6891884732095
7894,1184.3473025461064
7904,3389.080330483923
7913,4982.3002353248685
7920,7486.827716834732
7930,27.70801136079399
7936,4458.595903543481
7958,4454.234970139985
7963,-278.4847603037397
7973,778.0710020331683
7979,6517.379912739248
7984,-607.9555536980615
7986,4681.6761945027565
7987,5862.588971682938
8006,5002.399590206164
8015,7285.908553503263
8017,7871.827228035277
8031,-174.4057237505972
8037,4532.592100634891
8064,6328.161498706379
8073,4665.04236568811
8083,4926.317758289533
8090,2773.522158656267
8094,6328.0652704205895
8113,5087.638584981898
8114,3583.4952535272428
8119,-8.042444361285106
8123,3331.7942966639334
8158,206.88663174736894
8161,8500.507575758766
8167,6001.012017810863
8181,7054.036885143805
8195,5185.114036925133
8207,11568.0447231683
8215,7761.222788778047
8223,4942.632142400876
8252,7384.004522668537
8255,-236.69481979267152
8287,6754.7901294914545
8309,6528.373390563751
8312,7244.603752771994
8319,4399.416628279851
8327,5425.182050675028
8353,-127.0514439720705
8365,-8.042444361285106
8378,6416.353716181623
8385,5903.238866754541
8387,8527.277109163864
8400,4257.915056003263
8402,4886.2709733320735
8403,6862.509977930805
8430,-170.36079494309342
8438,5855.530384028848
8439,12401.463135768663
8464,6352.536181646113
8483,655.0302889941502
8503,5070.803995219117
8504,7606.438675238915
8517,4952.267888599978
8522,11325.32259826512
8525,6729.76390949631
8544,9885.516222147948
8557,9537.51025691823
8570,4801.97215970867
8583,6309.0154461619795
8590,6223.399554483762
8592,4181.621295909515
8609,5315.704428482939
8613,8376.359348212998
8621,6903.887886856555
8626,3802.7444342004155
8627,6238.280777011704
8637,3718.5537217237143
8643,10777.504331988745
8654,6748.278732478642
8668,5650.97645696331
8713,6465.3041629915515
8729,6182.616851018773
8732,6809.912349495957
8748,4002.1510511227607
8758,7865.369814086013
8764,5564.86021842898
8765,-27.868623265600036
8772,4530.953078474863
8776,9444.516817137566
8783,7357.598250039847
8797,778.0710020331683
8805,10510.757289873949
8817,4926.896069794269
8820,5779.5869864681845
8838,8895.12184306101
8869,5024.662197217319
8871,8020.416911736532
8879,7673.635330502186
8888,5628.174760581222
8897,8441.817154921113
8905,-446.70233457754694
8907,5014.962086191734
8910,15415.509511742843
8944,4464.444575153564
8953,3916.6343133219643
8989,5017.935584590547
8990,4940.952432532838
8994,6494.8565726206625
9020,8772.680128646287
9023,5216.270194811643
9024,5760.98309494044
9047,7736.991046747021
9050,15495.259555351837
9055,7168.433001234184
9064,8268.568498678844
9065,27.60129816722838
9084,8819.02685790282
9089,10803.143147657462
9103,7527.304836028337
9111,5818.88844460621
9112,11981.907242143148
9144,5186.6335761808405
9145,5992.748156727177
9147,9943.697009792424
9169,-234.2682257975523
9184,-383.1803050583808
9190,6323.917916076204
9199,11495.381267325418
9201,4619.369258228349
9207,5540.910762202431
9220,7523.583432256853
9236,7351.62940608157
9246,481.77642380595876
9252,5902.9583288872
9286,6341.4608879729285
9316,5309.2635849559065
9319,3494.327290329759
9325,7784.467760983542
9341,5536.632259412509
9343,-30.23939574711062
9348,5667.251908617427
9383,9779.212100705849
9395,11272.906567389025
9403,27.60129816722838
9408,13645.031851496322
9410,6556.654723901701
9416,113.98614279496837
9423,6209.996975086545
9444,-296.2889915319538
9476,5629.177701420102
9482,4175.071188659077
9489,11177.603948148226
9506,5348.306899383727
9512,6344.313354410122
9522,6678.9671945122755
9566,6588.073234068231
9577,27.60129816722838
9580,3902.1304080557097
9592,4831.957969837205
9601,9773.953855470809
9607,17229.2573341529
9619,9402.06881699014
9627,12188.030948544481
9628,8470.586684089683
9638,5339.066063186826
9641,4753.432188550599
9652,8533.032602500945
9653,4708.698477167034
9658,7632.744924807728
9682,21.083372513045106
9694,7792.5100104397325
9702,-512.8025896209456
9705,5622.441274088988
9727,-178.64540529611327
9740,5366.178296965546
9750,8871.035991497616
9756,16.64510113448182
9767,8477.406655983345
9784,7753.457210128425
9785,6440.669680136806
9787,4880.432941320685
9791,4679.26787424422
9802,9164.100470300818
9809,8842.798337517186
9810,-384.7613159469165
9811,5885.317009170115
9824,5283.009900940278
9826,6454.978480084349
9835,8732.96801393657
9857,10478.107697821033
9859,5467.497268525141
9881,7253.654899913389
9886,4813.672114616524
9897,6577.185556372507
9909,5195.565963790235
9910,5958.064753651425
9920,202.45024226835335
9931,5237.630962963403
9937,9068.601520479448
9939,6706.287158497473
9940,4627.506760791692
9947,76.2528121039943
9949,8328.215228191166
9972,7388.791636786558
9985,7260.475218300623
9991,6319.079910709894
10006,5862.552456211873
10016,7676.403365680397
10031,-30.23939574711062
10039,7724.481674337447
10046,7220.221719280017
10048,3936.284141669733
10049,337.60571093972635
10052,4498.674007736337
10064,778.0710020331683
10075,5443.065926666261
10105,9500.925832352186
10113,6045.275421100232
10118,6090.393189261642
10135,7007.584922760056
10145,-223.52183224393775
10147,10911.946647451481
10151,7496.450012429119
10153,5517.90916076895
10167,4255.852498785185
10177,5271.961317222927
10208,5456.527298404768
10268,6563.605058349991
10296,2813.677321640582
10309,3036.56034428418
10316,-528.5814675891643
10317,-214.512661347248
10344,7066.80766551139
10349,6525.23356362861
10351,8633.019730870667
10353,8975.227414290268
10363,3776.9795177637725
10369,10191.025884335322
10373,7205.011541654454
10378,7030.298510880959
10388,7243.079930010245
10391,8901.99271808586
10392,176.43223892298238
10393,4359.567418715749
10402,293.6343072948216
10438,11805.072213209784
10440,16316.326964587068
10442,7809.605009378928
10463,625.596575448207
10465,6350.75674633307
10502,7283.86695630252
10513,5926.01737347062
10526,4498.480353220948
10534,4684.279389325986
10552,-29.099132871676375
10560,7978.109591329234
10568,16384.16999036884
10571,12941.420564927237
10572,-227.19020603931358
10574,-231.33725109837815
10577,6020.496755495988
10594,7431.418996836873
10603,5224.105941200287
10618,4079.004350403031
10625,6816.921936785504
10635,5149.96145938712
10641,10182.896593387592
10642,6739.06608126072
10644,9506.771488968046
10653,6915.760106458775
10657,6614.634841389005
10658,4189.478988786916
10667,6555.848715866657
10677,4463.072181899445
10687,6028.418219591804
10700,13378.03498760927
10703,7665.16639842671
10713,6502.443036840956
10720,4786.893158581381
10732,1077.7530937149368
10737,272.5560420909867
10744,4372.3727322594395
10761,9604.565013681993
10770,6430.341462090042
10776,4565.119402186114
10778,7122.904231693508
10779,85.51728571270132
10810,5058.986690577583
10811,3586.635343336475
10812,5575.157623653139
10831,3401.9324913331047
10832,3747.9496270771347
10835,9736.150261062987
10837,-73.09475378080833
10848,8346.70897226466
10851,5971.201675314066
10871,4924.868738574875
10872,13847.838652212744
10876,7681.602399816031
10879,3600.0333877678327
10887,-27.868623265600036
10890,6921.133418157681
10892,5090.3479642825205
10899,27.70801136079399
10917,3179.8774842826333
10922,-190.42511156301907
10931,79.80058044436419
10937,6979.812115648481
10940,6510.8999031937865
10948,7297.698617959503
10953,8260.433474250487
10977,4971.549084568551
10981,7358.822713731384
10988,6949.632414399202
11012,11172.492986234229
11016,10994.850445581538
11022,6885.206013001484
11037,9503.72142688416
11050,7143.891518345206
11059,6802.525821728487
11061,4981.669267553848
11066,7554.688749580223
11078,9276.153868463327
11081,13381.678681086483
11084,7027.530763042227
11085,7154.380446402821
11089,3327.3196207534093
11090,4006.268414440027
11092,7607.251752440267
11094,6296.401992378385
11124,6123.852351131265
11133,8859.060189778884
11141,9601.213335603577
11171,5896.62138559653
11195,8754.818483433835
11196,5684.660687952863
11218,-72.71976586976598
11239,-67.48884422503352
11242,-167.07512289882015
11248,6076.110173123143
11256,7001.404996267432
11258,7722.314963103009
11283,11940.377215561213
11287,7415.565041644173
11308,7056.85237340988
11315,-249.38410637476613
11316,8681.759207495055
11351,-215.69940195835488
11381,6298.086659216988
11407,5879.6665966746
11411,-435.7990509653928
11415,20.676177477600277
11418,-446.70233457754694
11440,10088.560212687258
11443,7354.088737045904
11464,4478.789873823522
11485,4754.144432431438
11491,9716.038023298574
11501,8891.524679493166
11510,7221.486829355412
11520,4937.842173475892
11542,4305.511095702618
11550,10712.325193571476
11553,12392.607812387414
11554,4639.833630421954
11578,-229.98235837699121
11587,10970.750001965247
11594,4240.2389499866695
11624,12412.229659626384
11628,3418.3333668047803
11641,5850.797630433419
11645,5629.255674252812
11649,-607.9555536980615
11650,3876.7137728129856
11660,-541.526782111262
11671,-90.49064001199167
11673,13472.801739383376
11678,7425.130473738967
11722,4805.902097909671
11724,6280.867020867689
11727,9132.282372210404
11728,4231.663618589888
11729,6620.586357870233
11741,5344.346943303452
11765,8650.580509607782
11770,5297.126382004299
11774,4364.88930812283
11781,16612.37419514749
11788,4391.829025572434
11805,6004.0601516635925
11813,5749.182768329732
11838,13266.326747837407
11845,8350.236962109322
11863,8173.16432217728
11874,5777.644845991573
11878,3843.3083512219278
11899,4263.033811111482
11905,8837.811925600461
11925,-467.5419212446586
11949,3803.2043809286615
11955,6085.147318763089
11961,10394.277085789909
11965,481.77642380595876
11999,5017.224946249233
12007,5186.341853878676
12031,17780.65971126967
12034,6919.315602475059
12060,5203.289468509058
12069,7599.416487210327
12071,10652.996084833743
12075,-567.9062592162309
12081,7436.643124508779
12084,7817.622546569228
12089,-176.84848094339895
12093,8103.169889054006
12104,4101.1915156893965
12107,3623.255230606435
12114,7016.767071832415
12122,6777.677142661111
12124,11255.973876011492
12135,6277.64942028625
12160,4820.327479847088
12185,9144.682988701497
12199,6252.229702575175
12202,6960.184502825714
12210,6563.921219585669
12219,5973.742440544053
12225,176.43223892298238
12226,3749.928137775886
12238,7395.6806977631495
12243,3371.0064947107426
12263,5870.462381047524
12264,9466.563816228274
12272,4834.080497587083
12275,3437.086297304115
12281,7048.709851496293
12285,5071.604549078025
12291,5183.247770207855
12301,5663.9451491503005
12305,4915.930048550426
12306,9470.455628409269
12312,5923.606022707052
12313,6393.000972323721
12325,9108.68185855525
12332,6914.945792545086
12338,3777.167603525494
12340,6323.750575887293
12346,283.11694078474716
12352,9132.165998446653
12358,10181.433312007288
12374,9322.224710271585
12413,-929.5886086759156
12414,5719.17888237169
12417,6370.8867156607475
12426,5544.371370081296
12438,85.51728571270132
12443,-29.345634909102955
12448,5425.194528055689
12455,5688.1199750500355
12464,7291.267638497382
12484,11969.17784397335
12489,5532.571544149039
12490,-5.623828713275088
12491,7177.696659687692
12496,6592.301744637554
12501,6972.072734861476
12507,7655.395920694261
12508,-154.92267543735534
12516,6823.827752669291
12528,5630.606758990329
12532,4874.247027579993
12540,7496.780320009111
12546,9572.65786591589
12549,6215.116762519084
12553,6539.215461459335
12555,-215.69940195835488
12583,8990.590259421188
12586,6296.182395286986
12606,5172.117047113951
12612,-143.6233540628955
12622,6185.305209445109
12625,9227.732570712731
12637,356.1854784714492
12676,655.0302889941502
12703,12070.894178441922
12751,6705.425639883786
12756,5755.070741137137
12775,6237.160635849586
12785,53.84001588109231
12797,4286.396655057648
12800,-176.84848094339895
12810,4786.399348390013
12811,4122.022672424242
12814,4668.3967917708505
12846,5739.653160821137
12849,3864.8641952785138
12854,5472.863905050141
