Unnamed: 0,predictions
56836,10479
330021,7570
344811,5806
232909,4456
654803,8002
703090,8304
128971,4851
11256,7042
217307,7231
342207,6108
620544,8355
524553,3734
588685,6554
91041,6775
304788,8760
645811,8979
360476,20
261013,6416
610639,6038
32816,4233
345475,2039
190857,5051
178882,5390
360649,1305
461441,5392
561423,3823
514642,3088
497543,6031
389225,1948
654926,8541
648595,7085
203356,9261
632436,2360
191355,10594
662294,5770
449207,5785
435965,6032
186761,8086
523793,8569
243448,2844
660913,5835
68702,5014
680516,8299
14313,9463
593829,8864
280599,4204
373194,5336
265270,3881
506053,3721
349492,6715
529026,13963
351729,5773
469916,3873
121707,2430
275452,5845
522000,6071
27948,3150
622564,7349
45793,4909
484145,6847
287578,4132
153440,5623
631274,12484
453912,5500
519637,3294
97029,5395
553495,6833
227148,3688
604777,7454
198024,11609
273302,13658
280227,7655
347700,3717
181777,3081
546569,3024
275389,7624
159220,3363
90475,2686
239401,3917
543729,2756
502813,5696
223013,2515
438662,2466
333667,6369
79735,1944
473375,4510
250846,4472
353471,2226
444214,5593
601785,8083
177613,7218
462665,4
152489,0
164744,0
223827,7
252747,0
245786,29
23215,12
638247,0
88328,11
672038,0
647186,5
315922,0
703118,0
366049,24
457693,0
83411,0
688161,23
230958,0
279032,0
643316,0
284731,11
194129,37
262906,0
243433,0
194258,3
44504,0
536183,0
88637,54
473120,15
625939,0
94755,10
298763,14
551815,7
458223,0
272340,0
679767,0
8255,0
252060,31
679596,1
702171,4
445342,16
541830,19
319333,7
581388,14
405693,0
423052,9
166580,0
84683,0
62018,27
484419,0
2824,5
190619,0
343040,11
509064,15
593467,20
286491,11
371790,0
144741,58
177900,0
648494,0
146469,4
376054,0
191248,2
200795,11
221023,0
567437,13
127763,0
653033,32
500575,0
311807,26
166503,17
315188,0
295773,0
364078,5514
490162,5280
201664,4194
155031,3844
520090,14078
147890,4908
682410,3345
133002,4343
49274,7522
67603,4737
611696,11139
637590,4973
19754,6058
477065,6890
82879,23
3456,4520
277489,5068
624528,8187
428050,5053
317102,2968
638509,6175
53477,3866
426216,7146
572332,3769
65863,4731
101960,4215
640775,4252
427693,4763
429120,2181
429245,4420
440291,4547
711471,5093
444960,5884
509726,9128
406081,4831
233447,13165
631111,7119
265792,6150
337310,5386
32617,6107
39656,5093
304293,6368
25897,4466
115136,4774
579469,8738
657165,5704
436283,6495
684928,3939
377193,6933
190403,4520
451676,5203
632383,6969
308689,5286
208120,6440
251943,5978
669896,3816
207879,6179
16123,5111
98984,4321
14147,4773
468531,6028
308642,6996
237347,4817
410359,6502
608548,3820
621363,3986
520921,2990
501114,4336
149118,5681
629981,5508
452310,16156
467875,2675
64688,5305
274476,7615
518953,6234
140017,4128
408224,4403
211634,4837
436586,5099
9638,4256
474923,6902
222628,7549
395892,5580
122664,2111
293826,3054
182036,5415
369385,4092
220052,3142
139463,5435
406532,3619
74818,10370
131152,4131
120826,5428
651048,3474
613713,3923
59827,2694
245129,2492
38180,2349
263348,5908
101429,5717
30416,7343
690662,2631
649655,3831
554307,3783
493254,4188
200561,6503
686941,4243
118544,3766
344322,21
295036,4818
290997,3762
33439,6438
700409,8416
357708,9379
509437,7354
468256,3190
682483,5583
61887,2721
490276,6948
644344,4517
542285,3408
601060,3614
272519,3840
131060,3346
348340,4384
252675,3107
455831,6181
43698,7851
668308,2953
80128,4500
169153,4698
17532,4066
56409,5243
136518,6226
172700,4322
230377,3827
383827,6086
594412,4594
349958,4161
523195,6302
10917,2858
445691,3747
118354,3506
459029,5686
161348,5761
239848,4348
383854,5528
76067,4908
498112,5868
543664,4932
710507,3250
181972,5265
525167,4885
302048,27
564834,3855
316169,6210
257606,3568
182007,3858
515638,4817
403801,3040
265960,5480
614043,4467
548781,6166
655377,4928
311608,3365
239029,7314
27100,6236
382263,5688
562218,8053
212943,4630
546172,5704
271655,6335
454876,4055
115717,6734
429886,2056
496681,4057
7576,5086
656303,2878
301015,6648
512031,3397
645625,5501
229530,5458
482124,3147
40116,6550
368960,5720
403695,2210
140290,4873
490421,4782
56601,3377
706395,4322
605514,4313
359677,7117
553739,1670
303363,3851
414047,3699
361724,4659
330933,3013
641480,2726
410575,2719
262833,13833
223918,3935
516527,5358
250638,4145
196698,2601
282380,4192
596614,3382
388368,4028
218656,6333
547212,5404
708284,4690
529998,3274
414667,4406
167008,2163
82193,2447
499496,3897
514517,3362
176549,5624
585836,3144
398548,5659
620892,5608
567444,3859
208925,2957
145926,3788
178563,7099
82633,3637
460185,3356
260062,5656
219838,7764
27569,6119
126246,3694
413241,6025
457999,2269
106145,4382
169510,6655
707331,4454
341626,8017
473154,11926
489690,5582
92026,3328
669240,4364
483039,3463
290094,4062
363441,2570
116549,6470
623145,3323
185408,5141
269344,4396
90441,7412
38140,4614
420015,3841
326678,3316
549849,5434
617299,3557
62138,8247
188085,1964
645817,4530
482575,3301
516877,5607
417782,5116
56923,5028
242848,5926
98757,2085
582390,7226
110347,5504
488011,4554
437114,2674
15721,5263
91516,5529
482356,6406
214814,7660
41816,4714
397934,12222
508564,7163
552762,9307
234675,3377
38872,2291
448527,2685
533867,1842
621131,5555
166818,3986
218359,4807
48262,3772
594992,3825
159596,2971
174074,4442
630511,6244
442088,4770
372068,3911
58631,6442
444733,2818
95053,6558
322890,7008
147338,7197
125381,9081
121338,4671
596339,5102
59081,4433
520152,11
403985,4791
674229,5250
351837,5718
661178,4777
448446,3764
75876,5481
484094,5041
692406,5890
564509,4955
75996,4270
626453,5712
49580,5343
68267,3925
8990,4518
124914,3377
661156,4216
128445,4709
5607,3487
491701,4436
28019,3696
52612,5897
137329,4264
389982,8066
392477,8672
29005,5282
128107,7594
164541,10636
497033,4709
464330,4178
420439,7094
575599,4556
616846,5138
500294,4778
409749,15134
304277,6758
2699,4333
87594,6861
114579,2806
153262,4437
282803,5257
634938,2757
135064,4596
511924,6444
267291,6599
351860,9980
266430,7420
334723,5183
514904,3141
294781,5729
32187,4819
545845,4543
688670,5924
218808,2552
569212,7070
220140,7841
634358,4443
247359,6536
365215,6210
514533,3530
663294,4044
359539,10433
512238,4470
678944,5561
558548,6815
276230,9312
343824,4486
110436,5734
309505,6063
526469,4021
453662,8774
339279,5691
503095,6252
581727,4690
129588,4579
663891,4763
511535,5339
405689,4464
326023,4359
151576,4748
637854,6650
150228,5922
78847,2587
437983,11802
164035,6257
426326,6104
186511,6820
243734,5235
341681,4479
514012,8224
444034,4335
26328,17393
295251,5691
90477,4737
27920,4464
39945,9804
165967,7487
186079,5396
560064,10564
325901,5938
511369,7510
701675,4033
330139,8387
101215,3656
637862,8576
154590,3425
369184,4758
182869,5183
247424,3629
682075,1749
233596,2275
276875,4848
410887,2469
300218,4374
691690,7883
174746,4885
551125,2793
590184,4789
704672,8150
329552,4611
384157,6002
98837,6386
703962,3170
551436,2774
155986,17900
412890,3642
680865,6569
233448,2978
621867,5351
280509,4007
487767,4617
627930,4915
127874,12866
666227,7934
600186,5257
300234,4818
654703,8044
395192,3221
415389,7741
473455,5532
195716,13851
349425,9480
220065,3598
141885,9338
656515,6097
704009,3000
242011,2220
556131,10792
532973,6622
157170,5878
679440,6440
483224,5983
330909,8379
684545,7879
30878,5451
479303,2059
107922,5935
321784,8546
677364,7712
223558,3014
551853,4749
447251,4282
202220,5936
126769,4962
435885,5323
287315,5580
456908,14730
334751,7169
348599,5057
610923,5508
42324,8157
341957,2351
610374,3831
314900,5140
386214,0
60856,0
535526,1
652663,11
487833,15
45639,5
679600,0
301886,10
72713,0
91852,0
304848,17
141660,0
646305,36
635872,0
381741,41
446735,16
115647,10
72808,0
166292,0
156314,2
450922,0
180133,0
711260,0
393139,0
417155,21
532100,0
416922,0
125330,42
375446,32
230786,0
588498,33
321264,25
375321,3
287048,0
234405,12
186486,0
322584,0
576263,6
634806,0
561438,0
424617,29
212690,0
444984,0
376833,0
611331,0
595362,7
120050,0
296010,12
577963,4
708490,0
69724,17
278319,0
271323,0
127267,0
300966,4398
108597,0
406077,2
85213,0
101364,0
567283,14
597588,2
242179,0
437872,6
513820,0
707543,0
148179,3
607014,0
691253,0
268866,6
543524,0
462779,0
448744,0
202111,27
178581,23
196851,0
177575,0
366430,0
526586,7
466704,6
109877,0
161573,0
695835,17
371049,0
158760,0
640850,9341
623583,7365
337726,8970
187230,11528
366252,2839
118396,9376
702787,9234
386196,9713
226934,6370
307405,12263
308748,12716
200833,7390
231999,5893
703390,10143
33715,9584
206819,7130
340940,5029
156442,7396
472404,7395
689114,7227
342614,7424
244204,7776
160559,8376
332349,7877
190582,6136
185630,6371
625931,7813
686143,6085
177759,5596
685958,5903
54626,8588
147738,6763
684947,6998
573207,2142
151851,6736
137637,12562
569252,8266
40171,8779
676263,22371
11287,7127
648875,10560
21961,7863
7979,7651
612346,7048
533770,3820
344468,6983
511883,6103
612844,20461
113570,6549
400515,6996
310162,6502
706550,10484
699707,11025
15711,5895
132783,7267
512252,9386
29880,8247
921,11095
624426,8345
415869,7344
527525,9576
272330,6019
267643,5691
82183,11173
286186,5489
707520,7342
150719,8338
340639,5618
456284,9109
357643,6197
7668,3894
300016,8770
85873,8498
137278,13889
317134,2966
129676,7916
641782,7458
237015,5336
268215,9984
529473,13406
251587,9059
119981,11261
704339,8453
169539,5483
141860,9074
231073,20240
381698,7983
79241,4992
438571,4837
495327,7463
465945,6135
252317,4386
421946,10371
348825,6519
503578,9812
483858,7054
145305,8947
33273,8534
48920,5689
575348,5053
73155,6181
401919,6192
263856,9342
329077,7464
157413,10785
704022,5666
431632,4412
201667,7271
72129,8098
259426,6686
340606,10577
632250,8929
408047,18
209259,7997
116004,6226
64330,4906
258989,11694
419272,14704
491454,8744
528742,11561
197117,7507
280143,8445
557168,8270
124243,4983
352294,8241
532340,10666
330157,9229
218706,5689
194972,4226
586714,6189
361754,8242
566975,6016
525841,7564
368987,4579
268414,10312
7127,2436
355154,6161
704629,6432
65687,12603
86794,5234
462633,7849
254616,7465
651078,6030
296214,4972
348667,5117
292997,3223
610855,4732
113362,10134
516589,3360
243807,7325
699878,13514
99723,6701
338240,6250
170285,4863
81205,5362
626228,10098
62096,10709
557885,4751
378100,8949
504682,7411
534324,6558
482969,9236
266259,4648
222323,1761
441697,6757
465119,13366
673252,6628
361623,8236
457963,8987
506279,6982
445273,5370
16326,7838
216314,8051
445742,5657
211629,5816
386933,8162
367238,7458
602551,8083
698922,6520
700269,8883
194140,5336
363431,9580
671914,6090
661389,12032
617097,8333
212131,7550
494509,5611
114113,7275
396577,10376
546325,8780
422467,5666
445778,6697
170306,4663
317128,7206
105225,4438
155247,5744
113539,7725
46653,9790
671963,4559
504289,6386
658125,16034
176845,4503
138487,5610
656041,5476
135533,18687
343621,7652
209540,7691
550226,3839
579875,4534
14307,6087
14237,6169
516832,6160
466056,5704
676214,68
62598,9322
410041,7084
274074,8002
441664,9285
448930,4265
315916,6950
148383,4683
622893,7010
524084,4684
511593,5391
253651,6433
376387,3776
630915,7792
199456,5048
155869,6440
503128,8827
554422,6869
236544,11656
442436,4602
621198,10184
255507,3931
6946,4712
90697,6120
481389,6809
25415,7860
362693,5823
399031,9647
350656,6011
352639,7563
135264,4557
506805,8651
309108,6482
569117,10142
27908,4902
64352,6675
118685,4735
385094,6108
693813,11935
217076,5201
167241,6253
424106,6026
300486,6340
473043,7265
583119,7705
61272,2194
563928,6059
540719,6354
404657,7905
479674,7874
278424,3109
35217,9407
673513,5611
477377,11357
448997,6810
444380,7155
289738,5282
456737,7894
309832,4706
617826,6207
643890,5063
84354,6062
133127,4015
646591,3696
155549,4544
370262,5907
385560,11494
446678,8261
278625,1782
594997,5600
460216,5624
649771,4185
41263,7126
49244,5999
690582,5821
95815,0
389079,5170
549110,5577
17452,6172
288080,9241
533160,10613
189959,8185
60602,4339
576897,5738
549189,7297
686133,6194
25524,7307
698522,7519
345463,12646
73238,5745
410075,7101
142998,8982
471346,18483
469737,4301
291260,6605
500538,7017
522764,6351
461588,6882
684141,9179
268107,6963
459872,5269
490846,4424
584070,5105
531130,11401
145605,5766
532591,8173
421305,4354
423068,6201
352779,4499
678678,4238
87544,4652
293707,5097
429300,8117
405704,9383
642226,5145
285112,5508
333031,10681
418024,12268
638623,5408
639240,6280
497568,10422
368461,6716
412926,7579
285271,4609
644490,7152
74184,13955
382784,9008
456131,3191
155125,7333
322942,4759
230222,4033
78022,4317
579454,6676
579431,12793
113436,5860
532589,5210
322215,9047
300558,10683
87243,6125
296507,15365
397798,5720
570249,10052
465635,4332
25050,7043
149878,4713
262689,6838
286010,5917
591164,6283
129472,10942
280953,7263
115911,1638
53497,7853
421269,5887
46038,6683
189013,6548
145077,8026
298491,7462
327706,6397
359505,5558
693693,6790
436646,13213
581662,12764
106288,5239
659572,8501
173104,6475
283575,4783
79563,11057
126678,5664
311062,5120
482278,3493
169773,6383
621392,4796
260811,9003
640711,10180
517374,7783
677371,8447
26584,3776
630474,7612
389795,4594
665446,7749
472844,5248
666285,10147
295045,4636
123808,5909
32506,7064
105138,10527
131964,8730
250690,6321
391323,3703
35009,3751
636066,4717
43942,7399
488444,3028
543487,4135
560350,3419
438919,3273
673152,3276
258007,2402
450092,6066
671217,6178
251177,3639
295451,5729
443023,6157
619315,5738
288263,4340
96564,1638
581623,3360
407610,10383
260669,6693
650118,3535
371535,5366
581689,2799
284404,1312
3635,8599
3617,4887
641031,5642
689316,3148
465198,4471
411888,3935
461563,7433
533052,3448
330605,6160
89304,3805
625436,4788
651906,3717
419869,3528
54031,10081
574753,7448
69446,8722
159792,5497
202089,3829
584425,4406
525087,5806
501362,7081
525276,3403
321024,14886
80353,5045
389251,5196
67447,5845
270768,6710
511798,6930
697805,4141
468389,2344
393746,2347
382912,6210
347605,2816
696051,3455
467541,3688
235091,5861
10977,6016
249170,6058
235292,4899
215969,3184
46629,6624
423018,6669
31000,5041
127691,2090
186789,6281
341416,11525
18613,6099
522938,5047
270421,17763
656464,0
507388,0
191867,0
180156,8
537324,6
470040,6
711474,5
255911,12
59271,2
289867,0
505013,7
285358,0
634815,0
219429,0
43484,0
135210,0
35838,0
180656,3
336615,0
493111,0
608626,0
225519,41
363044,0
596999,21
193357,7
241387,7
284667,0
352505,34
622422,11
504825,1
528130,0
643057,0
366165,0
636155,2
483506,8
690439,12
284492,9
258175,0
246262,0
28640,0
668600,0
276549,0
198747,2
208078,0
678506,9
506118,0
496182,12
129814,2
308931,0
406458,0
252336,0
417386,0
587208,9
542272,0
185751,0
379777,0
652558,1
399036,0
245097,17
283066,0
359971,2
117768,12
421605,0
136265,17
111071,10
22911,0
633209,1
227733,0
82304,21
114657,7
154261,13
317272,0
460774,0
189051,15
463773,17
202117,0
519396,0
103743,0
474498,0
679203,0
400691,0
16373,8
576665,0
612712,8
181302,3
529344,6
595503,9237
627106,5061
317161,5084
548259,8713
455033,6618
636604,3664
385034,3565
19165,5348
580786,2753
271183,3065
241148,3282
57857,4663
369739,5982
120049,8097
620307,3500
624422,2702
664395,5681
369174,4473
621186,5415
235141,3858
639177,5801
9826,5512
349555,8140
324062,6248
608937,12622
562594,5405
264528,4226
640777,5241
158117,6467
403499,5063
455931,5479
676475,3429
612049,7178
47394,5355
406729,4858
711563,2219
95822,3871
135097,5825
204081,3128
504615,7515
436796,6330
139095,3912
97372,5077
536887,6409
387322,3212
495704,7506
90465,4345
365448,4093
164484,4785
340050,5977
106835,4340
318603,0
63216,6247
145577,5444
539506,3855
348407,4017
80214,3389
449738,3782
322477,6066
116636,4886
689264,4680
477659,5376
20666,3939
570203,4531
388223,4428
699272,12179
306112,3952
469122,6137
47797,4689
294515,7836
187855,5405
263632,4492
494835,5764
137390,8245
52629,6267
627661,4147
195023,4649
333385,7779
195990,4340
648670,2810
144818,4403
267825,4080
54107,3385
346561,4875
23358,3656
292135,3228
666686,4063
239990,5131
641261,5449
77556,7988
35038,4101
4840,4599
74424,3970
678106,2353
447506,3982
438080,3908
143785,2751
380376,4782
418718,3451
633122,2826
394146,4869
338478,4711
19185,3432
65327,3687
587413,3698
150965,3487
439414,5549
532376,4573
484003,8194
315025,5686
149134,4010
685936,5001
255976,6082
665898,3070
451518,3458
633525,6971
52445,4049
123861,7178
610980,3463
417238,6374
186235,3308
204905,3771
308315,5799
353326,5457
394953,6099
622458,5951
198958,6103
594029,6005
316282,3640
150274,2702
322735,4927
47003,5743
27667,4155
2909,3917
581643,5591
224988,4143
652975,5702
53035,6547
345953,4295
524895,2653
141936,6136
6720,4015
342763,7030
683633,7645
214701,5824
266478,2808
295891,6231
639755,6776
85455,2687
652968,3216
23003,3636
203466,4974
259652,6060
97585,5174
626266,6169
250815,7120
696689,6084
556340,6693
24353,7190
587070,4073
168209,5122
77733,4229
483955,4680
593389,3881
387386,4745
33824,5044
474796,5797
227049,2829
380494,4023
431220,4246
189968,4951
591165,4449
142860,6859
259090,12079
323637,4318
573776,4180
406154,4166
339335,4865
331039,3479
512140,3683
301659,3251
476200,4602
126901,3975
289853,8792
124019,5329
391766,5784
627605,4442
33627,3302
511626,6125
250634,2736
46046,4490
706542,3644
569001,3072
339822,8759
329130,3593
408845,3430
356559,2639
454373,7342
699886,4756
24657,6447
65450,3245
693909,3112
59844,3521
507389,3817
235553,5850
127191,4827
147554,4796
452482,5713
619576,4113
57972,4801
7181,4546
633896,4611
514736,4534
383802,3933
532714,6082
543014,7384
654949,4766
281749,7333
468100,6478
210493,8300
387162,5847
296356,9084
386446,8367
313057,5001
443655,6877
42617,3669
383769,4360
621841,5444
394902,1
609753,6924
444231,3515
697835,6268
272726,5501
37101,5966
537441,3543
277366,5782
247452,10743
129071,5995
21948,3806
633932,5414
260593,7441
373068,5814
704227,3749
16622,7144
172199,2486
360833,4658
231742,6522
232184,7283
486886,7173
568898,5004
708613,5065
146163,2215
650822,4791
259903,4151
643963,6979
182468,4220
569973,7669
291020,6282
555387,4227
2522,8961
344580,5531
424712,6529
225015,5051
448307,8360
485555,3892
301993,4022
10618,2776
667661,3427
641890,4382
108194,8172
675504,6456
249339,3538
479634,4047
245114,7595
439370,6226
130704,5339
454512,2371
539235,9217
110699,6803
709724,7979
375697,4650
285810,3060
143072,4793
73129,5425
558020,3580
171184,6514
193301,7104
351273,5151
399785,7793
302587,4369
156468,3572
475926,3701
132757,4999
669574,8306
560367,5384
645715,3771
67780,5929
505894,8583
136379,6556
229558,5203
592624,3622
135914,8288
661263,4861
563608,7887
383509,4179
702662,4253
224670,6012
376006,4454
