,true_index,predictions
233,2381,7164.8477548370265
234,2383,5309.060304544427
235,2408,4196.265405203995
236,2422,6203.509498278508
237,2424,3664.421245392798
238,2425,0.0
239,2428,4463.821576081628
240,2435,5112.196992119814
241,2456,6856.334268942333
242,2471,0.0
243,2474,4941.833578750938
244,2493,4583.167877154478
245,2495,7132.255524996497
246,2501,0.0
247,2511,3005.174290721438
248,2519,3154.5027635265487
249,2522,8453.588691587423
250,2526,5455.414474186783
251,2527,11516.441208795062
252,2539,6392.342378400125
253,2550,8325.701977734505
254,2562,0.0
255,2572,8577.944947404632
256,2573,6734.252336661635
257,2576,8865.511563556556
258,2579,4299.53585871938
259,2580,5975.650444627086
260,2594,5292.120123516457
261,2600,7909.802910503399
262,2602,9731.493866823632
263,2621,0.0
264,2641,0.0
265,2651,7088.302525976817
266,2669,6840.246323310942
267,2686,8711.442497722594
268,2694,6931.129985988979
269,2699,9069.706386495312
270,2700,5780.329237371321
271,2747,8334.688003979536
272,2759,6123.662517930676
273,2763,7589.698366805595
274,2794,0.0
275,2797,0.0
276,2812,12386.618021967015
277,2815,6332.3806746333275
278,2824,0.0
279,2829,6721.981348520427
280,2830,9123.22884896391
281,2852,6199.200843722174
282,2855,9753.76359648567
283,2858,0.0
284,2870,9033.629843242274
285,2881,6023.198846847947
286,2884,3456.610306798236
287,2887,8376.987365461564
288,2890,8386.456634554474
289,2897,14097.290050627345
290,2909,4686.979024754777
291,2917,10511.51206366632
292,2929,3855.117021768815
293,2937,6655.994298784851
294,2962,7575.082608191797
295,2985,6997.987746932229
296,2997,7973.01682878692
297,3007,3982.377373078686
298,3015,6981.07999347295
299,3020,3430.849570370979
300,3030,7214.083895350277
301,3035,7124.664079010995
302,3048,7010.506387843364
303,3075,9089.724469277226
304,3079,5535.875743754793
305,3087,6081.155678761865
306,3091,7084.557265140859
307,3103,7314.340437958959
308,3107,7056.194286912261
309,3120,0.0
310,3126,9299.052414796937
311,3127,14100.112238609823
312,3131,6842.810163192806
313,3142,8376.82580817807
314,3143,0.0
315,3146,6158.7352620397905
316,3157,8058.159482168741
317,3162,6940.258539835045
318,3165,8238.439765388901
319,3168,0.0
320,3170,0.0
321,3172,8472.68580868845
322,3175,5001.9916234217
323,3179,5061.716474044549
324,3188,8270.005702889111
325,3194,0.0
326,3200,6947.351206962727
327,3209,5093.293579081379
328,3231,11621.823442695511
329,3235,4444.189404707463
330,3238,7273.070774980999
331,3276,9430.40870119709
332,3283,0.0
333,3286,5088.533015984916
334,3306,0.0
335,3328,10891.226890663902
336,3340,8793.509028069333
337,3347,0.0
338,3351,6022.518794221658
339,3357,7841.172611586671
340,3364,4681.192618161699
341,3374,6276.828913427702
342,3402,9885.680835087596
343,3407,0.0
344,3420,6499.216753263423
345,3434,6119.488472207864
346,3436,5653.191186234514
347,3442,6949.604466320827
348,3448,5384.591109177357
349,3456,4415.213526484801
350,3467,4422.401514638577
351,3473,4192.755964463629
352,3486,6364.626645157108
353,3496,4579.079158278191
354,3509,5445.606875437682
355,3517,6262.991456888468
356,3519,8113.10373844722
357,3521,4582.21270548849
358,3534,2008.8673195645492
359,3539,3281.18317895044
360,3551,12553.021107110688
361,3556,3436.038659677961
362,3559,10209.999630803026
363,3573,7214.7958128235605
364,3600,7584.006668984616
365,3602,2183.2045425942265
366,3617,4145.741149598981
367,3635,7782.944112991353
368,3641,8006.970356484239
369,3648,7612.116904207808
370,3676,0.0
371,3694,0.0
372,3707,7045.004003603342
373,3708,4500.646403878019
374,3716,7741.136177764864
375,3734,0.0
376,3738,8436.914027071633
377,3744,7067.602793006161
378,3746,8609.86205045305
379,3749,10266.226540566604
380,3777,4236.860282549165
381,3794,12096.254943816986
382,3804,3455.467512641869
383,3813,19063.44693847033
384,3828,5805.521588267835
385,3840,8661.002957311137
386,3843,5822.275633611295
387,3844,0.0
388,3856,8309.791384443892
389,3864,5762.7231354379965
390,3865,3686.9055276144513
391,3891,6051.5189781887275
392,3893,5909.137275947762
393,3896,4319.709689486625
394,3910,5588.9024531295545
395,3920,6526.131976089217
396,3922,5159.06693764863
397,3929,0.0
398,3931,0.0
399,3932,3456.566616815715
400,3941,3799.9635316790827
401,3946,4243.99102190542
402,3966,4876.0521392218225
403,3975,8387.50267315574
404,3977,0.0
405,3986,3935.4142942764906
406,3989,20953.161685292544
407,3993,4739.427009541274
408,3996,4049.931799534026
409,4016,23929.763191654427
410,4020,7608.706593742252
411,4023,0.0
412,4031,6929.659777442092
413,4040,6600.876974769694
414,4041,0.0
415,4042,0.0
416,4052,4835.040216456194
417,4067,0.0
418,4071,8463.791753194786
419,4104,7420.204924130268
420,4110,2722.510772653601
421,4122,9515.672870295399
422,4127,6814.387570022912
423,4129,7389.8492658231735
424,4130,0.0
425,4162,3941.401385350071
426,4180,3986.4749544763313
427,4181,5943.875617553559
428,4190,3754.347537520071
429,4195,0.0
430,4196,3890.8159862975635
431,4215,5055.860809401695
432,4233,0.0
433,4236,0.0
434,4240,4038.0754832875946
435,4258,5052.227392445138
436,4264,4602.164141986695
437,4268,8664.974366695847
438,4269,7145.989285789988
439,4286,7755.396531515418
440,4300,7938.424828248896
441,4303,0.0
442,4320,9657.3258065381
443,4323,7124.862633259683
444,4327,10942.178807161647
445,4339,5412.748615451117
446,4354,5968.01874870871
447,4366,4048.639135045833
448,4371,5463.563964812634
449,4388,6233.448474985901
450,4422,6370.71602356576
451,4433,0.0
452,4434,7121.867201875821
453,4436,10443.244120614872
454,4452,10183.366601785478
455,4474,4690.342333058056
456,4482,3863.0383775657647
457,4495,0.0
458,4521,8058.604830910581
459,4552,3228.881449102957
460,4555,7795.299297903864
461,4556,5531.35403650113
462,4560,7095.558941424154
463,4577,7929.003723120605
464,4586,3576.5264456609743
465,4589,5339.816002515598
466,4618,0.0
467,4620,5968.147081217861
468,4642,5992.668494249601
469,4654,5432.628005786575
470,4674,9663.203424082149
471,4684,3928.241202102802
472,4710,7815.396684366007
473,4711,6356.346726608824
474,4717,5723.581606048406
475,4736,5132.6525152821905
476,4745,6449.523857960037
477,4747,6262.573877771825
478,4767,5358.7747825588285
479,4774,8961.368195620085
480,4790,4572.045129328885
481,4792,7443.517862620381
482,4796,9708.006241232872
483,4799,11207.930971800284
484,4819,6477.3758601804675
485,4828,7684.400343488614
486,4840,4895.956115118662
487,4844,6678.900421511099
488,4851,5765.578909772581
489,4870,0.0
490,4878,0.0
491,4894,5089.183041062516
492,4898,0.0
493,4919,8550.613609757063
494,4923,0.0
495,4924,0.0
496,4933,4941.612425385934
497,4977,7809.060659593151
498,4987,10784.350522584014
499,4994,5982.8718415280955
500,5005,4647.173766605742
501,5007,5367.96003640263
502,5009,4984.569812584578
503,5016,5856.30588315614
504,5031,0.0
505,5032,5619.305933789761
506,5049,10266.784272005845
507,5052,14270.701108706166
508,5053,6788.981700336045
509,5087,5028.201603003302
510,5101,9257.530376687024
511,5132,0.0
512,5171,4981.761903505303
513,5178,3510.256902087796
514,5189,12489.375451352242
515,5196,3025.314522799164
516,5205,4365.280902386107
517,5210,10546.905894290481
518,5211,9863.668524132228
519,5234,2975.6355943573976
520,5238,8706.171900643067
521,5242,8166.740882425214
522,5253,5684.380208879963
523,5262,3959.136131261693
524,5318,7496.974892605602
525,5327,0.0
526,5334,6892.259183645979
527,5366,3724.9336190231948
528,5384,5410.927235888884
529,5395,0.0
530,5397,4135.662007078543
531,5399,7715.9867706052055
532,5419,8261.817985111406
533,5431,6425.654200775043
534,5432,6802.944329640524
535,5435,6774.308856860904
536,5437,7255.964667389274
537,5481,4755.831360637279
538,5482,9874.584232309857
539,5485,8352.287317375489
540,5497,5229.902812696141
541,5502,5863.546585804761
542,5513,6418.708997799546
543,5517,4010.4126544012543
544,5533,4635.933239642144
545,5535,2398.169994431393
546,5539,4455.993758784959
547,5561,0.0
548,5574,10000.503423034519
549,5588,0.0
550,5593,7607.702833255509
551,5607,3816.8281184978077
552,5647,8189.509616268169
553,5662,11879.17492669366
554,5669,3937.5182946787363
555,5692,6693.634669842106
556,5713,9442.970090178613
557,5720,6402.758298335155
558,5726,5292.170610888663
559,5735,7917.473228601024
560,5758,3678.282768407621
561,5765,3749.6902219092112
562,5793,9935.794435323778
563,5798,3191.8829612559844
564,5822,10076.95378365569
565,5824,6499.2911175427735
566,5826,6505.73130747339
567,5829,7157.750876956864
568,5831,0.0
569,5835,6887.065014363766
570,5853,5737.010421811571
571,5875,2855.8474868911917
572,5879,10866.716550141135
573,5883,6184.507987449517
574,5890,5918.695307457887
575,5914,8644.141829042514
576,5921,5531.127745109404
577,5922,4798.230191294201
578,5935,4461.118275306675
579,5944,6075.943026372349
580,5950,0.0
581,5977,6664.503265730858
582,5987,0.0
583,5988,9378.445598775412
584,5994,9568.614831695244
585,6009,4577.868785803947
586,6019,15277.077025461342
587,6045,10175.847125374667
588,6056,7027.0401603257815
589,6073,6397.733541942886
590,6088,5168.840859775395
591,6094,8947.369631940592
592,6104,15754.016078849181
593,6118,0.0
594,6125,8495.352664182494
595,6155,0.0
596,6166,4405.017378639596
597,6171,4273.8265226488475
598,6172,7986.582253153472
599,6174,0.0
600,6185,5790.615304960209
601,6191,5211.883107547872
602,6196,8037.219778983662
603,6218,10449.98674889016
604,6221,8272.690107129534
605,6226,0.0
606,6232,0.0
607,6233,6004.344849823562
608,6248,10083.021732949497
609,6253,3904.792870473073
610,6273,4136.558540309923
611,6280,2674.889744798329
612,6287,5691.391205081184
613,6290,0.0
614,6299,0.0
615,6315,9712.930438895684
616,6323,6632.8677305684
617,6331,0.0
618,6333,3893.4725379843403
619,6334,5983.2407601844725
620,6369,2698.756681985297
621,6376,0.0
622,6382,7515.973351688558
623,6383,6223.520784046605
624,6407,8395.344099340009
625,6408,7092.055010545784
626,6412,0.0
627,6419,6628.891652547697
628,6428,4905.1508795373275
629,6434,7532.857750904393
630,6448,7049.556890574775
631,6451,4234.18330611018
632,6458,10203.052039988432
633,6470,7537.760800165379
634,6472,0.0
635,6480,4529.629510301413
636,6482,4372.629765373982
637,6486,8050.352218136733
638,6503,0.0
639,6507,5682.782892872534
640,6527,4888.14292615542
641,6529,6321.274356146116
642,6540,7410.725205062018
643,6550,9500.901416658035
644,6552,5742.16243901188
645,6553,8220.074568710002
646,6555,3818.8448634790198
647,6588,15632.614996109565
648,6607,7470.341254016358
649,6612,3564.6264913720956
650,6634,6818.864589494539
651,6652,3316.5439950835967
652,6655,8336.326215028532
653,6661,0.0
654,6681,7677.809285369509
655,6691,5647.139146783111
656,6707,3744.1490941323045
657,6710,7008.053936195102
658,6714,3699.130678736765
659,6720,4052.8912087678937
660,6726,0.0
661,6731,15628.813541257203
662,6740,0.0
663,6749,0.0
664,6768,10195.855305109279
665,6775,0.0
666,6778,6279.449042487972
667,6791,7163.322913011449
668,6829,9280.360209701399
669,6842,0.0
670,6849,3822.7911023625993
671,6858,7304.622561103418
672,6863,4490.6738713122495
673,6890,5540.0768742600385
674,6918,5280.930747780152
675,6920,2792.1564741002394
676,6923,6533.216597773093
677,6932,0.0
678,6933,0.0
679,6946,4922.398277704867
680,6947,3239.714010439177
681,6973,0.0
682,6992,5450.386276987357
683,7005,8092.112413776578
684,7007,4967.862332244765
685,7027,8816.843977877888
686,7035,5852.439081787956
687,7055,4182.766150939552
688,7056,3513.246611293993
689,7095,9220.47064171441
690,7112,0.0
691,7113,4740.255189982669
692,7119,0.0
693,7122,0.0
694,7126,6011.199180921414
695,7127,3946.4084620876215
696,7138,28125.051072916947
697,7139,12824.589953274197
698,7162,7507.561736229915
699,7166,8550.616645652814
700,7169,7737.818648580379
701,7181,4057.946905933138
702,7190,9456.12973068012
703,7199,0.0
704,7200,5002.876362161396
705,7232,6586.756010411208
706,7259,9704.532661517505
707,7263,6499.731788261128
708,7266,4935.948542240742
709,7267,6172.622103354073
710,7299,5405.609322471475
711,7301,5558.278687391123
712,7302,6114.070497791503
713,7307,7927.641127685155
714,7309,7684.320890665847
715,7323,7542.311521584244
716,7325,7996.954868679558
717,7330,0.0
718,7334,5558.377052024235
719,7338,0.0
720,7342,6373.849982803072
721,7349,0.0
722,7362,9798.018661808925
723,7363,0.0
724,7394,0.0
725,7399,15949.372902967318
726,7420,8550.234017660881
727,7428,5600.018210729858
728,7434,6102.489140844226
729,7450,7890.504536856038
730,7451,7354.437534571694
731,7455,0.0
732,7492,5877.946010877702
733,7507,14898.909600177616
734,7518,3768.932535979543
735,7521,5126.611626677233
736,7526,6055.480991328325
737,7557,9528.112760809527
738,7560,9911.576020021235
739,7570,0.0
740,7573,6495.698004388432
741,7576,4857.031523546676
742,7594,12800.14906401275
743,7601,6426.51194223062
744,7634,8688.856372641352
745,7668,5180.915043294262
746,7670,0.0
747,7682,8948.810690861905
748,7693,0.0
749,7696,0.0
750,7711,7269.25180968399
751,7713,10617.481706729805
752,7719,7861.306744512327
753,7720,8609.907668649617
754,7732,12480.09259889579
755,7734,6131.468987652038
756,7742,6203.018932597666
757,7753,4762.32234309489
758,7779,10612.502390220736
759,7793,9950.692341726104
760,7797,8610.092322998533
761,7812,3697.020859921209
762,7824,14916.634231483164
763,7835,2768.5075170784958
764,7855,9525.399720372061
765,7862,9692.18617586548
766,7884,9440.35328574827
767,7894,0.0
768,7904,2085.771593159677
769,7913,5417.285343617928
770,7920,8018.5317382773
771,7930,0.0
772,7936,5800.073912482492
773,7958,4233.142640611063
774,7963,0.0
775,7973,0.0
776,7979,7342.462025354404
777,7984,0.0
778,7986,3627.414492121973
779,7987,5983.551458882775
780,8006,6918.912598025519
781,8015,7051.289981104371
782,8017,7487.803804881294
783,8031,0.0
784,8037,4066.9989689629265
785,8064,6387.371465909848
786,8073,5765.220212753658
787,8083,3729.5181077988345
788,8090,1783.8285000574347
789,8094,6826.433308125686
790,8113,4131.42928252049
791,8114,3265.4718275541645
792,8119,0.0
793,8123,3577.8133614830717
794,8158,0.0
795,8161,7248.7951120357275
796,8167,4868.45261755002
797,8181,7378.499280812274
798,8195,4717.161729109875
799,8207,6787.026855280424
800,8215,7927.438938984776
801,8223,5773.840745604123
802,8252,8790.272519255805
803,8255,0.0
804,8287,4993.042811629801
805,8309,5015.615989164031
806,8312,7181.244544760071
807,8319,4925.368002557801
808,8327,6999.723362042764
809,8353,0.0
810,8365,0.0
811,8378,5628.586084604489
812,8385,4467.701883936415
813,8387,9279.747927454353
814,8400,3712.296972675584
815,8402,5726.572767886449
816,8403,7512.299027179512
817,8430,0.0
818,8438,4956.648679102753
819,8439,11766.92846574694
820,8464,5231.101414272182
821,8483,0.0
822,8503,5835.448493109106
823,8504,8094.0245337628285
824,8517,4442.228987470289
825,8522,12825.94707040107
826,8525,6388.193868136328
827,8544,10090.838574276793
828,8557,10316.119920855042
829,8570,3995.523969463365
830,8583,5441.714490149167
831,8590,4879.740217391529
832,8592,4219.059935506129
833,8609,4604.847017155172
834,8613,8250.62435677363
835,8621,6120.73044604122
836,8626,4682.904797581266
837,8627,5584.977077467059
838,8637,3129.637750252199
839,8643,10532.168937066484
840,8654,6982.410756770876
841,8668,6101.581737614431
842,8713,6147.756167997542
843,8729,5665.91364001484
844,8732,6012.874115003844
845,8748,4088.598848274909
846,8758,6544.35010717758
847,8764,6241.411493744527
848,8765,0.0
849,8772,4592.818626117902
850,8776,9872.588363022773
851,8783,6708.833028787141
852,8797,0.0
853,8805,10622.537484622559
854,8817,5412.938243736871
855,8820,6440.356394108767
856,8838,10802.326662177004
857,8869,4493.801701837031
858,8871,7498.608091398093
859,8879,8393.652669231082
860,8888,4853.5616129237405
861,8897,8096.733622241209
862,8905,0.0
863,8907,6036.738762358042
864,8910,16116.40198927999
865,8944,4715.40038033406
866,8953,4067.153924873766
867,8989,5693.94988960419
868,8990,4090.8181911265933
869,8994,6317.53100209349
870,9020,8842.714592965534
871,9023,4341.807919647285
872,9024,4290.280010645264
873,9047,8338.316912787175
874,9050,15806.684606837192
875,9055,7091.601468628631
876,9064,8874.443111981436
877,9065,0.0
878,9084,8388.765002550243
879,9089,14446.622221007321
880,9103,6453.908366674512
881,9111,5654.736040171686
882,9112,14313.843468144929
883,9144,5069.190553669356
884,9145,6359.642523474053
885,9147,11677.72969510083
886,9169,0.0
887,9184,0.0
888,9190,5476.001227395482
889,9199,8659.666187792165
890,9201,5872.247702523933
891,9207,4538.788492197733
892,9220,6818.151405076121
893,9236,8116.109188654889
894,9246,0.0
895,9252,7791.8854917833105
896,9286,5885.718273543224
897,9316,4531.632212809259
898,9319,2605.030820012312
899,9325,8295.814561723711
900,9341,7403.213914561479
901,9343,0.0
902,9348,7702.070630153462
903,9383,12422.427763976597
904,9395,12714.898909316953
905,9403,0.0
906,9408,13230.325217422012
907,9410,7434.40606777104
908,9416,0.0
909,9423,5323.398231817541
910,9444,0.0
911,9476,6559.996293094636
912,9482,4395.558144259623
913,9489,11637.828069908963
914,9506,5977.7161346635885
915,9512,5076.150676131346
916,9522,8006.1077341922255
917,9566,5921.014950454937
918,9577,0.0
919,9580,3524.786134063192
920,9592,3969.8342672563012
921,9601,11239.64798274622
922,9607,13652.932511481364
923,9619,10805.85563026884
924,9627,11480.728599541273
925,9628,9899.76497564071
926,9638,3811.3216223058275
927,9641,4117.486694597375
928,9652,8595.114247778574
929,9653,4486.181800878877
930,9658,8239.05600976937
931,9682,0.0
932,9694,7609.679401432654
933,9702,0.0
934,9705,5413.964614537518
935,9727,0.0
936,9740,5489.165433546924
937,9750,8423.560142607634
938,9756,0.0
939,9767,9730.385350424223
940,9784,6345.5769366541135
941,9785,5174.003466069764
942,9787,5415.320541433777
943,9791,4766.301054528183
944,9802,9915.809339949737
945,9809,7284.083538209952
946,9810,0.0
947,9811,5365.39295799636
948,9824,5389.799753407229
949,9826,4945.778400261741
950,9835,9585.062393948196
951,9857,10223.302054968179
952,9859,5172.872846136723
953,9881,6249.150975412311
954,9886,5976.960327545922
955,9897,5105.344912705006
956,9909,6281.108901213909
957,9910,5392.88110962015
958,9920,0.0
959,9931,6526.236863798951
960,9937,7889.776140986071
961,9939,6045.938312771413
962,9940,3978.6154912123566
963,9947,0.0
964,9949,6856.207346023107
965,9972,7354.289642941148
966,9985,7103.619502496617
967,9991,6153.733347664719
968,10006,5195.711710038961
969,10016,6465.517268484235
970,10031,0.0
971,10039,6471.77148292815
972,10046,8889.913102747381
973,10048,3547.145705887599
974,10049,0.0
975,10052,3956.131067185177
976,10064,0.0
977,10075,4292.948919791387
978,10105,8234.044088555098
979,10113,4621.695636872476
980,10118,4450.277599604431
981,10135,6160.292376350453
982,10145,0.0
983,10147,11022.60482161124
984,10151,6182.4018855227
985,10153,4281.99116862662
986,10167,3590.4535928100177
987,10177,4304.667676959059
988,10208,5742.817726792867
989,10268,5760.441738031539
990,10296,1923.016960620218
991,10309,2592.038582944241
992,10316,0.0
993,10317,0.0
994,10344,5908.639252532464
995,10349,6110.864584539692
996,10351,8259.334620065627
997,10353,10723.110186835735
998,10363,2948.280723371821
999,10369,10158.754322539657
1000,10373,7208.767355796856
1001,10378,6197.185188055935
1002,10388,8472.323135334073
1003,10391,9780.638440258823
1004,10392,0.0
1005,10393,3642.185713074875
1006,10402,0.0
1007,10438,12023.601133206505
1008,10440,15687.501649461094
1009,10442,7518.45193458914
1010,10463,0.0
1011,10465,7189.717749096259
1012,10502,7624.548244110005
1013,10513,5252.926416992026
1014,10526,4288.449811573001
1015,10534,4942.37659312191
1016,10552,0.0
1017,10560,7466.072418356472
1018,10568,17806.472309386783
1019,10571,10243.638046998058
1020,10572,0.0
1021,10574,0.0
1022,10577,4920.235695620149
1023,10594,7883.392967320764
1024,10603,3705.5572681461617
1025,10618,3427.931604420311
1026,10625,5777.134792619222
1027,10635,4954.859365504523
1028,10641,10292.862282371654
1029,10642,5239.1418617269355
1030,10644,10395.740582488346
1031,10653,6736.884776024764
1032,10657,5959.861402304815
1033,10658,4350.100199751994
1034,10667,5698.778456313868
1035,10677,3316.912672431477
1036,10687,5992.768824520399
1037,10700,14823.268629759385
1038,10703,8761.978863848937
1039,10713,6074.795884631552
1040,10720,5500.6449129796
1041,10732,0.0
1042,10737,0.0
1043,10744,5675.3596375187335
1044,10761,8337.586609405722
1045,10770,6401.98898146175
1046,10776,4762.531213071574
1047,10778,7593.221316765676
1048,10779,0.0
1049,10810,3932.0699046965856
1050,10811,3192.206544420485
1051,10812,5782.1664261607175
1052,10831,3154.97159274997
1053,10832,3921.79637216572
1054,10835,8371.21032289375
1055,10837,0.0
1056,10848,8570.791608635329
1057,10851,4566.828267160254
1058,10871,4589.4969886108765
1059,10872,13587.045687895454
1060,10876,8403.208971817608
1061,10879,3175.8106575097063
1062,10887,0.0
1063,10890,6437.1110697811455
1064,10892,5012.723509521921
1065,10899,0.0
1066,10917,3052.9208386115047
1067,10922,0.0
1068,10931,0.0
1069,10937,7730.721872066647
1070,10940,6819.90204401438
1071,10948,9052.124103455024
1072,10953,8293.030384843516
1073,10977,5881.777103705131
1074,10981,6162.879917083532
1075,10988,5896.502814828571
1076,11012,10279.41856164579
1077,11016,11451.375392887996
1078,11022,6451.900944215536
1079,11037,7795.54455670997
1080,11050,8042.827126482743
1081,11059,7243.3013005703
1082,11061,4951.357433367081
1083,11066,7539.178537180024
1084,11078,12502.355455954774
1085,11081,15263.584056056847
1086,11084,7784.966015533539
1087,11085,7528.572237239503
1088,11089,2162.9739944415037
1089,11090,4285.6607405862205
1090,11092,7939.548870589867
1091,11094,4725.83494834886
1092,11124,5082.421922058429
1093,11133,7485.930575848959
1094,11141,10455.110636312354
1095,11171,4898.543100224195
1096,11195,9232.617942336852
1097,11196,6133.476610385097
1098,11218,0.0
1099,11239,0.0
1100,11242,0.0
1101,11248,6218.345679599764
1102,11256,7051.623772598346
1103,11258,7984.594354903487
1104,11283,8496.732062914889
1105,11287,6307.863870558067
1106,11308,8424.107688754333
1107,11315,0.0
1108,11316,9359.693749229686
1109,11351,0.0
1110,11381,5345.050624211905
1111,11407,4244.758976186321
1112,11411,0.0
1113,11415,0.0
1114,11418,0.0
1115,11440,9742.775625513752
1116,11443,7264.333896888144
1117,11464,5401.300959032682
1118,11485,4724.324934980739
1119,11491,8936.41896036095
1120,11501,8545.159345873299
1121,11510,6774.318323463694
1122,11520,4379.338940331349
