true_index,predictions
1984,5592.518027187316
1997,10719.85932389834
2024,10145.455279894279
2032,9175.602459773465
2036,11821.268173602108
2051,3741.4738835405915
2061,0.0002915704387990762
2082,5067.373899461193
2093,0.0002915704387990762
2096,6073.929535050528
2107,5701.967847949588
2115,5955.905024370406
2117,4334.407863734769
2137,2903.5811526586795
2156,8194.052419755291
2160,0.0002915704387990762
2186,8703.287080410657
2188,6553.783982820647
2204,7905.855058610485
2217,5632.595636153631
2224,4352.474695970942
2228,15209.15953722764
2233,9976.756223220302
2246,4489.501089407735
2254,11046.102485574687
2275,7931.785604341466
2281,6040.053120585458
2287,12993.605094124661
2300,7976.216143358812
2305,9284.9028874636
2306,5013.490702396784
2313,3325.8742846260902
2315,6135.9999652171355
2320,3979.1658812944706
2322,6362.96656650133
2324,4673.568722179727
2328,10154.35632815776
2335,7132.830139024627
2340,3572.7777748255508
2352,0.0002915704387990762
2381,6768.741264863047
2383,5213.720641168469
2408,3815.6344010228945
2422,6671.754275765971
2424,4738.0402288694895
2425,0.0002915704387990762
2428,4369.151517004721
2435,4923.809835662563
2456,8426.704224940731
2471,0.0002915704387990762
2474,5200.999304504342
2493,4229.590017432225
2495,8300.449943872885
2501,0.0002915704387990762
2511,3633.1295492060185
2519,3705.8182808509005
2522,6768.741264863047
2526,6075.739376278207
2527,9976.756223220302
2539,8098.6082419797685
2550,8693.185896653842
2562,0.0002915704387990762
2572,7365.752225973074
2573,5947.2582088081135
2576,8194.052419755291
2579,3588.677898856928
2580,5596.292225707873
2594,5582.6191870975945
2600,7430.016641433933
2602,11187.146154103191
2621,0.0002915704387990762
2641,0.0002915704387990762
2651,7598.7392293310595
2669,6526.442856198814
2686,10719.85932389834
2694,5860.941230660592
2699,8924.057298295455
2700,5172.681795748167
2747,6741.008662232085
2759,7517.6001510046735
2763,6170.531252813193
2794,0.0
2797,0.0002915704387990762
2812,10874.341520124242
2815,6319.7014692623
2824,0.0002915704387990762
2829,7091.575025842957
2830,7315.00254023517
2852,6151.270661118254
2855,8238.724825969975
2858,0.0002915704387990762
2870,10291.712209801952
2881,6036.028572297623
2884,3568.902868375172
2887,6917.421500696452
2890,7249.653186460255
2897,14698.830252835047
2909,4369.151517004721
2917,11009.86916995445
2929,4369.151517004721
2937,5683.054213184636
2962,8447.854881488402
2985,8703.287080410657
2997,8703.287080410657
3007,4379.215151738848
3015,6040.053120585458
3020,4316.706071181012
3030,7481.484665098176
3035,6135.9999652171355
3048,6170.531252813193
3075,7080.776681975024
3079,7233.556569860633
3087,6170.531252813193
3091,7282.350566706537
3103,6661.707234281528
3107,7809.521218312392
3120,0.0002915704387990762
3126,8742.368892283552
3127,14011.708955384825
3131,6360.222242531553
3142,7365.752225973074
3143,0.0
3146,6691.9234954174135
3157,6498.48979884141
3162,6674.822668263924
3165,8189.499290719861
3168,0.0002915704387990762
3170,0.0
3172,6337.58240427093
3175,4552.282082483332
3179,4742.028116652586
3188,7931.785604341466
3194,0.0002915704387990762
3200,6218.883407141914
3209,4733.929786393799
3231,10102.202079648847
3235,5592.518027187316
3238,6362.96656650133
3276,7481.484665098176
3283,0.0002915704387990762
3286,4671.27465827136
3306,0.0002915704387990762
3328,11046.102485574687
3340,8026.183174101212
3347,0.0002915704387990762
3351,6346.7706561424
3357,7671.303633794319
3364,5043.967034899949
3374,7520.533783459872
3402,9290.677347150066
3407,0.0
3420,7571.807396761495
3434,5960.413971920539
3436,4738.0402288694895
3442,8194.052419755291
3448,5701.967847949588
3456,5176.282349766757
3467,4738.0402288694895
3473,5338.399871988633
3486,6879.1850326634485
3496,4742.028116652586
3509,6780.621082040194
3517,5578.6184544992575
3519,7654.695404496583
3521,5592.518027187316
3534,1876.5906733195236
3539,3451.8850263259983
3551,12442.964602698275
3556,4515.244191096957
3559,10173.572813719948
3573,8466.465966351312
3600,8703.287080410657
3602,2289.2012185925137
3617,4341.097296477095
3635,8961.824236378125
3641,8189.499290719861
3648,8172.182857606567
3676,0.0002915704387990762
3694,0.0002915704387990762
3707,5660.721428609735
3708,5043.967034899949
3716,7416.715277776433
3734,0.0
3738,7479.544605977699
3744,6135.9999652171355
3746,7325.158552707145
3749,11443.647967511755
3777,5532.300070546347
3794,12018.811683799522
3804,4090.9546981478297
3813,19121.08511496659
3828,5224.261340528131
3840,9189.079549490618
3843,5670.9854537403935
3844,0.0
3856,8025.812519181325
3864,4875.7649972792515
3865,3374.853960465588
3891,7048.839658763455
3893,5644.008821322189
3896,4655.000344643419
3910,6910.314853642755
3920,7931.785604341466
3922,6231.461511519961
3929,0.0002915704387990762
3931,0.0002915704387990762
3932,4096.134563221726
3941,4717.6885939480735
3946,4341.097296477095
3966,4867.9827258363275
3975,6461.408125866941
3977,0.0
3986,4489.501089407735
3989,19758.15890882029
3993,5632.595636153631
3996,4738.0402288694895
4016,21239.26242017342
4020,6921.94793139491
4023,0.0002915704387990762
4031,7193.5793028293165
4040,6674.822668263924
4041,0.0002915704387990762
4042,0.0002915704387990762
4052,5060.125155608064
4067,0.0002915704387990762
4071,10154.35632815776
4104,5723.32422376731
4110,2730.857121796904
4122,8288.18305287341
4127,7654.695404496583
4129,8703.287080410657
4130,0.0002915704387990762
4162,3964.0961980789107
4180,5049.623014109269
4181,6917.421500696452
4190,4736.074861063471
4195,0.0002915704387990762
4196,3574.8007745852374
4215,5049.623014109269
4233,0.0002915704387990762
4236,0.0002915704387990762
4240,3934.9432851775664
4258,5038.704226903959
4264,4206.0243547896125
4268,8590.34142885932
4269,8189.499290719861
4286,7940.306959927726
4300,8820.482037986061
4303,0.0002915704387990762
4320,10918.054762659805
4323,6231.461511519961
4327,11091.32799153325
4339,5224.261340528131
4354,5592.518027187316
4366,5172.681795748167
4371,6218.883407141914
4388,7132.830139024627
4422,6529.577141187412
4433,0.0002915704387990762
4434,9160.720781568829
4436,8189.499290719861
4452,9899.278030407164
4474,6106.367133208126
4482,4341.097296477095
4495,0.0002915704387990762
4521,9760.75728694442
4552,3070.891768531264
4555,8253.601272234167
4556,5060.125155608064
4560,7737.307112337685
4577,8225.31376823803
4586,3274.4969105553346
4589,6661.707234281528
4618,0.0002915704387990762
4620,5632.595636153631
4642,5318.733301062528
4654,5441.804311396999
4674,8681.905568850296
4684,4100.505043882345
4710,8703.287080410657
4711,5659.44420362789
4717,5176.282349766757
4736,4552.282082483332
4745,6629.5403639004035
4747,6854.618154186079
4767,5363.266431532535
4774,9805.013381501665
4790,4480.970171971868
4792,7589.024918941486
4796,9906.124738908298
4799,9972.98535644277
4819,6215.186995047573
4828,6231.461511519961
4840,4489.501089407735
4844,7160.40299484942
4851,6526.442856198814
4870,0.0002915704387990762
4878,0.0002915704387990762
4894,5653.87647549833
4898,0.0002915704387990762
4919,8635.707621728125
4923,0.0
4924,0.0002915704387990762
4933,4710.564390187828
4977,7481.484665098176
4987,9181.932252735298
4994,6300.430669294336
5005,4360.518087090884
5007,5055.144438140891
5009,5955.905024370406
5016,5498.708393139531
5031,0.0002915704387990762
5032,5955.905024370406
5049,11453.914966524615
5052,12396.724517109646
5053,7931.785604341466
5087,5060.125155608064
5101,7345.213535315137
5132,0.0002915704387990762
5171,4515.244191096957
5178,4334.407863734769
5189,10734.998394639091
5196,3000.353290743852
5205,5180.300939247208
5210,9361.698295251988
5211,8499.547023988724
5234,3017.018465366015
5238,9290.677347150066
5242,9106.449252321023
5253,6867.27591312058
5262,3284.740885271448
5318,8774.766744972329
5327,0.0002915704387990762
5334,7510.40496174105
5366,3963.0258251237974
5384,5071.4677013064675
5395,0.0002915704387990762
5397,4100.505043882345
5399,8592.325430911462
5419,8576.495769282987
5431,7193.5793028293165
5432,7052.131805711642
5435,5218.551623399894
5437,8570.562961794605
5481,5441.804311396999
5482,9283.30813141013
5485,9075.464730085043
5497,4369.151517004721
5502,5668.915342450973
5513,8194.052419755291
5517,4436.95928028924
5533,4786.882862565044
5535,2580.150469311851
5539,5043.967034899949
5561,0.0
5574,8681.905568850296
5588,0.0
5593,7927.340330994385
5607,5180.300939247208
5647,7946.334564864834
5662,9290.677347150066
5669,4301.91293935245
5692,6135.9999652171355
5713,7623.525262009697
5720,6486.170063183488
5726,7212.9593857757
5735,8243.811891982661
5758,4733.929786393799
5765,3944.1683772703163
5793,8288.18305287341
5798,3266.5523320196503
5822,8189.499290719861
5824,7160.40299484942
5826,6796.019097779286
5829,8172.182857606567
5831,0.0002915704387990762
5835,5807.935679940267
5853,6256.203932716125
5875,3000.353290743852
5879,12472.704380453213
5883,6661.707234281528
5890,5968.838406590846
5914,6886.897062160793
5921,4742.028116652586
5922,5188.348836433328
5935,4352.474695970942
5944,7649.102676219576
5950,0.0002915704387990762
5977,8685.58909027165
5987,0.0002915704387990762
5988,9976.756223220302
5994,7571.807396761495
6009,4750.081234323808
6019,16676.737261234015
6045,8518.355700891552
6056,8015.574063538272
6073,5807.935679940267
6088,4480.970171971868
6094,6562.731820703722
6104,16460.521128712815
6118,0.0002915704387990762
6125,8930.716256199514
6155,0.0
6166,4589.185570329691
6171,5592.518027187316
6172,6362.96656650133
6174,0.0
6185,5275.452939701263
6191,4673.568722179727
6196,9160.720781568829
6218,10780.158862290822
6221,6293.116831503415
6226,0.0002915704387990762
6232,0.0002915704387990762
6233,5632.595636153631
6248,10734.998394639091
6253,3801.2879751703176
6273,5224.261340528131
6280,2724.7347913918943
6287,6321.6438087037795
6290,0.0002915704387990762
6299,0.0002915704387990762
6315,8070.687694989909
6323,7365.752225973074
6331,0.0002915704387990762
6333,3751.0182494772935
6334,7132.830139024627
6369,2452.3911166357807
6376,0.0002915704387990762
6382,6994.166639709341
6383,6362.96656650133
6407,7903.549015225715
6408,9857.04252170037
6412,0.0002915704387990762
6419,6409.857183838794
6428,5208.191142845642
6434,7520.533783459872
6448,10163.175658011807
6451,5023.013153272752
6458,10154.35632815776
6470,8681.905568850296
6472,0.0002915704387990762
6480,5592.518027187316
6482,4334.407863734769
6486,7056.422953692357
6503,0.0002915704387990762
6507,5968.838406590846
6527,4558.305703187695
6529,6362.96656650133
6540,8194.052419755291
6550,11427.565505845936
6552,5188.348836433328
6553,7365.752225973074
6555,4343.0650821718
6588,14814.7515624185
6607,6674.822668263924
6612,4043.6778713135277
6634,5632.595636153631
6652,3067.7489084565277
6655,9314.713599461602
6661,0.0002915704387990762
6681,7925.214211194627
6691,5807.935679940267
6707,3748.1274358747523
6710,7660.614707624362
6714,3924.3427074571186
6720,4738.0402288694895
6726,0.0002915704387990762
6731,15884.608439595328
6740,0.0002915704387990762
6749,0.0002915704387990762
6768,8189.499290719861
6775,0.0002915704387990762
6778,7534.857750166866
6791,5701.967847949588
6829,8162.545577024456
6842,0.0002915704387990762
6849,3939.6279209651966
6858,9513.894918377611
6863,5063.132974154446
6890,5246.335400534756
6918,6437.557824293602
6920,2785.5334821984206
6923,7927.340330994385
6932,0.0002915704387990762
6933,0.0
6946,6666.348603938652
6947,3451.8850263259983
6973,0.0002915704387990762
6992,5341.515022483227
7005,9145.618774921382
7007,6123.92553720227
7027,8703.287080410657
7035,6523.206964904564
7055,4374.876948151376
7056,4391.447927506143
7095,9314.713599461602
7112,0.0
7113,5701.967847949588
7119,0.0002915704387990762
7122,0.0002915704387990762
7126,6987.781996481964
7127,4314.126073413362
7138,27387.05882715237
7139,11997.46661271681
7162,6200.389769496504
7166,6900.560087187027
7169,9314.713599461602
7181,3985.9992425306446
7190,9950.794062319366
7199,0.0002915704387990762
7200,5701.967847949588
7232,5701.967847949588
7259,10154.35632815776
7263,7179.911847996683
7266,5049.623014109269
7267,6541.9448614175935
7299,6442.198487316384
7301,5441.804311396999
7302,6135.9999652171355
7307,7737.307112337685
7309,6837.087823650624
7323,6917.421500696452
7325,8681.905568850296
7330,0.0002915704387990762
7334,6661.707234281528
7338,0.0002915704387990762
7342,6362.96656650133
7349,0.0002915704387990762
7362,10120.260756255555
7363,0.0002915704387990762
7394,0.0002915704387990762
7399,16399.43505613424
7420,8300.449943872885
7428,6211.20933639742
7434,6768.741264863047
7450,6215.186995047573
7451,7732.163356513033
7455,0.0002915704387990762
7492,6834.427272847736
7507,14373.438578987269
7518,4104.6833682372535
7521,5060.125155608064
7526,6674.822668263924
7557,8703.287080410657
7560,9968.03256200427
7570,0.0
7573,6362.96656650133
7576,5176.282349766757
7594,12880.067220022722
7601,8253.601272234167
7634,7874.958465089952
7668,5509.877956999982
7670,0.0002915704387990762
7682,9290.677347150066
7693,0.0
7696,0.0002915704387990762
7711,8462.906192648732
7713,9284.9028874636
7719,6674.822668263924
7720,7515.367085428177
7732,13278.404627472755
7734,6218.883407141914
7742,6892.524168764659
7753,6369.283782260581
7779,8693.185896653842
7793,9774.321091039745
7797,7132.830139024627
7812,3575.5042225824877
7824,14406.799628521007
7835,3067.7489084565277
7855,9284.9028874636
7862,11019.720667360332
7884,7654.695404496583
7894,0.025722041697384852
7904,2115.178151210056
7913,5055.144438140891
7920,6996.658165682793
7930,0.0002915704387990762
7936,4489.501089407735
7958,4738.0402288694895
7963,0.0002915704387990762
7973,0.0
7979,6170.531252813193
7984,0.0
7986,4738.0402288694895
7987,5670.9854537403935
8006,5592.518027187316
8015,7593.890735074654
8017,8288.18305287341
8031,0.0002915704387990762
8037,4011.0138294187636
8064,5670.9854537403935
8073,4738.0402288694895
8083,4641.936422886756
8090,1841.694808711206
8094,6231.461511519961
8113,4753.06611811002
8114,3574.8007745852374
8119,0.0002915704387990762
8123,3313.440834637917
8158,0.0002915704387990762
8161,8774.766744972329
8167,5509.877956999982
8181,7325.158552707145
8195,5592.518027187316
8207,12061.670415540351
8215,7920.442320827612
8223,5318.733301062528
8252,7510.40496174105
8255,0.0002915704387990762
8287,6643.378029065327
8309,5899.124910667546
8312,7233.556569860633
8319,4742.028116652586
8327,5596.292225707873
8353,0.0002915704387990762
8365,0.0002915704387990762
8378,5968.838406590846
8385,5701.967847949588
8387,8194.052419755291
8400,4111.0109923800965
8402,5176.282349766757
8403,6837.087823650624
8430,0.0002915704387990762
8438,5156.999543672511
8439,12381.74161850182
8464,6170.531252813193
8483,0.0002915704387990762
8503,5246.335400534756
8504,8194.052419755291
8517,5063.132974154446
8522,12259.85849302332
8525,6231.461511519961
8544,10154.35632815776
8557,9201.541851219308
8570,5176.282349766757
8583,6917.421500696452
8590,5278.800671820492
8592,4119.249633646089
8609,5592.518027187316
8613,8189.499290719861
8621,7064.084637710372
8626,3985.9992425306446
8627,6237.3366761504985
8637,3572.7777748255508
8643,11046.102485574687
8654,6151.270661118254
8668,5968.838406590846
8713,6837.087823650624
8729,5701.967847949588
8732,7047.492546588282
8748,3933.394376602119
8758,8194.052419755291
8764,5592.518027187316
8765,0.0002915704387990762
8772,4338.8723523043045
8776,9882.89656427924
8783,7005.964506301705
8797,0.0
8805,11009.86916995445
8817,5060.125155608064
8820,5883.126080314829
8838,9303.065807647048
8869,5176.282349766757
8871,8337.088688350734
8879,8189.499290719861
8888,5023.013153272752
8897,8386.391387328169
8905,0.0002915704387990762
8907,5060.125155608064
8910,14519.97116910139
8944,4334.407863734769
8953,3751.0182494772935
8989,5547.609327351033
8990,5528.548233978775
8994,6753.375892231916
9020,8892.187768699356
9023,4736.074861063471
9024,4643.688067939002
9047,7946.334564864834
9050,16699.692603792442
9055,7927.340330994385
9064,8337.088688350734
9065,0.0002915704387990762
9084,9760.75728694442
9089,10816.690005984696
9103,6872.028692529178
9111,5441.804311396999
9112,12381.74161850182
9144,5043.967034899949
9145,5592.518027187316
9147,10020.676051938815
9169,0.0002915704387990762
9184,0.0
9190,6362.96656650133
9199,11990.178071488059
9201,5055.144438140891
9207,5055.144438140891
9220,7963.091813203637
9236,7481.484665098176
9246,0.0002915704387990762
9252,5947.2582088081135
9286,6362.96656650133
9316,5332.668097136126
9319,2903.5811526586795
9325,8121.2933761420545
9341,5955.905024370406
9343,0.0
9348,6518.385920813769
9383,9530.188334397379
9395,12152.354541617318
9403,0.0002915704387990762
9408,12884.398001372903
9410,5701.967847949588
9416,0.0002915704387990762
9423,6099.399692157243
9444,0.0
9476,6075.739376278207
9482,4063.4186020244383
9489,12381.74161850182
9506,5060.125155608064
9512,6396.338864608218
9522,6404.346912063661
9566,6362.96656650133
9577,0.0002915704387990762
9580,4100.505043882345
9592,5164.546429504816
9601,9463.44825917771
9607,14519.97116910139
9619,8703.287080410657
9627,11641.517650905904
9628,8693.185896653842
9638,5063.132974154446
9641,4742.028116652586
9652,8826.47626954125
9653,4480.970171971868
9658,7481.484665098176
9682,0.0002915704387990762
9694,8015.574063538272
9702,0.0002915704387990762
9705,5532.300070546347
9727,0.0002915704387990762
9740,5510.244130292322
9750,8194.052419755291
9756,0.0
9767,8407.896560082265
9784,7160.40299484942
9785,6319.7014692623
9787,5055.144438140891
9791,4489.501089407735
9802,8791.710571955142
9809,9145.618774921382
9810,0.0002915704387990762
9811,6075.739376278207
9824,5632.595636153631
9826,5973.242913547513
9835,9160.720781568829
9857,10552.84459473145
9859,5262.827755404546
9881,7500.265665404216
9886,5137.4360025309115
9897,5937.962560208499
9909,5547.609327351033
9910,6537.960962664222
9920,0.0
9931,6123.92553720227
9937,9283.30813141013
9939,6674.822668263924
9940,4058.424672237137
9947,0.0002915704387990762
9949,8742.368892283552
9972,8103.305983491616
9985,7927.340330994385
9991,6917.421500696452
10006,6346.7706561424
10016,7282.350566706537
10031,0.0
10039,7654.695404496583
10046,7654.695404496583
10048,3776.7683645532466
10049,0.0002915704387990762
10052,5203.294684939215
10064,0.0
10075,5156.999543672511
10105,9950.988954254808
10113,5592.518027187316
10118,5730.5523032695455
10135,7448.367599229682
10145,0.0002915704387990762
10147,11091.32799153325
10151,8098.6082419797685
10153,5192.48489677955
10167,3794.493515492275
10177,4834.314730065176
10208,5528.08706970175
10268,6867.27591312058
10296,1907.9136272435544
10309,2364.6834114389085
10316,0.0002915704387990762
10317,0.0002915704387990762
10344,7481.484665098176
10349,6921.94793139491
10351,8139.8344765608435
10353,9498.346855664946
10363,2903.5811526586795
10369,10291.712209801952
10373,7669.247253530481
10378,6367.432266518944
10388,7132.830139024627
10391,9624.027996367518
10392,0.0002915704387990762
10393,4334.407863734769
10402,0.0002915704387990762
10438,12429.729543104482
10440,16828.85630255158
10442,7789.426897346594
10463,0.0002915704387990762
10465,6231.461511519961
10502,6788.400372481318
10513,6518.385920813769
10526,4314.8777418207965
10534,4515.244191096957
10552,0.0
10560,8189.499290719861
10568,16699.692603792442
10571,12729.034049049736
10572,0.0002915704387990762
10574,0.0002915704387990762
10577,5337.17275525546
10594,7314.13312446104
10603,3767.9987926743274
10618,3964.0961980789107
10625,6872.4289607424735
10635,5164.546429504816
10641,10719.85932389834
10642,6170.531252813193
10644,10203.750949731666
10653,6855.901491631069
10657,6231.461511519961
10658,4562.9655519714015
10667,6691.9234954174135
10677,3795.7006663137627
10687,5299.210242150799
10700,12819.97310800024
10703,7443.042831834303
10713,6678.583778358417
10720,5172.681795748167
10732,0.0
10737,0.0
10744,4552.282082483332
10761,9412.902303659626
10770,6172.198907468981
10776,4732.1760745211595
10778,7481.484665098176
10779,0.0002915704387990762
10810,5176.282349766757
10811,3067.7489084565277
10812,5674.702528904361
10831,3633.1295492060185
10832,3810.3728793454047
10835,9847.820627245263
10837,0.0002915704387990762
10848,8693.185896653842
10851,5701.967847949588
10871,4736.074861063471
10872,13629.605202739021
10876,7096.183103459778
10879,3698.6922759286426
10887,0.0002915704387990762
10890,6231.461511519961
10892,5338.399871988633
10899,0.0002915704387990762
10917,2869.020416310301
10922,0.0002915704387990762
10931,0.0002915704387990762
10937,6892.524168764659
10940,6678.583778358417
10948,7737.307112337685
10953,7989.369286293616
10977,5628.254968348856
10981,8026.183174101212
10988,6779.597495502353
11012,11029.346096352125
11016,10535.821291581198
11022,6231.461511519961
11037,9968.03256200427
11050,6373.013887611643
11059,6444.910180692632
11061,5176.282349766757
11066,6842.240871272516
11078,9361.698295251988
11081,15068.675303729842
11084,6529.577141187412
11085,7946.334564864834
11089,2158.006530983432
11090,4034.9721313970404
11092,7821.882030362043
11094,5955.020194936914
11124,5666.313729442703
11133,8194.052419755291
11141,9315.995956878503
11171,5632.595636153631
11195,8831.20140619534
11196,5354.890165098614
11218,0.0002915704387990762
11239,0.0002915704387990762
11242,0.0002915704387990762
11248,6534.3348599208775
11256,7481.484665098176
11258,8189.499290719861
11283,11539.289277823818
11287,7964.6904876977815
11308,7132.830139024627
11315,0.0002915704387990762
11316,9284.9028874636
11351,0.0002915704387990762
11381,6239.772940142376
11407,5176.282349766757
11411,0.0002915704387990762
11415,0.0002915704387990762
11418,0.0002915704387990762
11440,10154.35632815776
11443,7272.466751309786
11464,4733.929786393799
11485,4369.151517004721
11491,10659.35207139797
11501,9024.8909114433
11510,7207.633839315447
11520,5060.125155608064
11542,2387.7036470416992
11550,11487.349120384082
11553,11688.494428385173
11554,4738.0402288694895
11578,0.0002915704387990762
11587,12152.354541617318
11594,4306.14689101489
11624,13260.587150368325
11628,2722.4382299613517
11641,5060.125155608064
11645,5810.201732294224
11649,0.0
11650,3442.7413974035812
11660,0.0
11671,0.0002915704387990762
11673,15068.675303729842
11678,7931.785604341466
11722,3861.8415080656764
11724,6932.712966234004
11727,9840.419446855753
11728,4391.447927506143
11729,6381.583043716154
11741,5632.595636153631
11765,8703.287080410657
11770,5632.595636153631
11774,4717.6885939480735
11781,16699.692603792442
11788,4755.01215325489
11805,5668.915342450973
11813,5915.951006173857
11838,13966.75000018183
11845,8597.601135278263
11863,8412.82860441062
11874,5668.915342450973
11878,3942.907278392086
11899,4341.097296477095
11905,8774.766744972329
11925,0.0002915704387990762
11949,3964.0961980789107
11955,6494.912311143247
11961,10366.03795300059
11965,0.0002915704387990762
11999,5060.125155608064
12007,5055.144438140891
12031,16699.692603792442
12034,7160.40299484942
12060,5544.932587590679
12069,7520.533783459872
12071,10630.535121794663
12075,0.0
12081,7262.8623173249
12084,8194.052419755291
12089,0.0002915704387990762
12093,8764.71136792438
12104,3325.8742846260902
12107,2720.9289251055598
12114,6498.48979884141
12122,6498.48979884141
12124,12396.724517109646
12135,6666.348603938652
12160,4750.081234323808
12185,9314.713599461602
12199,5904.664733798044
12202,7217.911192186221
12210,6231.461511519961
12219,6231.461511519961
12225,0.0002915704387990762
12226,3944.1683772703163
12238,7776.708626150591
12243,3205.8354213287216
12263,6494.912311143247
12264,10154.35632815776
12272,5060.125155608064
12275,3325.8742846260902
12281,6799.493934611903
12285,4629.757077054045
12291,4856.618719585018
12301,5792.235844936978
12305,5049.623014109269
12306,10549.145948477417
12312,6486.627497218815
12313,6404.346912063661
12325,9899.278030407164
12332,6987.781996481964
12338,3964.0961980789107
12340,5947.2582088081135
12346,0.0002915704387990762
12352,8634.89118118649
12358,11453.914966524615
12374,9959.687944434987
12413,0.0
12414,5810.201732294224
12417,6652.394950801965
12426,5441.804311396999
12438,0.0002915704387990762
12443,0.0002915704387990762
12448,5632.595636153631
12455,5176.282349766757
12464,7160.40299484942
12484,11679.806427582425
12489,5632.595636153631
12490,0.0002915704387990762
12491,7643.61067270417
12496,5479.60222671767
12501,6741.008662232085
12507,6847.4887266425485
12508,0.0002915704387990762
12516,7272.466751309786
12528,5443.275092178452
12532,5318.733301062528
12540,7931.785604341466
12546,9968.03256200427
12549,6435.890557747665
12553,6215.186995047573
12555,0.0002915704387990762
12583,9284.9028874636
12586,6539.798862855982
12606,5397.032456834198
12612,0.0002915704387990762
12622,6362.96656650133
12625,9906.124738908298
12637,0.0002915704387990762
12676,0.0002915704387990762
12703,12401.744902752085
12751,6444.910180692632
12756,5528.548233978775
12775,6895.302882453181
12785,0.0002915704387990762
12797,4170.988955207948
12800,0.0002915704387990762
