True_index,sales
1448,6704.988775
1451,9090.994627
1452,7108.667143
1467,133.7359287
1470,5906.401879
1481,9459.310394
1523,3570.23446
1527,5330.507945
1546,5268.879908
1547,12851.87115
1567,5068.450506
1592,9259.046397
1597,11529.86287
1601,0
1603,8646.282493
1640,6407.596018
1646,0
1651,0
1652,9999.636197
1670,0
1677,1078.388152
1691,6221.909289
1704,3129.029141
1707,9737.598442
1718,5638.651041
1721,6114.771199
1733,24.20721947
1737,8573.476634
1748,4321.513633
1776,6648.839715
1804,7292.984212
1821,8340.689116
1839,4869.615676
1845,6690.219897
1853,6047.689253
1888,4221.967069
1895,5768.481082
1899,6841.963043
1923,4028.637688
1934,8420.717664
1937,9815.066336
1940,4437.823999
1953,32.90149107
1968,4103.801417
1975,943.0129535
1981,6832.599916
1984,5447.719682
1997,10665.72677
2024,10099.95099
2032,8201.332992
2036,11896.45516
2051,4058.998622
2061,66.71942153
2082,5435.963167
2093,0
2096,5777.303343
2107,6507.007031
2115,5764.160223
2117,4457.44006
2137,3356.401731
2156,7987.860879
2160,0
2186,8722.634211
2188,6094.344563
2204,7480.150496
2217,5216.98643
2224,4209.932508
2228,14962.09395
2233,9803.600222
2246,4590.692583
2254,10710.48445
2275,7335.069571
2281,5795.224856
2287,13449.64297
2300,7397.660888
2305,8599.495291
2306,5762.853315
2313,3450.237404
2315,5445.87398
2320,4299.265573
2322,6425.071206
2324,5429.591118
2328,10038.07091
2335,7119.454232
2340,3804.889943
2352,229.4662677
2381,6817.24322
2383,5575.660221
2408,3937.367185
2422,6858.889763
2424,4635.7849
2425,0
2428,4443.149059
2435,5257.824731
2456,7841.440355
2471,0
2474,5682.598845
2493,4977.410366
2495,7528.382567
2501,0
2511,4204.099163
2519,4021.959315
2522,6452.977258
2526,6326.348286
2527,9900.197703
2539,7948.18826
2550,8463.733834
2562,205.1588417
2572,6628.498566
2573,6035.562916
2576,8344.689726
2579,3749.483033
2580,5948.306254
2594,5844.945192
2600,7276.122322
2602,9820.517673
2621,63.54905171
2641,0
2651,7686.096677
2669,6210.261049
2686,10359.1415
2694,5096.011965
2699,8354.17026
2700,5542.857506
2747,7070.654414
2759,7181.306217
2763,6388.798948
2794,1229.607747
2797,57.76156932
2812,9769.889252
2815,6542.83997
2824,0
2829,7526.552563
2830,7168.324092
2852,6635.146773
2855,7838.504968
2858,202.4492341
2870,10339.56737
2881,5810.707606
2884,4178.492222
2887,6325.68901
2890,7556.180747
2897,18549.91292
2909,4339.445192
2917,10791.80078
2929,4108.387757
2937,6123.503438
2962,8488.796939
2985,8425.126748
2997,8707.29522
3007,4799.243917
3015,6266.542949
3020,4608.87482
3030,7497.087748
3035,5544.512645
3048,6263.814991
3075,7078.819317
3079,7422.317249
3087,6565.447369
3091,7540.509913
3103,6835.064012
3107,7084.015021
3120,0
3126,8894.426469
3127,12126.98724
3131,5966.243819
3142,6583.739818
3143,686.0060304
3146,7056.375253
3157,6841.79744
3162,7059.117496
3165,8013.341785
3168,251.4850994
3170,0
3172,6639.553624
3175,4703.124876
3179,4760.641963
3188,7144.176988
3194,130.6838474
3200,6449.054828
3209,4973.64945
3231,9756.932398
3235,5302.555992
3238,6474.006709
3276,7496.537797
3283,0
3286,5618.09566
3306,0
3328,10916.40771
3340,7712.869137
3347,75.8477543
3351,6256.384822
3357,7760.709609
3364,4602.860943
3374,7640.323092
3402,9305.54716
3407,1284.673058
3420,7115.455621
3434,5398.728793
3436,4986.913501
3442,8085.474787
3448,6420.811788
3456,5164.270872
3467,4756.321169
3473,5640.837777
3486,7320.276061
3496,5232.711486
3509,7010.207764
3517,5876.343518
3519,7583.660458
3521,5566.242513
3534,2790.005231
3539,3582.422837
3551,12072.88641
3556,4477.566463
3559,10227.77786
3573,7777.156339
3600,8479.805912
3602,3082.891273
3617,3941.661614
3635,8068.495805
3641,8434.276547
3648,7770.714797
3676,98.72135776
3694,0
3707,6014.991754
3708,4550.87849
3716,6502.542011
3734,1039.335694
3738,6519.892677
3744,5564.453032
3746,7523.867737
3749,10109.22361
3777,5844.148782
3794,11560.51848
3804,4252.601858
3813,17336.82467
3828,5909.700422
3840,9054.550452
3843,5740.528213
3844,180.043703
3856,7536.764182
3864,4980.546469
3865,3688.814979
3891,7245.624151
3893,5729.295186
3896,5613.638306
3910,6841.990206
3920,7162.512769
3922,6620.023909
3929,0
3931,74.8479929
3932,4443.288859
3941,4905.275034
3946,4735.197326
3966,4871.093244
3975,6858.974688
3977,795.3506061
3986,4229.767785
3989,23718.46704
3993,5160.950926
3996,4797.507768
4016,26988.25832
4020,6333.54559
4023,0
4031,6496.549881
4040,7133.112808
4041,156.5439896
4042,164.2518503
4052,5054.238916
4067,0
4071,9853.00264
4104,5997.424761
4110,3332.035225
4122,8363.888091
4127,7684.151188
4129,8739.547404
4130,0
4162,4281.14201
4180,4519.922338
4181,6397.338902
4190,4714.586465
4195,0
4196,4055.101389
4215,4798.235957
4233,0
4236,16.39411824
4240,4352.845797
4258,4590.025406
4264,4400.665992
4268,8105.40417
4269,8117.528073
4286,7234.538395
4300,8971.676945
4303,109.8231173
4320,10621.79598
4323,6569.69944
4327,11221.96451
4339,5725.220114
4354,5607.562538
4366,5334.00768
4371,6494.321797
4388,7339.614511
4422,7049.614308
4433,13.55317412
4434,8733.099725
4436,8199.198916
4452,9394.995427
4474,6275.012523
4482,4404.675949
4495,75.46618768
4521,8732.100249
4552,3663.708036
4555,8184.050219
4556,5128.705374
4560,7828.885131
4577,7739.941535
4586,3947.655662
4589,7130.292013
4618,187.8224905
4620,5261.449139
4642,5351.893536
4654,5710.324362
4674,8512.948732
4684,4537.879388
4710,8409.453033
4711,5095.825964
4717,4893.87097
4736,4735.218387
4745,6763.050766
4747,7130.724377
4767,5782.701393
4774,8731.718502
4790,4401.363973
4792,7556.613993
4796,9719.625247
4799,10043.08369
4819,6592.707848
4828,6718.403227
4840,4448.049914
4844,7050.368792
4851,5892.771019
4870,0
4878,0
4894,5189.584715
4898,0
4919,7987.595706
4923,0
4924,0
4933,4418.16171
4977,7196.041764
4987,8208.066507
4994,5621.256747
5005,4190.964524
5007,4447.822591
5009,5527.910378
5016,5882.17313
5031,40.30723216
5032,5456.605753
5049,10345.21561
5052,10971.46858
5053,7211.707583
5087,4851.383626
5101,7519.321745
5132,0
5171,4761.027679
5178,4419.403646
5189,9552.085179
5196,3584.290006
5205,5547.224913
5210,8594.85509
5211,8192.733944
5234,3517.905994
5238,9141.421151
5242,7831.285329
5253,6859.574053
5262,3540.463202
5318,8887.457128
5327,0
5334,7408.837387
5366,5299.503015
5384,5748.181311
5395,0
5397,4494.360114
5399,8429.199552
5419,8561.288257
5431,6247.666219
5432,6979.741325
5435,5184.771411
5437,7870.687294
5481,5700.46038
5482,9281.51049
5485,9086.644849
5497,4210.497677
5502,6307.604744
5513,8398.064103
5517,4754.033241
5533,5553.037476
5535,3099.902014
5539,4483.196478
5561,0
5574,8715.214694
5588,18.93050186
5593,7079.138256
5607,4985.385869
5647,8115.036026
5662,9161.249077
5669,5343.54296
5692,5303.47118
5713,6943.805309
5720,6557.49
5726,7016.883252
5735,7651.100189
5758,4792.666119
5765,4140.952898
5793,8303.418048
5798,3615.254952
5822,8116.020441
5824,6938.795617
5826,6094.180712
5829,8242.109481
5831,0
5835,6155.478143
5853,6320.476657
5875,3486.376373
5879,12075.74315
5883,6780.653097
5890,6100.444582
5914,6345.110824
5921,5215.085495
5922,5579.976503
5935,4150.768549
5944,7679.985641
5950,0
5977,7791.784494
5987,0
5988,9754.358909
5994,7479.105388
6009,5236.155948
6019,20283.54155
6045,11024.74927
6056,7526.07502
6073,6450.472397
6088,4474.613097
6094,6792.393743
6104,14780.63326
6118,48.65933257
6125,9006.039252
6155,192.5291801
6166,4506.467062
6171,5391.321257
6172,6601.104713
6174,0
6185,5665.7221
6191,5466.907634
6196,8946.212955
6218,9685.383741
6221,6648.744323
6226,0
6232,227.1512748
6233,5069.474268
6248,9304.144682
6253,4926.915346
6273,5582.423932
6280,3476.212983
6287,6727.480083
6290,157.5959431
6299,0
6315,8031.062619
6323,6508.625617
6331,0
6333,3960.105249
6334,7318.966176
6369,3294.338999
6376,0
6382,7213.081642
6383,6621.317725
6407,7914.016884
6408,9533.728106
6412,0
6419,6707.463552
6428,5923.089176
6434,7288.865251
6448,9783.79061
6451,5010.339455
6458,10087.42435
6470,8677.949242
6472,22.79979542
6480,5869.464504
6482,4131.789048
6486,6526.864988
6503,0
6507,6041.894499
6527,4592.58566
6529,6698.472661
6540,8428.584572
6550,10261.48495
6552,5324.646231
6553,6625.817922
6555,4174.64203
6588,14575.0154
6607,6827.930597
6612,4024.919337
6634,5056.295932
6652,3600.113238
6655,9461.221037
6661,228.0324452
6681,8159.138566
6691,5971.170723
6707,3940.589742
6710,7588.213864
6714,4856.451813
6720,4720.694386
6726,0
6731,14274.5868
6740,0
6749,79.49132933
6768,8349.930024
6775,152.4927519
6778,6756.504435
6791,6405.129654
6829,8028.709079
6842,0
6849,4105.107903
6858,8611.173998
6863,5253.073251
6890,5420.044887
6918,5632.415034
6920,3300.407205
6923,7203.648852
6932,0
6933,0
6946,6733.225179
6947,3954.914333
6973,41.74105475
6992,5961.71765
7005,8976.910005
7007,5495.748439
7027,8768.483582
7035,6905.989533
7055,4317.266078
7056,4428.908445
7095,9448.538854
7112,0
7113,6282.847169
7119,0
7122,232.517744
7126,6826.374556
7127,4972.068158
7138,29169.26744
7139,10306.29305
7162,5569.87576
7166,6881.463044
7169,9093.894785
7181,3900.630965
7190,9770.17836
7199,0
7200,6086.388505
7232,6061.775523
7259,10292.60748
7263,7297.578254
7266,4573.11317
7267,5848.429248
7299,5715.174798
7301,5774.010753
7302,5285.603862
7307,7838.506866
7309,6734.216898
7323,6351.730515
7325,8489.78452
7330,0
7334,6755.815578
7338,0
7342,6743.153432
7349,0
7362,9712.966761
7363,127.5010346
7394,0
7399,14889.15409
7420,7583.804077
7428,6798.296648
7434,7015.007807
7450,6632.136537
7451,7792.95016
7455,28.3903987
7492,6297.211721
7507,14061.51489
7518,4213.259414
7521,5084.518027
7526,7030.431777
7557,8709.377351
7560,9518.577427
7570,1193.870043
7573,6608.769094
7576,4924.857698
7594,12635.07876
7601,8473.456678
7634,7876.291738
7668,5801.623798
7670,96.6696429
7682,9201.080912
7693,0
7696,0
7711,8066.040422
7713,8540.77424
7719,7154.311001
7720,7557.509513
7732,13219.09327
7734,6528.566817
7742,6993.551704
7753,6789.845302
7779,8608.829488
7793,8912.424713
7797,7264.486646
7812,4034.594691
7824,14319.22853
7835,3455.595407
7855,8209.116328
7862,10839.85905
7884,7757.449536
7894,21.58123522
7904,3164.610264
7913,4900.587241
7920,6515.59605
7930,151.0722799
7936,4757.900482
7958,5007.867294
7963,0
7973,1000.958655
7979,6218.565982
7984,0
7986,5041.784364
7987,5888.079987
8006,5396.28043
8015,7664.653614
8017,8135.887646
8031,0
8037,4159.683191
8064,5956.908786
8073,5013.733224
8083,4835.13922
8090,2762.125337
8094,6395.179145
8113,5636.323499
8114,3802.658807
8119,0
8123,3518.669584
8158,0
8161,8602.430728
8167,6006.310501
8181,7419.772346
8195,5504.222146
8207,11793.67026
8215,8042.90966
8223,5182.849098
8252,7786.801827
8255,0
8287,6803.061676
8309,6532.820956
8312,7365.179175
8319,5029.071894
8327,5951.120634
8353,0
8365,0
8378,6104.895449
8385,6153.390496
8387,8025.633235
8400,4259.504311
8402,5351.665337
8403,6973.081722
8430,23.2338566
8438,5801.941292
8439,11253.4154
8464,6496.930665
8483,246.98645
8503,5244.668619
8504,7993.203321
8517,4891.503098
8522,11606.18984
8525,6645.986054
8544,9902.287815
8557,8432.803862
8570,5321.036925
8583,6308.350561
8590,6118.242727
8592,4445.067749
8609,5543.594079
8613,8238.976846
8621,7093.993241
8626,4140.862634
8627,6491.852703
8637,3932.55636
8643,10878.7568
8654,6463.63382
8668,5949.142529
8713,6942.497088
8729,6569.58365
8732,7217.151001
8748,3886.144264
8758,8272.158292
8764,5772.611977
8765,111.4280255
8772,4260.926256
8776,9397.782629
8783,7301.167868
8797,937.5857231
8805,10489.90736
8817,4620.615273
8820,6538.317597
8838,8486.523443
8869,5387.337095
8871,7902.488948
8879,8015.307897
8888,5377.342657
8897,8516.619035
8905,0
8907,4563.617917
8910,15013.44406
8944,4459.440604
8953,4155.745621
8989,5495.588602
8990,5158.017417
8994,6910.897816
9020,8416.025181
9023,5160.300395
9024,5238.630239
9047,8063.652672
9050,16322.5433
9055,7105.152729
9064,7805.443074
9065,217.3256027
9084,8570.351628
9089,9660.971225
9103,7356.119657
9111,5857.131306
9112,11026.01707
9144,4758.344243
9145,5978.033628
9147,9811.456174
9169,0
9184,0
9190,6567.16585
9199,11431.2667
9201,4798.293518
9207,4727.164511
9220,7549.859944
9236,7759.432222
9246,54.86782813
9252,6158.425383
9286,6371.087363
9316,5340.43286
9319,3598.570262
9325,7658.495698
9341,5484.93799
9343,0
9348,5920.012633
9383,8712.674767
9395,10837.92493
9403,226.2962004
9408,12970.32633
9410,6009.458734
9416,17.40692766
9423,6368.458937
9444,0
9476,5952.460014
9482,4283.367647
9489,11195.57582
9506,4956.179903
9512,6501.613942
9522,6932.65787
9566,6505.014191
9577,198.516285
9580,4324.300702
9592,5160.43992
9601,9637.655263
9607,17718.33315
9619,8746.622154
9627,11742.09919
9628,8344.944499
9638,5013.935414
9641,5094.71276
9652,8638.315133
9653,4441.601283
9658,7542.958316
9682,0
9694,7820.462531
9702,0
9705,5277.143585
9727,0
9740,5029.132343
9750,8637.545888
9756,81.84357934
9767,7565.851033
9784,7542.586598
9785,6460.043061
9787,4685.923865
9791,4781.347701
9802,8963.599702
9809,8936.619561
9810,97.11675209
9811,6258.698514
9824,5269.686053
9826,5872.524027
9835,9139.479122
9857,10347.30176
9859,5737.658073
9881,7538.748138
9886,5166.336595
9897,6637.453834
9909,5488.973678
9910,5802.470178
9920,0
9931,5353.086393
9937,8857.770812
9939,6828.96379
9940,4614.431257
9947,23.06337602
9949,8622.884263
9972,7653.665802
9985,6994.476474
9991,6155.884306
10006,6154.651133
10016,7406.515994
10031,0
10039,7652.466572
10046,7361.523518
10048,3819.311257
10049,76.75532321
10052,4883.53098
10064,1077.064049
10075,5770.42971
10105,8909.471526
10113,5681.342374
10118,6049.617656
10135,6771.39536
10145,0
10147,10989.71238
10151,8111.397465
10153,5627.447911
10167,4244.979278
10177,5550.524404
10208,6006.385642
10268,6828.823417
10296,2888.26699
10309,3254.438614
10316,0
10317,23.51018271
10344,7476.778899
10349,6496.663874
10351,8223.714459
10353,8714.92124
10363,3564.828379
10369,10056.19142
10373,7169.933056
10378,6814.606377
10388,7053.785988
10391,9459.751203
10392,42.75386416
10393,4459.615802
10402,0
10438,11676.69287
10440,16759.84175
10442,7802.547968
10463,157.7014861
10465,6603.982122
10502,6809.254869
10513,5884.866096
10526,4342.981802
10534,4472.650639
10552,0
10560,8289.169107
10568,16095.29116
10571,12910.45532
10572,100.1812764
10574,0
10577,5802.011047
10594,7566.325188
10603,5067.887472
10618,3801.853081
10625,7031.906192
10635,5021.869164
10641,10337.98226
10642,6349.396886
10644,10025.69171
10653,6920.49537
10657,6702.624704
10658,4609.529913
10667,6908.343242
10677,4171.414137
10687,6098.913853
10700,12852.47299
10703,6895.992301
10713,7054.957099
10720,4926.147365
10732,987.8659421
10737,691.0700775
10744,4689.586904
10761,9708.729475
10770,6609.381125
10776,4794.199686
10778,7347.660223
10779,26.85103309
10810,5426.114461
10811,3844.689171
10812,5837.24885
10831,3900.59292
10832,3995.041474
10835,9287.294528
10837,0
10848,8487.044909
10851,5853.744324
10871,4995.431259
10872,13934.95045
10876,7397.492174
10879,4138.420584
10887,101.2999313
10890,6531.976859
10892,5369.860026
10899,143.6932398
10917,3284.282125
10922,139.0629514
10931,0
10937,7054.996657
10940,6860.066572
10948,7550.489788
10953,7560.577538
10977,4728.376134
10981,7648.014367
10988,7097.240765
11012,10742.40313
11016,10354.34763
11022,6499.652649
11037,9936.715088
11050,6740.47177
11059,6728.621593
11061,5489.028373
11066,7426.387088
11078,8633.973091
11081,13349.17075
11084,6927.201442
11085,7982.666727
11089,2894.340481
11090,4097.863561
11092,7413.998078
11094,5589.415527
11124,6132.40106
11133,8610.373285
11141,8812.185375
11171,4865.635097
11195,8780.545838
11196,5382.226771
11218,0
11239,96.26137523
11242,0
11248,5942.992345
11256,7026.423749
11258,8219.648441
11283,11862.45698
11287,7132.582153
11308,7353.553718
11315,61.69421596
11316,8587.13186
11351,0
11381,6820.009221
11407,5569.465979
11411,0
11415,129.1189908
11418,0
11440,10059.94232
11443,7626.332142
11464,4973.266372
11485,4415.540229
11491,9107.571671
11501,8966.507722
11510,7269.830434
11520,4927.006011
11542,4467.318978
11550,10159.127
11553,12305.82008
11554,4895.678626
11578,0
11587,10743.96857
11594,4083.098451
11624,13203.32876
11628,3068.578833
11641,4887.586451
11645,5861.943512
11649,0
11650,3648.152374
11660,0
11671,23.37884617
11673,13058.97513
11678,7550.344804
11722,4797.369347
11724,6293.721686
11727,9354.045455
11728,4287.405884
11729,6779.633318
11741,4901.229016
11765,8566.468159
11770,5057.52454
11774,4618.70479
11781,16943.39653
11788,4590.052805
11805,6133.164342
11813,5348.672475
11838,13593.86864
11845,8686.828067
11863,8290.436426
11874,6145.317752
11878,4314.610337
11899,4138.845517
11905,8630.731764
11925,0
11949,4253.353526
11955,5640.600133
11961,10241.3014
11965,24.33885852
11999,4800.593229
12007,4687.359453
12031,17987.35599
12034,7156.580142
12060,5527.778173
12069,7710.063802
12071,9471.279288
12075,0
12081,7267.649146
12084,8307.298667
12089,0
12093,7983.62003
12104,3972.101473
12107,3300.635088
12114,6840.892209
12122,6920.42848
12124,11194.06304
12135,6964.139817
12160,5169.17315
12185,9654.474156
12199,6271.035747
12202,7268.461309
12210,6599.318441
12219,6419.014509
12225,56.06507366
12226,4237.151974
12238,7660.789846
12243,3576.446269
12263,5724.533914
12264,9695.083692
12272,4628.058387
12275,3669.258776
12281,7018.110263
12285,4948.313065
12291,5780.370184
12301,6161.313654
12305,4847.907167
12306,9007.598012
12312,6008.099694
12313,6886.489348
12325,9608.068508
12332,6878.045215
12338,4147.635301
12340,6039.513015
12346,0
12352,8830.610109
12358,10341.00233
12374,9353.654471
12413,0
12414,5908.506045
12417,6829.821946
12426,5681.735851
12438,0
12443,0
12448,5220.084756
12455,5374.670015
12464,7376.554727
12484,11838.51887
12489,5259.379441
12490,162.199833
12491,7421.575584
12496,5789.718447
12501,7083.187528
12507,7158.875639
12508,0
12516,7381.262886
12528,5630.177147
12532,4868.524239
12540,7211.114573
12546,9688.27657
12549,6821.833061
12553,6541.031705
12555,0
12583,8543.238755
12586,6780.955514
12606,5549.033187
12612,0
12622,6447.671254
12625,9640.400402
12637,207.3421956
12676,100.1290843
12703,11983.34722
12751,6652.857238
12756,5611.436905
12775,6331.671874
12785,99.41899954
12797,4522.905711
12800,0
12810,5007.013224
12811,4215.915176
12814,4493.587114
12846,5560.389635
12849,4516.171124
12854,5685.65769
12869,10480.4346
12879,6456.700675
12885,9889.319995
12890,8171.707375
12892,159.7535035
12897,5547.389819
12901,6438.036998
12904,6793.006837
12928,4457.528452
12954,5166.067033
12963,5353.542584
12964,8129.234855
12979,0
12994,5189.252671
12999,5101.336756
13003,3636.912366
13021,146.5736305
13038,5350.799935
13042,0
13046,7568.411904
13091,6977.880492
13103,8183.566601
13108,14466.14269
13110,5085.840022
13117,27234.05109
13133,0
13141,10258.81271
13149,7548.933062
13168,8666.160259
13188,7055.72623
13193,3188.214038
13197,8794.398716
13201,4675.448606
13233,3854.797264
13240,8014.214143
13253,0
13258,6872.487613
13265,6272.292383
13271,0
13280,4076.120657
13291,11557.61107
13292,7245.29433
13294,9079.62601
13309,13.39513653
13346,3294.914783
13353,8206.038954
13358,193.8993471
13374,7785.795762
13386,4011.258524
13414,4564.064109
13422,0
13431,6802.243644
13452,0
13454,5367.600291
13458,3216.876143
13485,9253.923357
13486,11189.19059
13517,7025.74156
13520,1041.940061
13521,10591.30927
13524,165.3962988
13535,7805.658608
13536,11212.81108
13541,10081.19252
13542,5039.762055
13544,0
13564,0
13569,5498.769595
13604,4860.333003
13614,0
13624,19.45894503
13629,7958.605098
13638,9014.82415
13642,4338.725144
13664,217.4521089
13671,8167.933898
13686,5807.414035
13687,0
13691,4893.384514
13699,47.81760875
13702,8352.303129
13708,0
13713,6089.429683
13738,6564.433146
13743,6987.819819
13777,8111.37237
13785,6369.907942
13790,4774.69336
13812,5648.678825
13827,4881.956675
13832,7148.04521
13846,7496.653268
13847,6622.411975
13861,5384.616874
13865,6097.462869
13869,7480.510131
13871,0
13873,6318.478187
13874,4805.938487
13875,6367.706166
13883,5954.764874
13885,6696.646491
13892,10208.81576
13896,6543.003545
13900,7061.13843
13906,7090.489691
13912,6422.698434
13913,7880.394707
13917,12163.32636
13918,8045.820462
13934,6930.535113
13937,5297.19629
13945,4643.342888
13954,6270.824332
13964,8393.906507
13976,4182.935226
13978,6179.057871
13979,6549.321393
13996,0
14026,4785.389589
14039,4561.75424
14045,8855.281839
14047,3894.899978
14049,3841.159239
14055,8126.463137
14056,0
14061,11743.99412
14065,9507.729299
14081,8121.17566
14086,9542.857171
14092,3785.711796
14105,7749.67471
14109,6640.791283
14115,7833.856718
14116,4769.598202
14118,28.83720538
14130,4719.218855
14133,0
14137,4653.366394
14141,4433.572983
14143,6712.504071
14147,5598.287997
14157,6830.616978
14160,6702.152329
14176,5341.829013
14190,6849.070259
14192,5851.872677
14194,9409.163578
14197,6163.156628
14207,0
14217,5516.328277
14223,1453.41354
14225,5898.167573
14226,6546.182627
14237,6481.928585
14259,55.19664879
14262,5552.499032
14264,5115.670773
14265,7576.653169
14288,6070.218487
14307,6949.570236
14311,0
14313,7499.233522
14314,17118.08435
14347,8973.176061
14351,7036.907726
14368,174.9663054
14400,7964.313804
14402,7863.996676
14421,0
14437,8362.340597
14443,5155.322792
14477,8981.330598
14479,557.3792343
14489,9.436091361
14493,4517.82681
14534,24443.91449
14537,7961.654409
14540,0
14555,7376.468468
14566,6929.123083
14589,9365.402625
14596,6268.508552
14602,4483.967626
14621,5144.904642
14639,4561.898004
14669,17.13090406
14677,7783.526672
14683,1301.080423
14689,0
14725,7414.28685
14727,5880.869866
14751,6399.75225
14756,6117.230649
14768,0
14785,5233.572608
14788,4552.333711
14809,4440.492779
14829,4694.317514
14832,7708.609049
14845,214.0241989
14854,7066.159815
14873,454.8479985
14878,7260.388832
14886,8647.742488
14904,0
14920,3112.145423
14939,6951.963824
14962,5688.287654
14969,6925.313028
14981,6331.348371
14990,0
14991,4465.443981
14992,157.4646065
14999,0
15001,4840.813301
15013,12982.12795
15044,109.2577196
15050,7200.726514
15066,5731.879419
15072,5825.364695
15080,15098.95282
15082,6091.18061
15085,4638.741135
15087,4784.163051
15090,9519.967172
15093,7635.156072
15099,924.1298265
15100,7050.705229
15103,5054.606149
15111,10176.82265
15116,8588.674243
15118,7041.81652
15146,10183.68242
15156,623.2118465
15199,5682.549548
15221,5614.593794
15224,8058.986022
15230,7549.92014
15234,67.45590484
15242,0
15257,7686.761908
15275,6729.001264
15278,3684.857111
15303,5608.716434
15318,9304.72683
15322,10149.50974
15344,185.6524872
15349,144.5820229
15354,7366.016937
15367,5969.291826
15398,6826.213069
15402,4854.899937
15404,6.884521355
15419,10996.87661
15422,21590.66741
15423,0
15446,67.74497645
15460,6028.719796
15473,9675.814996
15511,7590.581987
15517,8084.574586
15519,8459.861326
15545,6089.711705
15554,8636.745923
15562,111.0070123
15563,969.6302397
15577,5497.031005
15587,5210.848011
15588,5995.097406
15593,5793.632301
15607,4638.210202
15612,5084.019566
15613,11671.03669
15622,6224.258698
15630,7815.777669
15633,217.1942662
15639,5375.461507
15651,4332.200157
15658,8107.525299
15674,3301.63846
15683,7428.131496
15700,5758.753635
15710,7867.218951
15711,6845.110059
15719,4999.628647
15721,5138.698893
15734,0
15738,4647.737976
15743,6730.928176
15744,6002.277643
15756,4662.315179
15762,10599.41027
15765,6937.197626
15771,9878.838194
15775,7739.104858
15794,5595.381379
15799,5426.451849
15803,1174.481977
15804,7275.97977
15813,4457.325357
15814,7383.317338
15815,7890.888118
15819,4121.125252
15824,5425.343284
15835,4764.245981
15848,5433.430162
15861,9163.309111
15862,6262.991164
15867,4344.81013
15873,5151.787274
15874,5326.14385
15880,7309.544017
15882,0
15888,5322.573689
15902,6149.636335
15904,11359.37932
15913,8982.371193
15923,7260.893668
15924,9422.781312
15926,0
15934,0
15939,5376.6348
15950,5142.298222
15970,7924.524311
15973,0
15979,8016.557164
15993,5651.714602
16000,2570.988128
16002,6220.181226
16006,7354.599305
16008,6463.053093
16021,9114.385866
16022,8345.656333
16031,6702.876479
16041,7312.068707
16042,8452.006242
16045,5604.051704
16050,9652.900695
16053,8451.458927
16055,7576.634456
16071,60.52367147
16085,3823.160395
16087,10509.3911
16088,6316.108282
16123,4932.865947
16149,7434.237836
16150,6340.445204
16174,17561.46216
16203,4217.038593
16205,0
16228,6932.27512
16253,9030.312602
16262,5947.7718
16263,8240.707523
16267,4728.990182
16276,8242.511194
16296,6535.534213
16297,4964.960348
16298,10569.12507
16305,6281.056797
16309,3290.305874
16315,5544.461499
16321,5077.939967
16326,6713.950837
16331,6021.010021
16332,1135.008808
16342,6665.23736
16351,4824.901939
16365,0
16373,0
