True_index,prediction
3007,4408.168270496502
3015,5798.421297363196
3020,3261.7627467733396
3030,8023.905212927418
3035,5327.269356999683
3048,5912.266734449981
3075,6079.1130162224335
3079,7945.038087831778
3087,6328.916417107551
3091,6279.314179926748
3103,6892.043352172582
3107,6723.272897691026
3120,881.6696902781242
3126,8924.581917268748
3127,11685.716162012635
3131,5748.909397122372
3142,7061.275887381522
3143,1558.3296933764996
3146,7171.972950538031
3157,6735.385446446616
3162,7544.635760423148
3165,7092.445657005724
3168,1103.1085666964982
3170,100.0
3172,6992.5658847536715
3175,4330.279430198216
3179,4797.608897242463
3188,7528.21851762408
3194,928.1524955112714
3200,5962.222249484909
3209,4766.297102792941
3231,9774.16187200766
3235,5507.317664370334
3238,6678.880247363348
3276,7718.880269596181
3283,881.6696902781242
3286,5467.251324585108
3306,1019.0576657348945
3328,10964.565802378267
3340,7802.931567802122
3347,1103.1085666964982
3351,5142.2469268069735
3357,7323.214292112403
3364,4638.702943852986
3374,7481.3963654891295
3402,9752.915263101051
3407,100.0
3420,6996.060211054425
3434,4468.843012528821
3436,4785.380134648712
3442,8867.370199658562
3448,6382.6338084169865
3456,5374.539332320081
3467,4869.431035610315
3473,6037.693107947755
3486,7696.303308683992
3496,3710.5052712245965
3509,5684.777390744237
3517,4286.8419546158075
3519,7517.891935804616
3521,6152.767026225152
3534,3477.351474903846
3539,3772.0474938654215
3551,11705.967078014259
3556,4235.263009521598
3559,10349.234915275796
3573,7848.966549849821
3600,8494.535587871575
3602,3354.3275894856247
3617,4311.101039609561
3635,8376.674259064677
3641,8295.216952987394
3648,7796.9602246045715
3676,881.6696902781242
3694,100.0
3707,5772.732590050005
3708,3643.964968390669
3716,6641.59750696061
3734,675.987478165958
3738,7097.48268056328
3744,4353.5756758505795
3746,6216.053168493757
3749,9920.21054152352
3777,4262.5751468940725
3794,11527.003627024005
3804,4014.7155710827747
3813,16947.597545909066
3828,6325.228672405953
3840,8925.366783665257
3843,5914.475804128689
3844,1152.7185266052825
3856,7640.013144500544
3864,3910.8998533297563
3865,3598.259306826049
3891,7129.816430657697
3893,6207.367343599056
3896,5406.777723681615
3910,6911.221742761237
3920,7001.679089799412
3922,6367.269379232517
3929,1103.1085666964982
3931,100.0
3932,4017.0551584268255
3941,5182.094717355744
3946,4077.528759330319
3966,5303.622174365264
3975,6887.742105126751
3977,809.6483390363461
3986,4676.868610320193
3989,23764.713123907175
3993,5344.205822667911
3996,4992.337110702751
4016,26026.428963488775
4020,6164.474223399547
4023,1341.4753968680207
4031,6334.341877451694
4040,7166.810393926707
4041,1103.1085666964982
4042,928.1524955112714
4052,4803.386822039169
4067,1103.1085666964982
4071,9710.022142901544
4104,6078.470174651246
4110,2943.0554983391985
4122,8373.394967663742
4127,7523.958637735049
4129,8712.053931302722
4130,1103.1085666964982
4162,3844.943275763512
4180,4718.64641341394
4181,6319.17937858315
4190,4584.985552543551
4195,1019.0576657348945
4196,3632.6087081983287
4215,4907.403283676678
4233,100.0
4236,1676.833849851425
4240,4215.799263607225
4258,5200.2948231470455
4264,4142.116311621884
4268,7501.742640223639
4269,8630.575405970798
4286,7948.510797633557
4300,8816.359567318294
4303,100.0
4320,10791.316986110214
4323,6474.323845037118
4327,11444.028673283381
4339,5769.703495042328
4354,5500.174617974586
4366,4817.666394843243
4371,5002.712782406997
4388,7817.637347292669
4422,6634.3976825724485
4433,928.1524955112714
4434,9601.247714840207
4436,6928.451286483166
4452,9368.236024586924
4474,5090.434019962569
4482,4543.4011678506495
4495,881.6696902781242
4521,8409.89053797923
4552,2533.5650967204388
4555,7158.98595983965
4556,3838.0994301645505
4560,7580.609765319278
4577,6428.3877360589395
4586,3420.1787819002616
4589,6670.604475754207
4618,928.1524955112714
4620,5715.964487233919
4642,5734.16459302522
4654,5493.66430125005
4674,8427.801866636804
4684,4287.02765028867
4710,8357.147612414803
4711,5257.506540757235
4717,5326.00571687661
4736,4295.9300288259365
4745,7429.368423744904
4747,6643.743675903817
4767,5910.0989490078
4774,8397.468356984635
4790,4338.590360739818
4792,7511.729875141299
4796,9274.641503501764
4799,9664.961237259851
4819,7071.433009849311
4828,6359.15186709176
4840,4438.50178014867
4844,7274.24557378991
4851,5918.777051174518
4870,1019.0576657348945
4878,100.0
4894,5825.165121981728
4898,1019.0576657348945
4919,7538.142851806241
4923,100.0
4924,1341.4753968680207
4933,4390.946449502554
4977,6315.714391509352
4987,7827.293734256739
4994,5497.137011051829
5005,3219.102414859459
5007,4705.436665087758
5009,5343.41865258066
5016,6030.571678050982
5031,1103.1085666964982
5032,5518.374723765887
5049,10614.38693722265
5052,11358.901427856461
5053,7655.8126765640345
5087,4663.948036372075
5101,7250.957050865528
5132,100.0
5171,4822.662875051449
5178,4652.795220999303
5189,9405.423406256778
5196,3461.956187749673
5205,5898.158963547777
5210,7225.719681074422
5211,8988.510819866391
5234,3355.591229608697
5238,9083.005675123652
5242,7857.531885176025
5253,6895.51606197436
5262,3341.407015537506
5318,8634.165091004434
5327,1103.1085666964982
5334,6412.781622396294
5366,5456.19386794522
5384,5390.5303684326755
5395,1103.1085666964982
5397,4069.3158884566783
5399,8713.819386187326
5419,9037.044435309861
5431,6555.780753870068
5432,7285.550440406728
5435,4878.526832548426
5437,7626.11428575507
5481,4556.370831683549
5482,9136.72306643309
5485,9534.513993605433
5497,4150.329182495525
5502,6097.305399285753
5513,8175.339972902634
5517,4245.345603172143
5533,5153.928993145757
5535,3542.3953493290724
5539,4638.702943852986
5561,100.0
5574,8326.814102762637
5588,100.0
5593,7041.999834369241
5607,5106.721918560858
5647,7644.749494425395
5662,9004.233908760896
5669,5267.050160880792
5692,6079.9666030599465
5713,7170.283103728486
5720,6775.947478250288
5726,6182.246949039808
5735,8078.505530301322
5758,4417.264067434612
5765,3911.5816382653993
5793,8227.600702932486
5798,3948.864378668137
5822,8056.85012281587
5824,6133.713333596338
5826,6089.527631291135
5829,7881.798692897762
5831,1676.833849851425
5835,6705.934465614582
5853,6569.873031016384
5875,3112.923152391345
5879,12019.289409453613
5883,5757.577813909442
5890,6443.968718885974
5914,6600.206540668552
5921,4906.714173257388
5922,5459.473159346154
5935,4166.478478076503
5944,7633.352690883702
5950,1019.0576657348945
5977,7586.676467249711
5987,1103.1085666964982
5988,9610.808743071393
5994,5963.845679544192
6009,4718.548353745979
6019,21204.25451563141
6045,9819.674115171436
6056,7377.379506607286
6073,6566.20690281376
6088,5000.09365944273
6094,6603.870754519435
6104,13662.490429264686
6118,100.0
6125,8731.232321891377
6155,100.0
6166,4529.502309105178
6171,5482.8574382477545
6172,6989.971892625017
6174,100.0
6185,5645.331849510894
6191,4441.103495005307
6196,7917.323701143875
6218,9470.585091007793
6221,6286.256085193671
6226,881.6696902781242
6232,1019.0576657348945
6233,5313.872313015743
6248,8032.591037822117
6253,5047.959383721551
6273,5631.05227670682
6280,3195.9042288750557
6287,6222.112147696208
6290,100.0
6299,1341.4753968680207
6315,7815.06497166299
6323,6601.470180791625
6331,100.0
6333,4100.531926928982
6334,6103.3798239441685
6369,3044.13862094625
6376,881.6696902781242
6382,6030.579400778964
6383,6606.079824198142
6407,8412.17413647518
6408,8114.930872719537
6412,1103.1085666964982
6419,5472.636241579898
6428,6446.56271101463
6434,8133.105847675225
6448,9962.677455036555
6451,4929.904636513809
6458,9807.282792189326
6470,8902.080564431617
6472,1103.1085666964982
6480,5398.018969954564
6482,4507.000956268047
6486,6447.463045186729
6503,1676.833849851425
6507,5798.325938630312
6527,5085.0274864688035
6529,6905.038065598944
6540,8179.355864622744
6550,8821.262288778511
6552,4098.774194772359
6553,6586.997189586706
6555,4695.262134512339
6588,14264.064482447004
6607,6808.087809943861
6612,3968.328124582511
6634,4847.999904495412
6652,2296.9637214335207
6655,9856.049195918426
6661,1341.4753968680207
6681,7890.648596966348
6691,6901.565355797165
6707,3995.6325392270032
6710,7530.025339665483
6714,5041.699263390272
6720,4700.252889221794
6726,1019.0576657348945
6731,14033.52980909052
6740,928.1524955112714
6749,1019.0576657348945
6768,8111.450440189775
6775,881.6696902781242
6778,6661.943781695119
6791,6248.972947546598
6829,8003.3261499072805
6842,1341.4753968680207
6849,3917.7436989287175
6858,8952.11060828379
6863,4894.387350995676
6890,5112.883979224176
6918,5592.153431728446
6920,3252.4572967913223
6923,7492.011724442322
6932,100.0
6933,154.32755531763678
6946,6832.259258932713
6947,3856.0983948270255
6973,1103.1085666964982
6992,6555.763345762437
7005,9015.38902782441
7007,5212.002020321441
7027,9291.845916388083
7035,6632.153453961281
7055,4227.145497380841
7056,4987.960255581862
7095,9073.018440205993
7112,154.32755531763678
7113,5120.574111213893
7119,1019.0576657348945
7122,1341.4753968680207
7126,7283.767577414493
7127,4046.76786952711
7138,29368.345467185765
7139,9336.931952865383
7162,5448.603395608358
7166,7593.169375866618
7169,9006.28471897122
7181,4642.158245547135
7190,9598.86875761137
7199,928.1524955112714
7200,6149.061528137744
7232,5108.440707353026
7259,8784.86207719591
7263,7540.545339885792
7266,3552.771021033318
7267,6595.63626714682
7299,5689.125303882504
7301,5941.336603979079
7302,5463.774406391984
7307,7839.525197785569
7309,6653.826269554363
7323,6128.074011816944
7325,8342.963398343614
7330,100.0
7334,6711.020579056921
7338,1019.0576657348945
7342,6259.490644076163
7349,1103.1085666964982
7362,9598.770697943412
7363,1103.1085666964982
7394,928.1524955112714
7399,15267.547317865377
7420,7659.92050520902
7428,6316.684953578723
7434,6496.092019363082
7450,5369.308890361679
7451,8022.215366117872
7455,1019.0576657348945
7492,5976.406463556099
7507,14837.004899205422
7518,3037.1013569464444
7521,4670.014738302509
7526,6934.510265685618
7557,8859.420232517736
7560,9890.759560691484
7570,629.504672932811
7573,5239.314157693914
7576,4973.254476091315
7594,12942.310631699685
7601,8203.333895210752
7634,7881.992111298606
7668,4786.905505040034
7670,1019.0576657348945
7682,9557.284372918468
7693,100.0
7696,881.6696902781242
7711,7560.552267718497
7713,7159.179378240496
7719,5830.378237074648
7720,7325.808284241058
7732,13696.271517883022
7734,6095.8831103552975
7742,6904.176756033449
7753,5757.771232310287
7779,8804.819915143831
7793,9768.521376763698
7797,6109.446525874603
7812,3941.032221853099
7824,14428.652604655967
7835,3286.711339430718
7855,7978.9612825175855
7862,10438.026374553596
7884,8260.506588214335
7894,1103.1085666964982
7904,2886.404370754971
7913,4741.836876670361
7920,7062.772315790223
7930,1341.4753968680207
7936,5012.227063303597
7958,4496.131192530252
7963,928.1524955112714
7973,629.504672932811
7979,6219.522363958899
7984,154.32755531763678
7986,4530.480593902532
7987,6249.834257112093
8006,6025.366285686042
8015,7846.2810101352925
8017,8879.310185118582
8031,1019.0576657348945
8037,4391.733619589804
8064,6268.034362903394
8073,5004.470514563618
8083,4548.874118094677
8090,2873.29268209675
8094,7180.633644597118
8113,5232.7961182413965
8114,3857.17473929234
8119,1676.833849851425
8123,3534.563192514034
8158,1019.0576657348945
8161,8725.070261228058
8167,6165.80457540513
8181,7147.279936129823
8195,5294.88503713719
8207,11497.553043436306
8215,8442.50764612735
8223,4013.8403677462866
8252,7451.062855836962
8255,1103.1085666964982
8287,6692.820473265619
8309,6400.640495807444
8312,7408.789360724769
8319,5528.090145791315
8327,5527.663939104843
8353,881.6696902781242
8365,100.0
8378,4784.311512911379
8385,6572.467023145038
8387,8136.60017397598
8400,4093.5826961784132
8402,4074.700805451469
8403,6732.598035917117
8430,100.0
8438,5649.252382498122
8439,10648.310131908456
8464,5156.9743227964955
8483,1341.4753968680207
8503,5200.0620348614175
8504,8172.117459494114
8517,4997.714702213894
8522,12276.663266161511
8525,6857.408595474583
8544,9722.15554676241
8557,8257.244704921031
8570,5453.599875816564
8583,6880.771257877208
8590,6263.065224692915
8592,3188.962323608134
8609,5367.590101569512
8613,7993.33891498962
8621,7763.037029918764
8626,4775.8191064175235
8627,5980.42235527621
8637,4149.258960773297
8643,9628.133645526206
8654,6516.984176950999
8668,6145.010477485173
8713,5676.116696685148
8729,6207.388960098032
8732,6944.932603482301
8748,2958.234231850805
8758,8465.084607039538
8764,5363.862986983129
8765,1019.0576657348945
8772,4202.783330926221
8776,10053.84978589493
8783,6953.688656274273
8797,100.0
8805,9482.532799195797
8817,5436.896198433964
8820,6364.24028422484
8838,8637.637800806217
8869,5082.455110839123
8871,7350.075091962793
8879,7792.94433288446
8888,4708.465760095434
8897,8296.67401151131
8905,881.6696902781242
8907,4706.414949885111
8910,14819.60706791826
8944,3140.2352897638193
8953,3778.114195795856
8989,5246.256062960836
8990,5366.707175505043
8994,5494.115638772134
9020,8455.541384160317
9023,4814.8307182364115
9024,5212.449843506887
9047,7751.899318962881
9050,16497.397962933894
9055,6987.399516995338
9064,7396.557897195939
9065,1341.4753968680207
9084,8415.957239909661
9089,8305.592624691639
9103,6704.410695208156
9111,5667.452488289424
9112,10613.960730536179
9144,4895.26987981581
9145,5841.868799364328
9147,9749.459961406901
9169,1103.1085666964982
9184,100.0
9190,6115.940607956077
9199,11334.040868448323
9201,4724.519696943529
9207,4925.603389467979
9220,7705.959695648065
9236,7451.351632970688
9246,1341.4753968680207
9252,6389.368401512071
9286,6267.801574617766
9316,5030.000962408427
9319,2406.164356181329
9325,7941.582786137628
9341,5276.684931345889
9343,154.32755531763678
9348,5786.192534769444
9383,8634.952261091687
9395,11227.317250597309
9403,1341.4753968680207
9408,11912.686281171096
9410,6505.539883509422
9416,1019.0576657348945
9423,5968.193592682459
9444,100.0
9476,5919.659977238987
9482,3097.9617946516273
9489,9822.461525700932
9506,5059.070831937523
9512,6420.012304796943
9522,6692.725114532735
9566,6947.50497911198
9577,881.6696902781242
9580,4147.300087487848
9592,5150.07136089403
9601,9544.268440237469
9607,16220.044651779095
9619,8651.386911998383
9627,12298.336081754594
9628,8484.741771354758
9638,5192.538274407067
9641,5059.070831937523
9652,8709.653357574913
9653,4204.9294998694295
9658,7269.15715665683
9682,100.0
9694,7196.356733491625
9702,100.0
9705,5390.973983226778
9727,1019.0576657348945
9740,4787.332885191074
9750,8390.712147390575
9756,100.0
9767,7660.898790006372
9784,7087.156098743816
9785,6722.175698120435
9787,4587.131721486759
9791,5145.887924173985
9802,9193.28225709244
9809,8927.611012276426
9810,100.0
9811,5776.205299851784
9824,4068.4406851201907
9826,5846.859554073782
9835,8943.471530723677
9857,10893.455226022605
9859,5538.340284441792
9881,7341.957579822035
9886,5014.838463539882
9897,6784.801590710221
9909,5562.607092163528
9910,5828.754807015363
9920,100.0
9931,6007.166179894742
9937,9362.956492743742
9939,6989.110583059522
9940,3091.895092721193
9947,100.0
9949,9029.287886569884
9972,7502.186255017741
9985,7663.375806903168
9991,6331.312782444017
10006,6186.594862178075
10016,7319.935000711467
10031,100.0
10039,6570.515872587571
10046,6558.382468726705
10048,3935.848445987135
10049,928.1524955112714
10052,5168.271466685332
10064,850.9435493511849
10075,5517.931108971785
10105,7504.787969874377
10113,5482.8574382477545
10118,4717.7712100774515
10135,6810.582234948287
10145,1019.0576657348945
10147,10795.961788449193
10151,7754.493311091534
10153,5023.934260477992
10167,3857.076679624379
10177,6094.693999049469
10208,5945.637851024908
10268,6708.426586928265
10296,2855.975502369918
10309,3245.126954737816
10316,1019.0576657348945
10317,100.0
10344,7468.380035563793
10349,6636.413333850312
10351,6819.250651735357
10353,8873.26089129578
10363,2424.3644619726306
10369,9993.106323421605
10373,7578.441979877096
10378,7032.438806138053
10388,7458.01208658753
10391,8886.372579954
10392,1341.4753968680207
10393,4196.716628995789
10402,100.0
10438,11675.633568362093
10440,16617.849472722435
10442,7849.753719937071
10463,1676.833849851425
10465,5514.9097366920905
10502,7041.099500197141
10513,5876.310137661481
10526,4262.567424166091
10534,4372.650984978369
10552,100.0
10560,8361.950674222167
10568,15950.607619107599
10571,12816.617146077751
10572,1676.833849851425
10574,100.0
10577,5697.979416342436
10594,7839.310162885749
10603,5548.884243711271
10618,3844.943275763512
10625,6963.326127674447
10635,4690.265654304133
10641,10490.67394138514
10642,6183.122152376295
10644,10107.395375302494
10653,5988.112487265927
10657,7174.5669426666855
10658,5230.821751200059
10667,5463.782129119964
10677,2745.899664285622
10687,5730.265676536968
10700,12504.7209226212
10703,6546.676445016877
10713,7007.310688850824
10720,5026.971867400749
10732,100.0
10737,984.604410221573
10744,4421.184600421839
10761,8396.78657204899
10770,6473.440918972649
10776,4626.569539992119
10778,7474.446737494226
10779,1103.1085666964982
10810,5734.16459302522
10811,2272.696913711786
10812,4705.637806216584
10831,3825.7648851748568
10832,2782.2998758682247
10835,8985.490621051264
10837,881.6696902781242
10848,8798.7532132134
10851,5972.93375375432
10871,3686.431881903706
10872,13788.172381011627
10876,6967.872870345463
10879,3756.1869754181726
10887,928.1524955112714
10890,5569.703472466839
10892,4201.908127589735
10899,881.6696902781242
10917,3116.9390441114556
10922,100.0
10931,1103.1085666964982
10937,7288.337850936227
10940,6838.42131959603
10948,8375.773924892579
10953,7460.795685970018
10977,5026.971867400749
10981,7712.026397578497
10988,7805.697361832646
11012,10468.359884205765
11016,10090.173554308549
11022,6661.702097216941
11037,9598.675339210527
11050,7332.301192857964
11059,6510.724056619721
11061,4908.66692379975
11066,6866.258896787505
11078,8927.843800562056
11081,13207.48006175417
11084,7295.900981275362
11085,8025.688075919652
11089,1969.3618171900955
11090,4452.594057294988
11092,6931.47265876286
11094,6128.693636904261
11124,5851.599715145644
11133,8952.304026684633
11141,8609.35510136437
11171,5046.150257989404
11195,8881.921585354867
11196,5175.795227139682
11218,1103.1085666964982
11239,1676.833849851425
11242,1341.4753968680207
11248,5758.005194060483
11256,6315.714391509352
11258,7948.627772865416
11283,11349.358204977241
11287,7787.303837640499
11308,7237.8453622073075
11315,1103.1085666964982
11316,7201.646291753533
11351,928.1524955112714
11381,6604.06417292028
11407,4963.267241173655
11411,1676.833849851425
11415,928.1524955112714
11418,881.6696902781242
11440,9732.142781680071
11443,7535.307175199409
11464,3516.370809450715
11485,4293.783859882729
11491,9240.050417651306
11501,8936.521902728771
11510,7298.512381511647
11520,4844.970809487735
11542,4254.006297231231
11550,9902.1057944651
11553,10735.939525067784
11554,4514.331298321553
11578,1341.4753968680207
11587,9427.932481821892
11594,4488.800850476746
11624,12779.773319701046
11628,3317.044849082887
11641,4659.932144651964
11645,6316.567978346865
11649,100.0
11650,4082.331821137681
11660,154.32755531763678
11671,1019.0576657348945
11673,13403.379978412653
11678,6343.647327433711
11722,5445.556892493052
11724,7032.438806138053
11727,9200.862795539204
11728,4239.278901241709
11729,7003.009441804994
11741,5722.031189164352
11765,8530.935799454179
11770,5350.272524598346
11774,4386.930557782443
11781,16887.123945005576
11788,4578.035924548648
11805,6671.03068244068
11813,4207.974829520168
11838,13433.119736378416
11845,8725.952790048192
11863,8773.582260172554
11874,6335.6722294572755
11878,3814.6097661113427
11899,3176.6355013464217
11905,8721.343146641677
11925,1103.1085666964982
11949,4019.8993469487386
11955,6389.368401512071
11961,10808.521398996534
11965,928.1524955112714
11999,4863.170915279037
12007,5345.895669477457
12031,18123.27408029015
12034,7184.127970897874
12060,5982.899372173006
12069,7481.3963654891295
12071,8830.35036298864
12075,100.0
12081,7348.217700153314
12084,8114.672953598297
12089,1019.0576657348945
12093,8474.624018771752
12104,2460.7646735552335
12107,3161.4567678348153
12114,6942.342422500656
12122,6632.058095228397
12124,10969.749975488565
12135,6856.814843788176
12160,5027.165285801594
12185,9180.072906010595
12199,6322.656296776274
12202,7896.504472388308
12210,6766.408066518075
12219,7083.5664137101785
12225,1676.833849851425
12226,3917.648340195833
12238,6452.654543780675
12243,3498.162980931432
12263,5612.404347730071
12264,9847.505477091196
12272,5400.495986851361
12275,3355.591229608697
12281,6747.325431906639
12285,4627.645884457433
12291,5594.845483525061
12301,5023.7002987277965
12305,4591.052254473985
12306,8745.416535962566
12312,5725.525515465107
12313,7015.142845665861
12325,9537.125393841718
12332,5557.376650205127
12338,4019.8993469487386
12340,6066.143352389534
12346,1103.1085666964982
12352,8209.146192356584
12358,10297.228590030547
12374,9483.408002532284
12413,100.0
12414,5742.842695191938
12417,6392.958086545709
12426,5499.731003180484
12438,1019.0576657348945
12443,1103.1085666964982
12448,5057.305377052919
12455,5154.372607939859
12464,7524.7458078223
12484,12480.337139667608
12489,5740.2312949556535
12490,100.0
12491,8242.306482423035
12496,6428.362605223328
12501,7300.277836396249
12507,7110.444621668198
12508,1341.4753968680207
12516,7640.013144500544
12528,5264.456168752137
12532,5301.738909154875
12540,7223.1179662177865
12546,9376.353536727682
12549,6472.018630042191
12553,6736.074556865907
12555,1019.0576657348945
12583,7098.318940535312
12586,6729.125326115339
12606,5580.8071979548295
12612,1676.833849851425
12622,6977.83848876415
12625,9161.424977033847
12637,928.1524955112714
12676,1676.833849851425
12703,10829.534046152945
12751,5509.036453162501
12756,4378.035901973159
12775,6472.612381728598
12785,881.6696902781242
12797,4123.916205830583
12800,1103.1085666964982
12810,4980.203706841883
12811,4921.419952747935
12814,4390.85109076967
12846,5321.396073470093
12849,4229.389725992009
12854,5397.040685157212
12869,10532.064510432861
12879,6966.609230222391
12885,9683.704524969482
12890,8021.3328372977385
12892,928.1524955112714
12897,5208.5293105196615
12901,6149.505142931847
12904,6543.203735215097
12928,4074.4996643226427
12954,4985.483238685067
12963,5509.813596831028
12964,7480.948542303682
12979,1676.833849851425
12994,4253.0357351618595
12999,5289.605505294006
13003,3452.658460495638
13021,1341.4753968680207
13038,5354.5737716441745
13042,1676.833849851425
13046,6276.720187798094
13091,7186.700346527553
