True_index,predicted_sales
2917,35045.642857142855
2929,35045.642857142855
2937,35045.642857142855
2962,35045.642857142855
2985,35045.642857142855
2997,35045.642857142855
3007,35045.642857142855
3015,35045.642857142855
3020,35045.642857142855
3030,35045.642857142855
3035,35045.642857142855
3048,35045.642857142855
3075,35045.642857142855
3079,35045.642857142855
3087,35045.642857142855
3091,35045.642857142855
3103,35045.642857142855
3107,35045.642857142855
3120,0.0
3126,35045.642857142855
3127,35045.642857142855
3131,35045.642857142855
3142,35045.642857142855
3143,0.0
3146,35045.642857142855
3157,35045.642857142855
3162,35045.642857142855
3165,35045.642857142855
3168,0.0
3170,0.0
3172,35045.642857142855
3175,35045.642857142855
3179,35045.642857142855
3188,35045.642857142855
3194,0.0
3200,35045.642857142855
3209,35045.642857142855
3231,35045.642857142855
3235,35045.642857142855
3238,35045.642857142855
3276,35045.642857142855
3283,0.0
3286,35045.642857142855
3306,0.0
3328,35045.642857142855
3340,35045.642857142855
3347,0.0
3351,35045.642857142855
3357,35045.642857142855
3364,35045.642857142855
3374,35045.642857142855
3402,35045.642857142855
3407,0.0
3420,35045.642857142855
3434,35045.642857142855
3436,35045.642857142855
3442,35045.642857142855
3448,35045.642857142855
3456,35045.642857142855
3467,35045.642857142855
3473,35045.642857142855
3486,35045.642857142855
3496,35045.642857142855
3509,35045.642857142855
3517,35045.642857142855
3519,35045.642857142855
3521,35045.642857142855
3534,35045.642857142855
3539,35045.642857142855
3551,35045.642857142855
3556,35045.642857142855
3559,35045.642857142855
3573,35045.642857142855
3600,35045.642857142855
3602,35045.642857142855
3617,35045.642857142855
3635,35045.642857142855
3641,35045.642857142855
3648,35045.642857142855
3676,0.0
3694,0.0
3707,35045.642857142855
3708,35045.642857142855
3716,35045.642857142855
3734,0.0
3738,35045.642857142855
3744,35045.642857142855
3746,35045.642857142855
3749,35045.642857142855
3777,35045.642857142855
3794,35045.642857142855
3804,35045.642857142855
3813,35045.642857142855
3828,35045.642857142855
3840,35045.642857142855
3843,35045.642857142855
3844,0.0
3856,35045.642857142855
3864,35045.642857142855
3865,35045.642857142855
3891,35045.642857142855
3893,35045.642857142855
3896,35045.642857142855
3910,35045.642857142855
3920,35045.642857142855
3922,35045.642857142855
3929,0.0
3931,0.0
3932,35045.642857142855
3941,35045.642857142855
3946,35045.642857142855
3966,35045.642857142855
3975,35045.642857142855
3977,0.0
3986,35045.642857142855
3989,35045.642857142855
3993,35045.642857142855
3996,35045.642857142855
4016,35045.642857142855
4020,35045.642857142855
4023,0.0
4031,35045.642857142855
4040,35045.642857142855
4041,0.0
4042,0.0
4052,35045.642857142855
4067,0.0
4071,35045.642857142855
4104,35045.642857142855
4110,35045.642857142855
4122,35045.642857142855
4127,35045.642857142855
4129,35045.642857142855
4130,0.0
4162,35045.642857142855
4180,35045.642857142855
4181,35045.642857142855
4190,35045.642857142855
4195,0.0
4196,35045.642857142855
4215,35045.642857142855
4233,0.0
4236,0.0
4240,35045.642857142855
4258,35045.642857142855
4264,35045.642857142855
4268,35045.642857142855
4269,35045.642857142855
4286,35045.642857142855
4300,35045.642857142855
4303,0.0
4320,35045.642857142855
4323,35045.642857142855
4327,35045.642857142855
4339,35045.642857142855
4354,35045.642857142855
4366,35045.642857142855
4371,35045.642857142855
4388,35045.642857142855
4422,35045.642857142855
4433,0.0
4434,35045.642857142855
4436,35045.642857142855
4452,35045.642857142855
4474,35045.642857142855
4482,35045.642857142855
4495,0.0
4521,35045.642857142855
4552,35045.642857142855
4555,35045.642857142855
4556,35045.642857142855
4560,35045.642857142855
4577,35045.642857142855
4586,35045.642857142855
4589,35045.642857142855
4618,0.0
4620,35045.642857142855
4642,35045.642857142855
4654,35045.642857142855
4674,35045.642857142855
4684,35045.642857142855
4710,35045.642857142855
4711,35045.642857142855
4717,35045.642857142855
4736,35045.642857142855
4745,35045.642857142855
4747,35045.642857142855
4767,35045.642857142855
4774,35045.642857142855
4790,35045.642857142855
4792,35045.642857142855
4796,35045.642857142855
4799,35045.642857142855
4819,35045.642857142855
4828,35045.642857142855
4840,35045.642857142855
4844,35045.642857142855
4851,35045.642857142855
4870,0.0
4878,0.0
4894,35045.642857142855
4898,0.0
4919,35045.642857142855
4923,0.0
4924,0.0
4933,35045.642857142855
4977,35045.642857142855
4987,35045.642857142855
4994,35045.642857142855
5005,35045.642857142855
5007,35045.642857142855
5009,35045.642857142855
5016,35045.642857142855
5031,0.0
5032,35045.642857142855
5049,35045.642857142855
5052,35045.642857142855
5053,35045.642857142855
5087,35045.642857142855
5101,35045.642857142855
5132,0.0
5171,35045.642857142855
5178,35045.642857142855
5189,35045.642857142855
5196,35045.642857142855
5205,35045.642857142855
5210,35045.642857142855
5211,35045.642857142855
5234,35045.642857142855
5238,35045.642857142855
5242,35045.642857142855
5253,35045.642857142855
5262,35045.642857142855
5318,35045.642857142855
5327,0.0
5334,35045.642857142855
5366,35045.642857142855
5384,35045.642857142855
5395,0.0
5397,35045.642857142855
5399,35045.642857142855
5419,35045.642857142855
5431,35045.642857142855
5432,35045.642857142855
5435,35045.642857142855
5437,35045.642857142855
5481,35045.642857142855
5482,35045.642857142855
5485,35045.642857142855
5497,35045.642857142855
5502,35045.642857142855
5513,35045.642857142855
5517,35045.642857142855
5533,35045.642857142855
5535,35045.642857142855
5539,35045.642857142855
5561,0.0
5574,35045.642857142855
5588,0.0
5593,35045.642857142855
5607,35045.642857142855
5647,35045.642857142855
5662,35045.642857142855
5669,35045.642857142855
5692,35045.642857142855
5713,35045.642857142855
5720,35045.642857142855
5726,35045.642857142855
5735,35045.642857142855
5758,35045.642857142855
5765,35045.642857142855
5793,35045.642857142855
5798,35045.642857142855
5822,35045.642857142855
5824,35045.642857142855
5826,35045.642857142855
5829,35045.642857142855
5831,0.0
5835,35045.642857142855
5853,35045.642857142855
5875,35045.642857142855
5879,35045.642857142855
5883,35045.642857142855
5890,35045.642857142855
5914,35045.642857142855
5921,35045.642857142855
5922,35045.642857142855
5935,35045.642857142855
5944,35045.642857142855
5950,0.0
5977,35045.642857142855
5987,0.0
5988,35045.642857142855
5994,35045.642857142855
6009,35045.642857142855
6019,35045.642857142855
6045,35045.642857142855
6056,35045.642857142855
6073,35045.642857142855
6088,35045.642857142855
6094,35045.642857142855
6104,35045.642857142855
6118,0.0
6125,35045.642857142855
6155,0.0
6166,35045.642857142855
6171,35045.642857142855
6172,35045.642857142855
6174,0.0
6185,35045.642857142855
6191,35045.642857142855
6196,35045.642857142855
6218,35045.642857142855
6221,35045.642857142855
6226,0.0
6232,0.0
6233,35045.642857142855
6248,35045.642857142855
6253,35045.642857142855
6273,35045.642857142855
6280,35045.642857142855
6287,35045.642857142855
6290,0.0
6299,0.0
6315,35045.642857142855
6323,35045.642857142855
6331,0.0
6333,35045.642857142855
6334,35045.642857142855
6369,35045.642857142855
6376,0.0
6382,35045.642857142855
6383,35045.642857142855
6407,35045.642857142855
6408,35045.642857142855
6412,0.0
6419,35045.642857142855
6428,35045.642857142855
6434,35045.642857142855
6448,35045.642857142855
6451,35045.642857142855
6458,35045.642857142855
6470,35045.642857142855
6472,0.0
6480,35045.642857142855
6482,35045.642857142855
6486,35045.642857142855
6503,0.0
6507,35045.642857142855
6527,35045.642857142855
6529,35045.642857142855
6540,35045.642857142855
6550,35045.642857142855
6552,35045.642857142855
6553,35045.642857142855
6555,35045.642857142855
6588,35045.642857142855
6607,35045.642857142855
6612,35045.642857142855
6634,35045.642857142855
6652,35045.642857142855
6655,35045.642857142855
6661,0.0
6681,35045.642857142855
6691,35045.642857142855
6707,35045.642857142855
6710,35045.642857142855
6714,35045.642857142855
6720,35045.642857142855
6726,0.0
6731,35045.642857142855
6740,0.0
6749,0.0
6768,35045.642857142855
6775,0.0
6778,35045.642857142855
6791,35045.642857142855
6829,35045.642857142855
6842,0.0
6849,35045.642857142855
6858,35045.642857142855
6863,35045.642857142855
6890,35045.642857142855
6918,35045.642857142855
6920,35045.642857142855
6923,35045.642857142855
6932,0.0
6933,0.0
6946,35045.642857142855
6947,35045.642857142855
6973,0.0
6992,35045.642857142855
7005,35045.642857142855
7007,35045.642857142855
7027,35045.642857142855
7035,35045.642857142855
7055,35045.642857142855
7056,35045.642857142855
7095,35045.642857142855
7112,0.0
7113,35045.642857142855
7119,0.0
7122,0.0
7126,35045.642857142855
7127,35045.642857142855
7138,35045.642857142855
7139,35045.642857142855
7162,35045.642857142855
7166,35045.642857142855
7169,35045.642857142855
7181,35045.642857142855
7190,35045.642857142855
7199,0.0
7200,35045.642857142855
7232,35045.642857142855
7259,35045.642857142855
7263,35045.642857142855
7266,35045.642857142855
7267,35045.642857142855
7299,35045.642857142855
7301,35045.642857142855
7302,35045.642857142855
7307,35045.642857142855
7309,35045.642857142855
7323,35045.642857142855
7325,35045.642857142855
7330,0.0
7334,35045.642857142855
7338,0.0
7342,35045.642857142855
7349,0.0
7362,35045.642857142855
7363,0.0
7394,0.0
7399,35045.642857142855
7420,35045.642857142855
7428,35045.642857142855
7434,35045.642857142855
7450,35045.642857142855
7451,35045.642857142855
7455,0.0
7492,35045.642857142855
7507,35045.642857142855
7518,35045.642857142855
7521,35045.642857142855
7526,35045.642857142855
7557,35045.642857142855
7560,35045.642857142855
7570,0.0
7573,35045.642857142855
7576,35045.642857142855
7594,35045.642857142855
7601,35045.642857142855
7634,35045.642857142855
7668,35045.642857142855
7670,0.0
7682,35045.642857142855
7693,0.0
7696,0.0
7711,35045.642857142855
7713,35045.642857142855
7719,35045.642857142855
7720,35045.642857142855
7732,35045.642857142855
7734,35045.642857142855
7742,35045.642857142855
7753,35045.642857142855
7779,35045.642857142855
7793,35045.642857142855
7797,35045.642857142855
7812,35045.642857142855
7824,35045.642857142855
7835,35045.642857142855
7855,35045.642857142855
7862,35045.642857142855
7884,35045.642857142855
7894,0.0
7904,35045.642857142855
7913,35045.642857142855
7920,35045.642857142855
7930,0.0
7936,35045.642857142855
7958,35045.642857142855
7963,0.0
7973,0.0
7979,35045.642857142855
7984,0.0
7986,35045.642857142855
7987,35045.642857142855
8006,35045.642857142855
8015,35045.642857142855
8017,35045.642857142855
8031,0.0
8037,35045.642857142855
8064,35045.642857142855
8073,35045.642857142855
8083,35045.642857142855
8090,35045.642857142855
8094,35045.642857142855
8113,35045.642857142855
8114,35045.642857142855
8119,0.0
8123,35045.642857142855
8158,0.0
8161,35045.642857142855
8167,35045.642857142855
8181,35045.642857142855
8195,35045.642857142855
8207,35045.642857142855
8215,35045.642857142855
8223,35045.642857142855
8252,35045.642857142855
8255,0.0
8287,35045.642857142855
8309,35045.642857142855
8312,35045.642857142855
8319,35045.642857142855
8327,35045.642857142855
8353,0.0
8365,0.0
8378,35045.642857142855
8385,35045.642857142855
8387,35045.642857142855
8400,35045.642857142855
8402,35045.642857142855
8403,35045.642857142855
8430,0.0
8438,35045.642857142855
8439,35045.642857142855
8464,35045.642857142855
8483,0.0
8503,35045.642857142855
8504,35045.642857142855
8517,35045.642857142855
8522,35045.642857142855
8525,35045.642857142855
8544,35045.642857142855
8557,35045.642857142855
8570,35045.642857142855
8583,35045.642857142855
8590,35045.642857142855
8592,35045.642857142855
8609,35045.642857142855
8613,35045.642857142855
8621,35045.642857142855
8626,35045.642857142855
8627,35045.642857142855
8637,35045.642857142855
8643,35045.642857142855
8654,35045.642857142855
8668,35045.642857142855
8713,35045.642857142855
8729,35045.642857142855
8732,35045.642857142855
8748,35045.642857142855
8758,35045.642857142855
8764,35045.642857142855
8765,0.0
8772,35045.642857142855
8776,35045.642857142855
8783,35045.642857142855
8797,0.0
8805,35045.642857142855
8817,35045.642857142855
8820,35045.642857142855
8838,35045.642857142855
8869,35045.642857142855
8871,35045.642857142855
8879,35045.642857142855
8888,35045.642857142855
8897,35045.642857142855
8905,0.0
8907,35045.642857142855
8910,35045.642857142855
8944,35045.642857142855
8953,35045.642857142855
8989,35045.642857142855
8990,35045.642857142855
8994,35045.642857142855
9020,35045.642857142855
9023,35045.642857142855
9024,35045.642857142855
9047,35045.642857142855
9050,35045.642857142855
9055,35045.642857142855
9064,35045.642857142855
9065,0.0
9084,35045.642857142855
9089,35045.642857142855
9103,35045.642857142855
9111,35045.642857142855
9112,35045.642857142855
9144,35045.642857142855
9145,35045.642857142855
9147,35045.642857142855
9169,0.0
9184,0.0
9190,35045.642857142855
9199,35045.642857142855
9201,35045.642857142855
9207,35045.642857142855
9220,35045.642857142855
9236,35045.642857142855
9246,0.0
9252,35045.642857142855
9286,35045.642857142855
9316,35045.642857142855
9319,35045.642857142855
9325,35045.642857142855
9341,35045.642857142855
9343,0.0
9348,35045.642857142855
9383,35045.642857142855
9395,35045.642857142855
9403,0.0
9408,35045.642857142855
9410,35045.642857142855
9416,0.0
9423,35045.642857142855
9444,0.0
9476,35045.642857142855
9482,35045.642857142855
9489,35045.642857142855
9506,35045.642857142855
9512,35045.642857142855
9522,35045.642857142855
9566,35045.642857142855
9577,0.0
9580,35045.642857142855
9592,35045.642857142855
9601,35045.642857142855
9607,35045.642857142855
9619,35045.642857142855
9627,35045.642857142855
9628,35045.642857142855
9638,35045.642857142855
9641,35045.642857142855
9652,35045.642857142855
9653,35045.642857142855
9658,35045.642857142855
9682,0.0
9694,35045.642857142855
9702,0.0
9705,35045.642857142855
9727,0.0
9740,35045.642857142855
9750,35045.642857142855
9756,0.0
9767,35045.642857142855
9784,35045.642857142855
9785,35045.642857142855
9787,35045.642857142855
9791,35045.642857142855
9802,35045.642857142855
9809,35045.642857142855
9810,0.0
9811,35045.642857142855
9824,35045.642857142855
9826,35045.642857142855
9835,35045.642857142855
9857,35045.642857142855
9859,35045.642857142855
9881,35045.642857142855
9886,35045.642857142855
9897,35045.642857142855
9909,35045.642857142855
9910,35045.642857142855
9920,0.0
9931,35045.642857142855
9937,35045.642857142855
9939,35045.642857142855
9940,35045.642857142855
9947,0.0
9949,35045.642857142855
9972,35045.642857142855
9985,35045.642857142855
9991,35045.642857142855
10006,35045.642857142855
10016,35045.642857142855
10031,0.0
10039,35045.642857142855
10046,35045.642857142855
10048,35045.642857142855
10049,0.0
10052,35045.642857142855
10064,0.0
10075,35045.642857142855
10105,35045.642857142855
10113,35045.642857142855
10118,35045.642857142855
10135,35045.642857142855
10145,0.0
10147,35045.642857142855
10151,35045.642857142855
10153,35045.642857142855
10167,35045.642857142855
10177,35045.642857142855
10208,35045.642857142855
10268,35045.642857142855
10296,35045.642857142855
10309,35045.642857142855
10316,0.0
10317,0.0
10344,35045.642857142855
10349,35045.642857142855
10351,35045.642857142855
10353,35045.642857142855
10363,35045.642857142855
10369,35045.642857142855
10373,35045.642857142855
10378,35045.642857142855
10388,35045.642857142855
10391,35045.642857142855
10392,0.0
10393,35045.642857142855
10402,0.0
10438,35045.642857142855
10440,35045.642857142855
10442,35045.642857142855
10463,0.0
10465,35045.642857142855
10502,35045.642857142855
10513,35045.642857142855
10526,35045.642857142855
10534,35045.642857142855
10552,0.0
10560,35045.642857142855
10568,35045.642857142855
10571,35045.642857142855
10572,0.0
10574,0.0
10577,35045.642857142855
10594,35045.642857142855
10603,35045.642857142855
10618,35045.642857142855
10625,35045.642857142855
10635,35045.642857142855
10641,35045.642857142855
10642,35045.642857142855
10644,35045.642857142855
10653,35045.642857142855
10657,35045.642857142855
10658,35045.642857142855
10667,35045.642857142855
10677,35045.642857142855
10687,35045.642857142855
10700,35045.642857142855
10703,35045.642857142855
10713,35045.642857142855
10720,35045.642857142855
10732,0.0
10737,0.0
10744,35045.642857142855
10761,35045.642857142855
10770,35045.642857142855
10776,35045.642857142855
10778,35045.642857142855
10779,0.0
10810,35045.642857142855
10811,35045.642857142855
10812,35045.642857142855
10831,35045.642857142855
10832,35045.642857142855
10835,35045.642857142855
10837,0.0
10848,35045.642857142855
10851,35045.642857142855
10871,35045.642857142855
10872,35045.642857142855
10876,35045.642857142855
10879,35045.642857142855
10887,0.0
10890,35045.642857142855
10892,35045.642857142855
10899,0.0
10917,35045.642857142855
10922,0.0
10931,0.0
10937,35045.642857142855
10940,35045.642857142855
10948,35045.642857142855
10953,35045.642857142855
10977,35045.642857142855
10981,35045.642857142855
10988,35045.642857142855
11012,35045.642857142855
11016,35045.642857142855
11022,35045.642857142855
11037,35045.642857142855
11050,35045.642857142855
11059,35045.642857142855
11061,35045.642857142855
11066,35045.642857142855
11078,35045.642857142855
11081,35045.642857142855
11084,35045.642857142855
11085,35045.642857142855
11089,35045.642857142855
11090,35045.642857142855
11092,35045.642857142855
11094,35045.642857142855
11124,35045.642857142855
11133,35045.642857142855
11141,35045.642857142855
11171,35045.642857142855
11195,35045.642857142855
11196,35045.642857142855
11218,0.0
11239,0.0
11242,0.0
11248,35045.642857142855
11256,35045.642857142855
11258,35045.642857142855
11283,35045.642857142855
11287,35045.642857142855
11308,35045.642857142855
11315,0.0
11316,35045.642857142855
11351,0.0
11381,35045.642857142855
11407,35045.642857142855
11411,0.0
11415,0.0
11418,0.0
11440,35045.642857142855
11443,35045.642857142855
11464,35045.642857142855
11485,35045.642857142855
11491,35045.642857142855
11501,35045.642857142855
11510,35045.642857142855
11520,35045.642857142855
11542,35045.642857142855
11550,35045.642857142855
11553,35045.642857142855
11554,35045.642857142855
11578,0.0
11587,35045.642857142855
11594,35045.642857142855
11624,35045.642857142855
11628,35045.642857142855
11641,35045.642857142855
11645,35045.642857142855
11649,0.0
11650,35045.642857142855
11660,0.0
11671,0.0
11673,35045.642857142855
11678,35045.642857142855
11722,35045.642857142855
11724,35045.642857142855
11727,35045.642857142855
11728,35045.642857142855
11729,35045.642857142855
11741,35045.642857142855
11765,35045.642857142855
11770,35045.642857142855
11774,35045.642857142855
11781,35045.642857142855
11788,35045.642857142855
11805,35045.642857142855
11813,35045.642857142855
11838,35045.642857142855
11845,35045.642857142855
11863,35045.642857142855
11874,35045.642857142855
11878,35045.642857142855
11899,35045.642857142855
11905,35045.642857142855
11925,0.0
11949,35045.642857142855
11955,35045.642857142855
11961,35045.642857142855
11965,0.0
11999,35045.642857142855
12007,35045.642857142855
12031,35045.642857142855
12034,35045.642857142855
12060,35045.642857142855
12069,35045.642857142855
12071,35045.642857142855
12075,0.0
12081,35045.642857142855
12084,35045.642857142855
12089,0.0
12093,35045.642857142855
12104,35045.642857142855
12107,35045.642857142855
12114,35045.642857142855
12122,35045.642857142855
12124,35045.642857142855
12135,35045.642857142855
12160,35045.642857142855
12185,35045.642857142855
12199,35045.642857142855
12202,35045.642857142855
12210,35045.642857142855
12219,35045.642857142855
12225,0.0
12226,35045.642857142855
12238,35045.642857142855
12243,35045.642857142855
12263,35045.642857142855
12264,35045.642857142855
12272,35045.642857142855
12275,35045.642857142855
12281,35045.642857142855
12285,35045.642857142855
12291,35045.642857142855
12301,35045.642857142855
12305,35045.642857142855
12306,35045.642857142855
12312,35045.642857142855
12313,35045.642857142855
12325,35045.642857142855
12332,35045.642857142855
12338,35045.642857142855
12340,35045.642857142855
12346,0.0
12352,35045.642857142855
12358,35045.642857142855
12374,35045.642857142855
12413,0.0
12414,35045.642857142855
12417,35045.642857142855
12426,35045.642857142855
12438,0.0
12443,0.0
12448,35045.642857142855
12455,35045.642857142855
12464,35045.642857142855
12484,35045.642857142855
12489,35045.642857142855
12490,0.0
12491,35045.642857142855
12496,35045.642857142855
12501,35045.642857142855
12507,35045.642857142855
12508,0.0
12516,35045.642857142855
12528,35045.642857142855
12532,35045.642857142855
12540,35045.642857142855
12546,35045.642857142855
12549,35045.642857142855
12553,35045.642857142855
12555,0.0
12583,35045.642857142855
12586,35045.642857142855
12606,35045.642857142855
12612,0.0
12622,35045.642857142855
12625,35045.642857142855
12637,0.0
12676,0.0
12703,35045.642857142855
12751,35045.642857142855
12756,35045.642857142855
12775,35045.642857142855
12785,0.0
12797,35045.642857142855
12800,0.0
12810,35045.642857142855
12811,35045.642857142855
12814,35045.642857142855
12846,35045.642857142855
12849,35045.642857142855
12854,35045.642857142855
12869,35045.642857142855
12879,35045.642857142855
12885,35045.642857142855
12890,35045.642857142855
12892,0.0
12897,35045.642857142855
12901,35045.642857142855
12904,35045.642857142855
12928,35045.642857142855
12954,35045.642857142855
12963,35045.642857142855
12964,35045.642857142855
12979,0.0
12994,35045.642857142855
12999,35045.642857142855
13003,35045.642857142855
13021,0.0
13038,35045.642857142855
13042,0.0
13046,35045.642857142855
13091,35045.642857142855
13103,35045.642857142855
13108,35045.642857142855
13110,35045.642857142855
13117,35045.642857142855
13133,0.0
13141,35045.642857142855
13149,35045.642857142855
13168,35045.642857142855
13188,35045.642857142855
13193,35045.642857142855
13197,35045.642857142855
13201,35045.642857142855
13233,35045.642857142855
13240,35045.642857142855
13253,0.0
13258,35045.642857142855
13265,35045.642857142855
13271,0.0
13280,35045.642857142855
13291,35045.642857142855
13292,35045.642857142855
13294,35045.642857142855
13309,0.0
13346,35045.642857142855
13353,35045.642857142855
13358,0.0
13374,35045.642857142855
13386,35045.642857142855
13414,35045.642857142855
13422,0.0
13431,35045.642857142855
13452,0.0
13454,35045.642857142855
13458,35045.642857142855
13485,35045.642857142855
13486,35045.642857142855
13517,35045.642857142855
13520,0.0
13521,35045.642857142855
13524,0.0
13535,35045.642857142855
13536,35045.642857142855
13541,35045.642857142855
13542,35045.642857142855
13544,0.0
13564,0.0
13569,35045.642857142855
13604,35045.642857142855
13614,0.0
13624,0.0
13629,35045.642857142855
13638,35045.642857142855
13642,35045.642857142855
13664,0.0
13671,35045.642857142855
13686,35045.642857142855
13687,0.0
13691,35045.642857142855
13699,0.0
13702,35045.642857142855
13708,0.0
13713,35045.642857142855
13738,35045.642857142855
13743,35045.642857142855
13777,35045.642857142855
13785,35045.642857142855
13790,35045.642857142855
13812,35045.642857142855
13827,35045.642857142855
13832,35045.642857142855
13846,35045.642857142855
13847,35045.642857142855
13861,35045.642857142855
13865,35045.642857142855
13869,35045.642857142855
13871,0.0
13873,35045.642857142855
13874,35045.642857142855
13875,35045.642857142855
13883,35045.642857142855
13885,35045.642857142855
13892,35045.642857142855
